"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"GM18_RS00010",464,0.0841,-0.4832,131.9,0.8151,0.4321,0.6889,0.961131273134892,-0.291644693782741,0.445962146187911,"","chromosomal replication initiator protein DnaA",0
"GM18_RS00015",371,0.0782,-0.1542,131.36,0.862,0.3718,0.6803,-0.0112984677401762,0.343704896796093,-0.305945175779975,"","DNA polymerase III subunit beta",0
"GM18_RS00020",363,0.0854,-0.3256,131.53,0.8366,0.4676,0.6038,-0.193735760926041,0.184509317887889,-0.100670653749592,"","DNA replication and repair protein RecF",0
"GM18_RS00025",795,0.0742,-0.3357,130.27,0.9238,0.4276,0.619,-0.923157766800064,0.959788771693977,-0.96606101726041,"gyrB","DNA topoisomerase (ATP-hydrolyzing) subunit B",0
"GM18_RS00030",836,0.0574,-0.2952,130.31,0.9341,0.3968,0.5693,-0.928653142983355,1.24257567571227,-1.29399694997358,"","DNA gyrase subunit A",0
"GM18_RS00035",506,0.087,-0.2306,131.01,0.8747,0.4517,0.4452,-0.658577573156904,0.426400587544279,-0.343404446835776,"","HEAT repeat domain-containing protein",0
"GM18_RS00040",334,0.0569,0.1051,125.87,0.8868,0.4214,0.4444,-0.647462195195789,0.351063586048001,-0.226777803860984,"","NAD(P)H-dependent glycerol-3-phosphate dehydrogenase",0
"GM18_RS00045",761,0.0512,-0.072,127.51,0.8949,0.4542,0.5567,-0.891022938845962,0.747871376362981,-0.673780806690033,"","PAS domain-containing sensor histidine kinase",0
"GM18_RS00050",509,0.0432,-0.2479,128.2,0.9209,0.4828,0.5203,-0.840619527731396,1.13194703974857,-1.12663229773878,"","hybrid sensor histidine kinase/response regulator",0
"GM18_RS00055",352,0.0824,-0.494,131.2,0.8513,0.4956,0.4608,0.0361473992547851,0.136951214496093,-0.133859076386089,"","PAS domain-containing protein",0
"GM18_RS00060",713,0.0757,-0.2165,130.02,0.8876,0.4686,0.5744,-0.609244971274971,0.746321484681689,-0.680982935516325,"","PAS domain-containing protein",0
"GM18_RS00065",307,0.0651,-0.1906,129.25,0.9057,0.4141,0.4271,-1.25320619126862,0.854639825344194,-0.768137056989412,"","ABC transporter ATP-binding protein",0
"GM18_RS00070",250,0.132,0.7976,128.17,0.8506,0.3361,0.6444,0.0473779119621041,0.56150265128167,-0.584098134323268,"","ABC transporter permease",0
"GM18_RS00075",356,0.1011,-0.4393,131.35,0.882,0.3422,0.5254,0.265206109031014,0.074880608491967,0.218229368556684,"","radical SAM/SPASM domain-containing protein",0
"GM18_RS00080",338,0.0799,0.0775,128.99,0.8833,0.3565,0.5217,-0.78135635760544,0.672950537078928,-0.794392013164671,"","uroporphyrinogen decarboxylase",0
"GM18_RS00085",316,0.0696,-0.1187,133.8,0.8837,0.4551,0.6163,-1.55121208267549,1.65359399684808,-1.80671005405604,"corA","magnesium and cobalt transport protein CorA",0
"GM18_RS00090",406,0.1133,-0.0288,125.41,0.8564,0.3615,0.5461,-0.441546043842257,-0.0329276072780648,0.138539689291094,"","aromatic hydrocarbon degradation membrane protein",0
"GM18_RS00095",95,0.0632,-0.4547,128.98,0.7419,0.3871,0.4,0.325859956138921,-0.415777444785167,0.390403699855855,"","GIY-YIG nuclease family protein",0
"GM18_RS00100",468,0.0406,-0.078,124.77,0.9097,0.3744,0.3977,-1.06554270355068,0.78735156836563,-0.854367236221962,"gltA","glutamate synthase (NADPH), homotetrameric",0
"GM18_RS00105",281,0.0427,0.1762,122.89,0.8571,0.4066,0.4348,-0.118735070834337,0.533324878352113,-0.611081709063946,"","ferredoxin-NADP+ reductase subunit alpha",0
"GM18_RS00110",290,0.1241,1.1079,127.45,0.8723,0.4343,0.5926,-0.551065668251407,0.390072535139537,-0.257979109109879,"","EamA/RhaT family transporter",0
"GM18_RS00115",279,0.1039,-0.1165,128.83,0.9234,0.3723,0.5333,-0.279265873779912,0.616932290606725,-0.55936659523289,"","heterodisulfide reductase subunit F",0
"GM18_RS00120",336,0.0833,-0.172,127.87,0.8815,0.3739,0.5094,0.0786338625013742,0.814069019645141,-0.552617916135078,"","heterodisulfide reductase subunit A",0
"GM18_RS00125",313,0.0639,-0.2358,127.93,0.901,0.3795,0.4455,-0.614183729498219,1.09646433801426,-0.911461570111094,"","Fe-S oxidoreductase",0
"GM18_RS00130",160,0.1187,-0.1575,130.12,0.8947,0.4013,0.5106,0.368828242162783,0.358566126522188,-0.0619690006432375,"","hydrogenase iron-sulfur subunit",0
"GM18_RS00135",664,0.0693,-0.1413,126.54,0.9234,0.4141,0.4641,-1.17047244958659,0.997484719691955,-1.00069264299001,"","CoB--CoM heterodisulfide reductase iron-sulfur subunit A family protein",0
"GM18_RS00140",316,0.0601,-0.1076,126.83,0.8677,0.4226,0.4659,-0.185131822216148,0.751315988388474,-0.662225915101953,"","heterodisulfide reductase subunit B",0
"GM18_RS00145",193,0.0725,-0.3668,130.66,0.8901,0.3846,0.5,-0.96288812806385,0.670582536079748,-0.543208484791989,"","4Fe-4S dicluster domain-containing protein",0
"GM18_RS00150",568,0.0669,0.3069,126.34,0.8745,0.4455,0.4873,-0.954702357227961,0.677127245748584,-0.712099598489423,"","ABC transporter ATP-binding protein",0
"GM18_RS00155",600,0.0983,0.2667,129.1,0.9097,0.4931,0.5141,-0.392598595652904,0.866236031629897,-0.777408063505176,"","ABC transporter ATP-binding protein",0
"GM18_RS00160",635,0.0472,-0.1106,127.46,0.8744,0.4783,0.4,-0.437334323474949,0.724712151354138,-0.679771128700239,"selB","selenocysteine-specific translation elongation factor",0
"GM18_RS00165",649,0.1032,-0.4367,133.55,0.8949,0.4506,0.4615,-1.08016318806933,0.99093451944466,-0.985916793011084,"","hypothetical protein",0
"GM18_RS00170",271,0.0738,-0.0432,129.67,0.9349,0.4483,0.5385,-1.61182948356881,1.48048298994141,-1.51229383744745,"","ATPase",0
"GM18_RS00175",58,0.1034,-0.8017,133.71,0.9074,0.4259,0.4706,-2.87981738315079,2.35365396238292,-2.34234839802564,"","hypothetical protein",0
"GM18_RS00180",317,0.0883,-0.1811,131.25,0.9032,0.4355,0.5729,-0.93644417070677,1.21995645263529,-1.20392608906566,"hemH","ferrochelatase",0
"GM18_RS00185",517,0.0426,-0.0605,124.73,0.9178,0.3567,0.4343,-1.56966676983286,0.941735824936148,-1.01096071370396,"","HAMP domain-containing protein",0
