Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
8	10	4	4	1	3	12	10	31	6	8	14	2	9	3	1	5	5	10	16	21	35	16	1	14	10	6	3	3	13	14	7	5	5	1	6	6	2	3	3	1	0	4	3	7	8	3	5	4	9	10	4	5	4	4	6	9	7	5	448	0.0848	-0.3212	132.33	0.4424	0.4240	0.9904	0.8781	0.4060	0.7891	46	1395	direct	GURA_RS00005	WP_011936948.1		chromosomal replication initiator protein DnaA	0	1
10	3	0	2	0	2	9	12	29	8	6	10	5	8	3	2	2	3	19	9	12	28	5	1	7	6	7	4	8	12	15	3	4	3	3	1	3	6	3	0	2	2	2	4	4	8	3	6	0	9	5	5	2	13	5	3	3	4	4	371	0.0674	-0.2426	131.49	0.3866	0.3866	0.9625	0.8311	0.4082	0.7681	1611	2729	direct	GURA_RS00010	WP_011936949.1		DNA polymerase III subunit beta	0	1
7	1	3	2	3	1	8	15	21	8	5	12	6	8	4	3	7	2	8	5	8	21	12	1	9	15	8	4	7	12	8	1	1	5	0	5	8	9	5	2	3	4	0	6	4	5	1	4	2	5	7	4	0	6	7	6	4	7	5	363	0.0882	-0.4598	134.02	0.5000	0.4543	1.0000	0.8683	0.4250	0.7685	2810	3904	direct	GURA_RS00015	WP_011936950.1		DNA replication and repair protein RecF	0	1
8	24	12	5	3	1	23	19	49	29	27	5	14	27	10	11	6	11	11	29	14	22	41	0	26	32	9	1	14	25	10	1	5	14	2	4	23	3	6	1	10	11	11	9	4	4	14	8	5	8	22	13	1	9	14	19	8	19	8	793	0.0757	-0.3802	130.48	0.6654	0.4599	0.9196	0.8488	0.5560	0.8138	3913	6297	direct	GURA_RS00020	WP_011936951.1	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	0	1
4	31	15	4	3	0	33	20	43	33	15	7	9	30	10	11	6	6	6	56	10	12	41	2	27	35	6	0	5	26	9	1	8	12	5	1	22	2	6	1	21	21	8	2	1	1	17	12	5	4	38	7	4	6	26	24	8	22	4	831	0.0590	-0.2881	130.32	0.7512	0.4366	0.8093	0.7537	0.5506	0.8273	6355	8853	direct	GURA_RS00025	WP_011936952.1		DNA gyrase subunit A	0	1
10	17	9	3	7	1	25	21	29	16	7	18	8	16	5	6	3	4	5	10	7	10	9	1	14	28	17	2	15	3	4	1	7	13	4	3	11	7	7	2	15	9	6	11	1	5	7	3	3	5	5	7	2	4	8	11	7	7	7	525	0.0876	-0.2181	131.51	0.6004	0.5000	0.9707	0.8743	0.3358	0.7924	8937	10517	direct	GURA_RS00030	WP_011936953.1		HEAT repeat domain-containing protein	0	1
8	17	5	6	1	0	7	4	16	9	6	6	5	10	10	5	0	4	3	8	7	7	9	2	6	12	11	1	5	5	5	0	3	5	2	1	10	2	1	3	6	2	4	7	2	0	12	1	1	5	13	6	3	8	5	12	4	0	6	334	0.0599	+0.0865	125.19	0.5957	0.4846	0.9734	0.8307	0.3750	0.7919	10593	11600	direct	GURA_RS00035	WP_041245619.1		NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	0	1
6	30	13	7	4	3	17	23	29	29	15	18	18	11	15	9	2	8	18	18	16	26	17	2	21	32	17	4	13	15	16	2	8	13	1	9	22	7	8	4	8	12	9	17	3	5	19	5	4	5	19	7	5	11	22	10	16	5	7	757	0.0647	-0.0756	129.00	0.5810	0.4871	0.9810	0.8994	0.4093	0.7812	11698	13974	direct	GURA_RS00040	WP_011936955.1		PAS domain-containing sensor histidine kinase	0	1
6	23	13	6	2	1	20	12	19	25	5	10	5	9	15	3	3	5	10	15	11	10	18	0	17	18	13	0	7	7	4	2	4	11	2	7	15	2	5	3	7	8	7	11	5	2	11	3	3	3	11	7	2	5	9	17	7	4	4	507	0.0473	-0.1185	128.23	0.6544	0.5256	0.9301	0.8705	0.4050	0.7844	13961	15487	direct	GURA_RS00045	WP_011936956.1		hybrid sensor histidine kinase/response regulator	0	1
17	14	15	10	1	2	24	11	28	29	12	13	8	9	13	5	5	8	6	17	11	16	8	0	13	25	10	2	12	13	7	1	4	4	2	7	24	5	3	3	12	15	6	6	4	4	6	10	1	2	23	4	2	9	14	14	9	8	8	603	0.0896	-0.2551	132.10	0.6220	0.4965	0.9567	0.8632	0.4834	0.7928	15519	17333	direct	GURA_RS00050	WP_011936957.1		PAS domain-containing sensor histidine kinase	0	1
