Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
3	17	8	5	3	0	20	1	15	22	20	4	5	11	6	1	10	1	0	33	2	6	36	0	26	14	1	0	1	16	1	1	8	9	0	1	14	0	2	0	9	6	3	8	0	1	15	8	1	1	22	5	0	1	10	9	4	7	3	449	0.0846	-0.3018	130.87	0.8601	0.3830	0.5840	0.5834	0.6071	0.8623	27	1379	direct	GPICK_RS00005	WP_039739333.1		chromosomal replication initiator protein DnaA	0	1
4	17	4	0	3	0	10	5	13	32	16	3	3	12	4	1	1	2	0	27	5	2	27	0	20	9	1	0	0	11	2	0	7	7	0	0	3	1	0	1	6	10	1	9	0	0	11	7	0	0	18	4	0	0	12	17	0	4	4	371	0.0755	-0.1100	130.35	0.8652	0.4157	0.5705	0.5585	0.5172	0.8702	1606	2724	direct	GPICK_RS00010	WP_039739336.1		DNA polymerase III subunit beta	0	1
1	18	11	2	2	0	14	6	5	23	13	2	8	9	11	2	9	2	0	18	1	2	8	0	23	17	6	0	0	11	0	0	4	7	0	1	11	0	1	2	15	23	2	2	1	3	5	6	0	1	10	1	1	1	7	11	3	10	2	364	0.0824	-0.3192	131.89	0.8475	0.4520	0.6162	0.6075	0.5321	0.8411	2804	3901	direct	GPICK_RS00015	WP_039745045.1		DNA replication and repair protein RecF	0	1
2	32	21	1	3	1	41	5	8	63	29	0	4	31	29	4	14	2	1	42	5	4	46	0	53	31	4	0	1	31	1	0	10	12	2	1	25	0	2	3	22	23	1	7	0	1	24	6	2	2	33	10	0	1	27	30	1	24	2	794	0.0705	-0.2938	129.35	0.9256	0.4231	0.3820	0.4958	0.5654	0.8726	3911	6298	direct	GPICK_RS00020	WP_039739338.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	0	1
0	46	15	1	2	0	47	12	8	64	21	1	3	32	29	6	14	3	2	73	3	2	48	0	34	36	2	0	0	32	1	0	15	12	0	0	30	0	0	0	24	35	2	8	0	1	20	9	0	0	46	1	1	1	30	31	2	23	1	856	0.0572	-0.2977	129.62	0.9373	0.4162	0.3382	0.4287	0.5623	0.8997	6332	8905	direct	GPICK_RS00025	WP_039739340.1		DNA gyrase subunit A	0	1
2	30	18	0	2	0	29	9	7	52	20	4	3	11	20	2	6	3	1	17	0	1	7	0	37	27	3	0	1	1	0	0	16	9	2	0	11	0	0	2	17	38	3	8	0	0	8	3	0	0	17	7	0	0	16	20	2	9	2	524	0.0859	-0.2716	132.12	0.9085	0.4831	0.4413	0.5398	0.4030	0.8549	8973	10550	direct	GPICK_RS00030	WP_039739343.1		HEAT repeat domain-containing protein	0	1
0	30	16	0	3	0	8	4	4	19	6	1	1	15	16	1	1	0	0	13	1	2	8	0	25	10	3	0	0	8	0	0	4	8	1	0	9	0	0	0	11	10	3	3	0	0	7	4	0	0	20	3	0	0	15	18	0	4	1	334	0.0449	+0.2446	123.95	0.9304	0.4304	0.3645	0.4720	0.3636	0.8823	10585	11592	direct	GPICK_RS00035	WP_039739346.1	gpsA	NAD(P)-dependent glycerol-3-phosphate dehydrogenase	0	1
5	34	23	2	3	1	27	8	9	37	13	1	5	11	20	3	6	3	1	30	2	1	15	0	37	17	2	0	1	7	1	1	12	10	1	1	7	0	1	3	7	30	6	8	3	0	13	2	0	0	15	2	0	1	16	24	3	5	0	512	0.0391	+0.0127	126.62	0.8730	0.4536	0.5492	0.5953	0.4963	0.8338	13963	15504	direct	GPICK_RS00045	WP_039739349.1		hybrid sensor histidine kinase/response regulator	0	1
0	6	0	0	1	0	4	1	2	10	8	0	3	10	11	0	3	0	0	9	0	0	5	0	6	0	1	0	0	1	1	1	3	3	0	0	0	0	1	1	3	5	0	1	0	2	5	4	1	0	2	5	0	0	7	3	0	5	0	139	0.1079	-0.2482	125.55	0.9030	0.3806	0.4595	0.4409	0.5000	0.8170	17586	18008	direct	GPICK_RS16770	WP_084201468.1		ATP-binding protein	0	1
0	20	9	0	3	1	18	5	2	20	10	1	0	11	9	3	8	2	0	14	0	2	5	0	24	13	2	0	0	5	0	0	10	1	0	0	8	0	0	0	12	19	2	4	0	1	6	3	0	0	13	4	0	0	9	9	2	7	0	307	0.0619	-0.2130	130.09	0.9226	0.3973	0.3931	0.4682	0.4316	0.8839	18020	18946	direct	GPICK_RS00055	WP_039745051.1		daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein	0	1
0	24	7	1	1	1	3	1	1	8	18	3	3	9	6	4	1	2	0	19	1	1	7	0	17	7	0	0	0	4	0	0	4	5	0	0	2	0	0	0	5	4	1	3	0	0	11	3	0	0	10	6	1	0	15	12	2	6	1	250	0.1240	+0.8996	124.84	0.9042	0.3542	0.4556	0.5127	0.5300	0.8755	18946	19701	direct	GPICK_RS00060	WP_039739352.1		ABC transporter permease	0	1
1	21	4	1	16	1	17	1	13	21	17	2	1	15	9	1	7	0	1	18	0	4	24	1	12	8	2	0	1	11	2	0	9	3	0	1	9	0	2	1	10	7	1	0	0	0	15	2	2	0	18	0	1	0	10	6	2	11	0	358	0.0978	-0.4134	131.33	0.8860	0.3275	0.5120	0.4877	0.5042	0.8673	19782	20861	direct	GPICK_RS00065	WP_039739356.1		radical SAM/SPASM domain-containing protein	0	1
0	19	8	0	5	0	16	2	3	19	10	1	1	14	11	2	5	1	0	18	1	1	17	0	18	13	2	0	0	7	6	0	15	11	0	0	9	0	0	0	8	9	1	0	0	0	5	2	0	0	15	2	0	0	15	15	4	8	2	339	0.0767	-0.0145	128.69	0.9159	0.4299	0.4165	0.4729	0.4107	0.8881	21009	22031	direct	GPICK_RS00070	WP_039739359.1		uroporphyrinogen decarboxylase	0	1
4	20	10	0	8	0	46	3	6	57	52	2	5	15	19	0	17	1	0	45	3	3	36	0	58	13	3	1	0	41	3	0	16	14	1	1	29	0	1	1	29	30	3	13	2	0	18	6	0	0	34	3	0	0	21	18	1	31	1	764	0.1204	-0.5105	135.45	0.9409	0.3481	0.3240	0.3991	0.6603	0.9015	22113	24410	complement	GPICK_RS00075	WP_039745053.1		serine protein kinase PrkA	0	0
0	17	10	1	3	0	30	5	9	38	33	1	6	7	14	0	13	4	0	24	3	1	32	0	31	14	3	0	1	19	1	0	11	12	0	1	14	0	0	2	15	28	1	3	0	0	7	10	0	0	18	8	0	0	18	18	3	26	1	540	0.1315	-0.5080	136.65	0.9186	0.4302	0.4071	0.4612	0.6500	0.8805	24422	26047	complement	GPICK_RS00080	WP_039739361.1		SpoVR family protein	0	0
0	33	17	0	8	0	40	4	6	54	23	2	2	25	18	4	7	0	2	43	1	1	38	0	30	25	2	0	0	34	2	0	11	6	0	1	20	1	1	1	21	26	4	16	0	0	13	2	1	0	33	4	0	2	25	18	1	31	2	685	0.0891	-0.4207	131.81	0.9410	0.3812	0.3235	0.4226	0.5890	0.8989	27377	29437	complement	GPICK_RS00090	WP_039739363.1		serine protein kinase	0	0
1	50	11	4	1	0	33	1	14	33	9	0	2	38	7	5	4	0	0	45	1	1	45	0	21	13	4	0	0	18	0	0	4	11	0	0	18	1	0	0	18	2	1	3	0	0	15	2	0	0	32	1	0	0	27	16	5	6	1	546	0.0293	-0.0960	124.49	0.9218	0.3454	0.3960	0.3811	0.4400	0.9273	29677	31320	complement	GPICK_RS00095	WP_039739365.1		chaperonin GroEL	0	0
1	3	1	0	0	0	7	0	1	10	1	0	0	10	1	0	0	0	0	10	2	0	11	0	5	1	0	0	1	0	2	0	2	2	0	0	3	1	1	0	1	0	2	0	0	0	0	0	0	0	5	0	0	0	5	2	0	1	1	94	0.0319	-0.4160	128.17	0.8925	0.4301	0.4924	0.3133	0.4000	0.8960	31399	31686	complement	GPICK_RS00100	WP_039739367.1		co-chaperone GroES	0	0
0	17	5	0	3	0	10	2	2	9	10	0	1	5	1	0	2	1	0	13	0	1	6	0	9	8	1	0	0	3	0	0	4	6	2	0	2	1	0	0	5	10	1	4	0	0	5	4	0	1	7	4	0	0	8	6	0	4	0	187	0.0856	+0.0289	129.25	0.9290	0.3716	0.3698	0.4506	0.5156	0.8781	31909	32475	complement	GPICK_RS00105	WP_039739371.1		hypothetical protein	0	0
0	9	1	0	1	0	6	1	3	6	4	0	0	1	0	0	4	0	1	5	1	2	6	0	4	2	0	0	0	0	0	0	1	1	0	0	3	0	0	0	3	4	0	1	0	0	5	1	0	0	1	1	0	0	3	1	0	4	0	89	0.1124	-0.6169	136.09	0.9070	0.3256	0.4465	0.4253	0.4643	0.8898	32469	32741	complement	GPICK_RS00110	WP_039739373.1		DUF507 domain-containing protein	0	0
0	6	2	0	0	0	7	0	1	10	0	0	2	1	6	0	1	0	0	7	0	2	9	0	8	5	1	0	0	0	0	0	0	0	0	0	2	0	1	1	2	5	0	1	0	0	2	0	0	0	2	2	0	0	2	2	0	0	0	93	0.0000	-0.4710	129.29	0.9222	0.5000	0.3943	0.4172	0.4375	0.8325	32782	33066	complement	GPICK_RS00115	WP_039739376.1		DUF507 domain-containing protein	0	0
1	10	2	1	2	0	2	0	3	2	3	0	4	1	3	1	0	1	0	2	0	3	7	0	9	4	2	0	0	1	2	1	2	3	0	0	2	0	0	0	3	2	0	2	0	0	3	0	0	0	5	1	0	0	2	2	1	1	0	98	0.0408	-0.0000	123.12	0.7917	0.3750	0.7383	0.5613	0.3333	0.8083	33092	33391	complement	GPICK_RS00120	WP_039739379.1		cytochrome c	0	0
2	18	10	0	6	1	17	11	8	26	23	1	2	17	13	1	13	1	0	22	3	1	5	0	25	11	2	0	1	9	2	1	19	14	1	0	10	0	2	1	23	20	1	6	0	0	10	7	0	0	14	9	0	0	21	15	1	10	1	450	0.0956	-0.2913	131.40	0.9062	0.3867	0.4491	0.5559	0.4437	0.8565	33472	34827	complement	GPICK_RS00125	WP_052263214.1		hypothetical protein	0	0
0	21	15	1	2	1	11	1	4	26	7	1	2	12	16	1	4	5	0	16	2	0	19	0	24	10	2	0	2	5	2	0	9	10	3	0	8	0	1	0	11	12	0	6	0	1	6	1	0	0	14	1	1	1	14	20	0	3	2	344	0.0378	-0.0081	125.65	0.9107	0.4851	0.4341	0.5200	0.3750	0.8467	35018	36055	direct	GPICK_RS00130	WP_039739382.1		3-deoxy-7-phosphoheptulonate synthase	0	1
2	20	12	0	3	0	15	2	8	22	17	3	2	10	18	1	6	0	2	22	3	1	13	0	21	15	2	0	0	12	1	0	5	9	0	0	13	0	1	0	21	16	2	8	0	1	6	9	0	1	14	8	0	0	16	18	0	14	2	406	0.0911	-0.1293	130.40	0.9169	0.4282	0.4131	0.5289	0.5113	0.8585	36342	37565	complement	GPICK_RS00135	WP_039739383.1		histidine kinase	0	0
0	26	5	0	0	0	17	2	4	16	7	1	0	3	10	0	3	0	0	20	0	0	9	1	18	13	3	0	0	5	1	0	9	8	0	0	11	0	0	0	5	13	0	1	0	0	7	3	0	1	7	3	1	1	7	10	0	7	2	271	0.0738	+0.0232	129.71	0.9346	0.4269	0.3485	0.4199	0.4535	0.8702	39624	40442	complement	GPICK_RS00145	WP_039739385.1		ATPase	0	0
0	2	4	0	4	0	2	0	2	7	3	0	0	1	2	1	0	0	0	1	1	0	1	0	5	0	0	0	0	2	0	0	1	3	0	0	1	0	1	0	1	3	0	0	1	0	0	2	0	0	2	0	0	0	2	1	0	1	0	61	0.0984	-0.2738	131.22	0.9123	0.4912	0.4288	0.3379	0.5714	0.8690	40447	40635	complement	GPICK_RS00150	WP_039739386.1		hypothetical protein	0	0
0	19	7	0	1	0	10	3	3	19	17	1	1	6	8	0	9	2	0	23	1	1	7	0	27	17	1	0	2	10	0	0	4	0	0	1	9	0	1	0	7	13	0	5	0	0	5	6	0	0	10	2	0	0	11	12	0	8	1	299	0.1003	+0.3107	132.24	0.9483	0.3862	0.2937	0.4415	0.5979	0.8856	40736	41638	direct	GPICK_RS00155	WP_039739388.1		heme-binding sensor globin domain-containing protein	0	1
1	21	9	0	1	1	16	0	2	25	14	1	1	8	10	0	11	1	1	21	0	2	7	0	20	15	1	0	0	2	2	0	11	4	0	0	9	0	0	1	9	16	0	3	0	1	17	3	0	0	11	3	0	0	13	7	0	9	2	318	0.0881	-0.1038	130.27	0.9455	0.3718	0.3052	0.4184	0.4600	0.8748	41802	42761	complement	GPICK_RS00160	WP_039739390.1		ferrochelatase	0	0
0	25	14	1	8	1	12	3	3	21	5	2	1	17	21	1	13	0	0	19	1	1	9	0	19	11	0	0	0	4	1	0	7	5	0	0	3	0	0	1	5	16	0	4	0	0	5	3	0	0	11	2	0	0	12	12	1	5	1	315	0.0476	+0.0914	123.71	0.9412	0.4216	0.3228	0.4744	0.3723	0.8658	42797	43747	complement	GPICK_RS00165	WP_039739393.1		aldo/keto reductase	0	0
0	1	1	0	0	0	3	0	4	8	0	1	2	0	2	0	2	1	0	3	0	1	2	0	4	4	0	0	1	1	0	0	3	1	0	0	5	0	0	1	2	4	0	0	0	0	2	0	0	0	2	0	0	0	3	1	0	1	0	66	0.0303	-1.0258	135.27	0.8485	0.4697	0.6136	0.4751	0.4167	0.7859	43788	43991	complement	GPICK_RS00170	WP_039739394.1		SlyX family protein	0	0
1	35	10	0	3	0	11	1	5	20	30	2	1	23	27	3	8	3	2	62	1	1	27	0	60	20	1	0	1	15	0	1	13	10	0	0	17	1	2	0	8	9	2	9	2	0	15	9	0	0	34	5	0	1	31	15	0	18	2	606	0.1023	+0.6309	127.97	0.9480	0.3276	0.2948	0.4120	0.6075	0.8862	44014	45837	complement	GPICK_RS00175	WP_039739396.1		potassium transporter Kup	0	0
1	69	30	0	9	0	31	6	7	49	39	3	3	35	24	2	12	1	0	31	2	5	30	0	52	27	6	0	0	11	0	1	21	15	1	1	18	0	4	1	28	40	4	7	0	1	26	6	0	0	34	6	0	1	27	29	1	14	1	789	0.0760	-0.0785	127.65	0.9378	0.3951	0.3360	0.4876	0.3908	0.8766	45998	48370	direct	GPICK_RS00180	WP_039739397.1		U32 family peptidase	0	1
2	19	9	0	4	1	12	2	7	21	6	1	4	8	22	2	2	0	0	10	1	2	6	1	25	14	1	0	0	5	1	0	6	4	1	0	5	0	0	0	7	16	1	5	0	0	8	4	0	0	14	5	1	0	11	12	0	7	1	300	0.0533	-0.0277	124.52	0.9020	0.4426	0.4625	0.5690	0.4211	0.8270	48375	49280	direct	GPICK_RS00185	WP_039739399.1		Hsp33 family molecular chaperone HslO	0	1
1	11	8	0	2	0	13	1	3	12	3	0	1	13	12	0	7	0	0	10	0	0	2	0	22	6	2	0	0	1	2	0	11	9	0	0	1	0	1	0	4	14	2	3	0	0	3	4	1	0	9	2	0	0	13	8	1	4	1	225	0.0444	-0.0293	124.57	0.9327	0.3991	0.3556	0.4808	0.3226	0.8588	49387	50067	direct	GPICK_RS00190	WP_039739401.1		cyclase	0	1
2	39	21	2	8	1	28	5	3	48	23	2	4	14	29	2	9	2	0	23	1	3	17	0	40	22	3	0	5	6	2	0	14	9	0	0	11	0	3	2	17	40	3	20	2	0	8	6	1	0	16	6	0	0	24	18	1	6	0	582	0.0567	-0.1680	127.97	0.9282	0.4588	0.3726	0.5228	0.4221	0.8438	50078	51829	direct	GPICK_RS00195	WP_039739404.1		histidine kinase	0	1
2	5	7	1	4	0	6	4	1	12	1	1	3	1	5	1	5	0	0	8	0	2	13	0	9	3	0	0	1	10	1	0	3	1	0	0	4	0	2	0	4	9	0	5	2	0	2	1	0	0	7	1	0	0	8	4	1	4	1	170	0.0588	-0.7165	131.32	0.8788	0.4545	0.5328	0.5117	0.6098	0.8416	51927	52442	direct	GPICK_RS00200	WP_039739406.1		hypothetical protein	0	1
3	22	17	0	5	0	14	3	5	10	5	2	5	11	14	3	7	2	0	12	1	2	7	0	17	7	4	0	0	4	0	1	7	9	1	0	10	0	1	1	9	16	0	4	0	1	7	4	0	0	10	8	0	0	10	15	0	8	1	313	0.0607	-0.1313	124.76	0.8852	0.4426	0.5141	0.5847	0.3837	0.8250	52420	53364	complement	GPICK_RS00205	WP_084201291.1		RluA family pseudouridine synthase	0	0
0	14	2	0	1	0	7	2	6	15	4	0	3	8	5	0	3	1	0	9	0	0	2	0	11	8	1	0	0	1	0	1	4	7	0	0	4	0	0	1	8	4	1	0	0	1	3	0	0	0	10	5	0	0	3	11	0	1	1	172	0.0407	-0.1477	126.81	0.8929	0.4107	0.4912	0.4951	0.3137	0.8431	53361	53882	complement	GPICK_RS00210	WP_039739408.1		NUDIX hydrolase	0	0
5	5	5	1	5	0	2	3	0	10	2	0	1	4	3	1	3	1	1	6	1	2	6	0	7	2	0	0	0	5	0	0	6	3	0	0	3	0	0	1	10	5	0	0	0	0	6	0	0	0	8	3	0	0	5	5	2	2	0	144	0.0347	-0.3979	128.32	0.8643	0.3857	0.5729	0.4874	0.3953	0.8336	53950	54387	complement	GPICK_RS00215	WP_039739410.1		hypothetical protein	0	0
0	30	6	1	6	0	18	4	3	24	7	0	1	5	17	0	7	1	0	17	1	2	8	0	20	12	2	0	0	5	0	0	9	11	0	1	17	0	2	0	11	14	3	5	0	0	3	2	0	0	16	2	0	0	11	21	1	8	1	352	0.0653	-0.1773	130.01	0.9373	0.4478	0.3380	0.4365	0.4184	0.8758	54630	55691	direct	GPICK_RS00220	WP_039739412.1		hypothetical protein	0	1
2	33	17	1	4	0	14	8	2	39	12	3	2	17	16	0	10	2	0	15	1	0	8	0	23	19	3	0	0	10	0	0	9	12	0	0	8	0	3	0	14	22	0	7	0	0	8	3	0	0	17	3	0	1	17	18	1	11	2	429	0.0723	-0.1429	128.03	0.9329	0.4532	0.3552	0.4889	0.3828	0.8759	55688	56980	direct	GPICK_RS00225	WP_039739414.1		insulinase family protein	0	1
5	41	23	2	2	0	17	6	4	29	9	3	5	16	22	0	3	1	0	11	3	4	12	0	28	16	2	0	0	8	1	2	19	16	3	1	6	0	3	0	12	22	3	7	1	2	8	4	0	1	21	8	2	0	18	26	3	7	2	485	0.0536	-0.0495	123.88	0.8809	0.4660	0.5269	0.6336	0.3071	0.8140	57027	58487	complement	GPICK_RS00230	WP_052263215.1		transglutaminase	0	0
0	4	0	0	1	0	2	2	2	9	2	0	1	2	0	1	2	0	0	1	2	2	1	0	6	4	1	0	0	1	0	0	3	2	1	0	3	1	1	0	3	0	0	0	0	0	1	1	0	1	2	0	0	0	1	0	0	0	0	66	0.0303	-0.7152	131.23	0.7879	0.4242	0.7455	0.5125	0.3000	0.8106	58558	58761	complement	GPICK_RS00235	WP_039739415.1		hypothetical protein	0	0
4	40	25	0	16	2	28	6	9	55	23	5	3	29	19	3	12	4	1	41	4	3	39	0	42	30	2	0	0	21	4	0	22	13	1	1	18	1	0	2	28	30	4	12	1	0	9	6	2	0	37	9	2	0	21	33	6	20	4	762	0.0709	-0.2248	129.54	0.9016	0.4348	0.4639	0.5626	0.4538	0.8661	59198	61489	direct	GPICK_RS00240	WP_039739417.1		(Fe-S)-binding protein	0	1
0	3	1	0	0	0	3	2	2	5	1	0	0	1	0	0	1	0	0	2	1	0	2	0	2	1	0	0	0	1	1	0	0	1	0	0	5	3	1	0	2	1	0	2	0	0	3	0	0	0	3	0	0	0	4	0	0	1	0	61	0.0328	-0.9066	135.80	0.8364	0.3818	0.6429	0.3966	0.3846	0.8732	61704	61892	direct	GPICK_RS00245	WP_039739419.1		ribbon-helix-helix protein, CopG family	0	1
2	35	13	1	3	1	21	4	13	36	19	3	4	14	16	3	13	1	0	26	2	1	28	0	19	18	3	0	0	15	1	3	10	7	0	0	10	0	0	2	15	14	1	7	0	1	8	10	0	0	15	8	0	2	16	10	1	17	1	489	0.0941	-0.3726	130.08	0.8943	0.4059	0.4868	0.5407	0.5031	0.8592	62058	63530	complement	GPICK_RS00250	WP_039739423.1		cysteine--tRNA ligase	0	0
1	4	4	0	0	0	7	1	3	10	2	1	1	3	1	0	1	0	0	7	1	1	8	0	11	6	0	0	0	4	0	0	3	2	0	0	1	0	1	0	5	5	0	2	1	0	4	1	0	0	4	2	0	1	3	7	0	1	2	126	0.0556	-0.2151	131.80	0.8934	0.4426	0.4894	0.5260	0.4242	0.8501	63602	63985	complement	GPICK_RS00255	WP_039739426.1		response regulator	0	0
2	22	18	2	5	1	19	3	4	13	5	3	3	13	12	3	5	2	1	22	1	1	8	0	23	7	3	1	1	3	0	1	12	10	1	1	6	0	0	1	8	15	1	5	1	2	8	3	0	0	12	6	0	1	12	13	5	0	0	342	0.0263	+0.2564	122.87	0.8667	0.4182	0.5665	0.6314	0.3854	0.8192	63988	65019	complement	GPICK_RS00260	WP_039745061.1		chemotaxis-specific protein-glutamate methyltransferase CheB	0	0
2	42	30	4	1	0	42	11	10	44	16	4	7	28	30	4	7	0	2	35	2	2	17	0	50	30	2	0	1	5	1	1	13	9	2	2	15	1	1	1	27	36	1	8	0	0	20	8	0	1	24	8	0	0	31	24	3	9	0	684	0.0439	-0.0506	125.63	0.9065	0.4258	0.4480	0.5854	0.3938	0.8499	65027	67084	complement	GPICK_RS00265	WP_039739428.1		hybrid sensor histidine kinase/response regulator	0	0
2	46	16	0	2	0	26	3	7	51	13	0	1	23	11	1	6	1	0	45	2	3	27	1	32	11	2	0	0	18	1	0	5	4	0	0	28	0	2	1	16	15	1	14	1	1	10	7	0	1	45	3	0	1	22	21	0	9	2	578	0.0450	-0.1962	127.75	0.9429	0.3750	0.3160	0.4223	0.4780	0.8957	67081	68820	complement	GPICK_RS00270	WP_039739431.1		methyl-accepting chemotaxis protein	0	0
0	10	3	0	0	1	9	1	1	18	5	0	3	8	11	0	1	0	0	15	1	2	3	0	10	9	2	0	1	1	0	0	3	5	1	0	1	0	2	0	5	5	1	3	0	0	3	0	0	0	6	4	0	0	7	7	1	5	0	176	0.0625	+0.1608	125.97	0.9195	0.4425	0.4038	0.4794	0.5091	0.8372	68852	69385	complement	GPICK_RS00275	WP_039739434.1		chemotaxis protein CheW	0	0
6	39	26	4	5	0	23	9	17	41	25	2	8	21	22	3	9	2	0	21	1	4	4	0	52	24	7	0	2	7	1	1	18	22	3	2	8	0	4	3	21	45	4	5	0	0	13	6	0	0	21	11	0	0	15	12	0	12	4	630	0.0746	-0.2690	129.14	0.8683	0.4341	0.5621	0.6364	0.4247	0.8307	69398	71293	complement	GPICK_RS00280	WP_039739438.1		hypothetical protein	0	0
2	27	11	0	9	0	31	4	9	37	22	2	5	19	14	1	16	2	0	26	0	0	20	0	27	18	1	0	0	19	0	0	18	17	1	3	14	1	0	1	21	25	3	11	0	1	12	4	0	1	17	8	0	1	21	12	0	18	3	556	0.0989	-0.5531	132.50	0.9234	0.3682	0.3902	0.4798	0.5000	0.8755	71325	72998	complement	GPICK_RS00285	WP_039739441.1		glutamine--tRNA ligase/YqeY domain fusion protein	0	0
