Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
4	17	16	2	2	0	25	3	18	24	21	1	2	7	0	9	8	1	3	32	1	10	48	0	16	15	4	1	1	15	2	0	4	12	1	2	16	0	2	0	8	3	2	5	1	0	12	7	1	3	18	2	5	4	7	12	1	11	2	464	0.0841	-0.4832	131.90	0.8151	0.4321	0.6906	0.6235	0.6889	0.6805	29	1426	direct	GM18_RS00010	WP_015718363.1		chromosomal replication initiator protein DnaA	0	1
1	9	9	1	2	0	18	3	11	28	17	1	3	12	2	3	2	0	0	34	3	6	30	0	16	11	2	0	1	19	1	0	3	9	0	1	6	2	3	0	9	0	0	7	0	2	11	2	1	0	12	1	1	3	14	10	3	9	1	371	0.0782	-0.1542	131.36	0.8620	0.3718	0.5791	0.5531	0.6803	0.7477	1642	2760	direct	GM18_RS00015	WP_015718364.1		DNA polymerase III subunit beta	0	1
1	18	10	2	2	0	14	6	8	22	16	2	3	11	8	2	4	1	6	15	1	8	20	0	16	22	4	0	4	16	1	0	0	6	1	2	13	4	4	1	8	8	1	4	0	0	7	7	0	0	8	7	1	0	6	10	2	11	1	363	0.0854	-0.3256	131.53	0.8366	0.4676	0.6423	0.6694	0.6038	0.6148	2869	3963	direct	GM18_RS00020	WP_015718365.1		DNA replication and repair protein RecF	0	1
3	30	23	4	3	0	38	8	11	64	29	0	4	31	19	9	14	1	0	52	1	3	52	0	39	46	2	0	1	31	2	0	7	16	0	1	29	3	13	0	25	4	2	5	1	1	22	7	0	0	37	4	0	0	25	20	3	29	0	795	0.0742	-0.3357	130.27	0.9238	0.4276	0.3887	0.4560	0.6190	0.7969	3973	6363	direct	GM18_RS00025	WP_015718366.1	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	0	1
1	30	23	3	1	0	55	3	12	65	23	0	2	45	14	1	13	0	2	70	0	5	55	0	26	40	3	0	3	30	3	0	3	20	1	1	25	3	7	0	37	3	5	5	0	0	20	10	0	0	42	2	1	6	30	31	1	23	0	836	0.0574	-0.2952	130.31	0.9341	0.3968	0.3505	0.4162	0.5693	0.8226	6702	9215	direct	GM18_RS00030	WP_015718367.1		DNA gyrase subunit A	0	1
2	31	12	5	6	0	27	10	9	34	21	2	5	17	8	5	9	2	0	14	2	2	13	1	23	44	4	0	3	7	0	0	8	18	1	1	20	1	6	1	26	8	2	10	0	1	9	6	1	0	8	1	0	4	10	13	0	14	0	506	0.0870	-0.2306	131.01	0.8747	0.4517	0.5443	0.5848	0.4452	0.7060	9448	10971	direct	GM18_RS00035	WP_015718368.1		HEAT repeat domain-containing protein	0	1
3	29	9	1	3	0	8	3	7	20	9	0	2	13	10	4	1	1	2	17	2	2	9	0	12	17	3	0	1	10	0	0	5	7	0	1	12	1	4	0	10	7	0	6	0	1	6	4	0	0	17	4	0	0	12	13	2	7	1	334	0.0569	+0.1051	125.87	0.8868	0.4214	0.5095	0.5671	0.4444	0.6983	11047	12054	direct	GM18_RS00040	WP_015718369.1		NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	0	1
4	27	13	2	8	0	26	7	11	50	21	1	7	22	39	3	9	1	3	40	2	5	27	0	32	45	11	1	4	26	1	2	11	11	0	2	32	3	8	2	21	17	3	19	0	1	22	14	2	0	33	6	0	2	32	36	1	13	1	761	0.0512	-0.0720	127.51	0.8949	0.4542	0.4850	0.5798	0.5567	0.6635	12148	14436	direct	GM18_RS00045	WP_015718370.1		PAS domain-containing sensor histidine kinase	0	1
3	17	23	2	2	0	28	5	10	45	16	0	4	15	17	2	5	0	0	29	1	1	25	0	19	27	5	0	6	10	0	0	8	14	0	2	17	1	8	1	18	10	0	15	0	0	12	5	0	0	18	4	0	1	15	21	1	5	0	509	0.0432	-0.2479	128.20	0.9209	0.4828	0.3990	0.5203	0.5203	0.7031	14405	15937	direct	GM18_RS00050	WP_015718371.1		hybrid sensor histidine kinase/response regulator	0	1
1	15	16	2	2	2	14	3	10	23	14	2	3	15	9	0	10	3	3	12	0	1	10	1	6	22	5	0	4	8	2	0	9	3	3	1	19	1	2	1	10	17	1	10	1	0	6	0	0	1	9	5	0	1	2	13	1	7	2	352	0.0824	-0.4940	131.20	0.8513	0.4956	0.6065	0.6296	0.4608	0.5811	16129	17190	direct	GM18_RS00055	WP_015718372.1		PAS domain-containing protein	0	1
2	32	16	1	4	0	31	6	13	49	27	2	3	18	29	7	12	3	3	34	0	5	37	0	23	47	9	0	2	18	1	1	6	14	5	1	21	1	13	1	24	12	1	15	1	2	24	9	1	0	20	4	0	5	20	28	3	19	0	713	0.0757	-0.2165	130.02	0.8876	0.4686	0.5071	0.5672	0.5744	0.6964	17456	19600	direct	GM18_RS00060	WP_015718373.1		PAS domain-containing protein	0	1
1	18	7	0	4	0	18	7	1	16	7	5	0	9	10	6	10	0	0	15	0	0	11	0	18	16	1	0	3	5	1	0	5	5	1	0	7	0	5	1	17	5	0	2	2	0	8	3	0	0	19	2	0	1	8	9	1	7	0	307	0.0651	-0.1906	129.25	0.9057	0.4141	0.4506	0.4876	0.4271	0.7087	19610	20536	direct	GM18_RS00065	WP_015718374.1		ABC transporter ATP-binding protein	0	1
