Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
4	16	8	2	2	1	20	10	18	14	20	3	5	12	2	2	6	3	8	27	4	13	18	1	16	17	5	1	3	10	5	2	5	7	2	4	19	2	1	2	10	5	3	11	2	9	9	2	0	3	12	8	1	3	11	10	2	11	2	449	0.0913	-0.2423	131.92	0.7189	0.3710	0.8570	0.7892	0.5746	0.7530	1	1353	direct	PPRO_RS00005	WP_011733957.1		chromosomal replication initiator protein DnaA	0	0
1	16	2	1	3	2	17	8	22	12	16	2	8	10	3	1	3	1	4	27	2	6	21	0	10	17	3	2	1	13	3	0	9	6	0	1	5	5	2	2	5	2	0	10	1	4	11	5	2	1	9	4	0	5	13	4	4	9	1	372	0.0780	-0.1288	130.00	0.7423	0.3221	0.8233	0.7013	0.5826	0.7892	1565	2686	direct	PPRO_RS00010	WP_011733958.1		DNA polymerase III subunit beta	0	0
5	11	6	0	4	0	13	8	13	14	15	3	12	18	2	2	8	6	2	18	1	4	6	1	8	30	1	0	2	13	4	1	3	7	0	3	16	4	5	1	17	6	5	7	3	2	8	0	2	4	10	5	1	4	6	6	2	5	3	374	0.0749	-0.4885	131.29	0.7350	0.3989	0.8342	0.7430	0.4915	0.7715	2683	3810	direct	PPRO_RS00015	WP_083761156.1		DNA replication/repair protein RecF	0	0
3	38	8	6	4	0	31	11	22	56	24	4	6	38	13	9	10	8	3	51	4	12	40	0	10	59	4	2	2	35	9	0	9	13	0	1	26	0	7	1	28	10	4	3	4	1	28	6	0	2	30	2	0	5	21	27	7	22	4	801	0.0699	-0.3559	130.01	0.8314	0.4381	0.6545	0.6389	0.5298	0.8558	3803	6211	direct	PPRO_RS00020	WP_011733960.1	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	0	0
1	47	6	1	2	2	43	16	18	52	20	1	3	43	11	6	11	4	8	64	5	8	41	1	11	55	4	0	2	33	6	0	12	14	2	2	18	0	5	0	40	11	8	8	0	2	19	7	3	0	45	2	3	4	23	31	5	21	3	842	0.0570	-0.2963	130.20	0.8573	0.3985	0.5912	0.5849	0.4968	0.8698	6243	8774	direct	PPRO_RS00025	WP_011733961.1		DNA gyrase subunit A	0	0
1	33	8	3	3	0	24	20	9	33	16	3	6	17	9	2	4	1	1	25	3	3	8	2	7	52	7	1	5	5	1	0	14	11	1	0	21	2	3	2	22	17	5	9	4	0	12	6	0	1	18	4	2	0	6	17	4	11	6	531	0.0753	-0.2034	131.01	0.8235	0.5020	0.6723	0.6409	0.4072	0.8074	8819	10417	direct	PPRO_RS00030	WP_041532047.1		HEAT repeat domain-containing protein	0	1
0	30	7	4	5	1	9	4	3	17	8	3	4	15	11	3	4	2	0	15	1	1	12	0	8	25	2	0	4	10	3	1	5	6	0	0	10	0	2	1	12	3	3	6	0	0	9	1	0	2	12	6	0	0	11	18	3	1	2	338	0.0473	+0.2065	124.31	0.8677	0.4708	0.5637	0.5939	0.3826	0.8159	10401	11420	direct	PPRO_RS00035	WP_011733963.1	gpsA	NAD(P)-dependent glycerol-3-phosphate dehydrogenase	0	1
6	8	7	4	1	1	8	13	24	10	5	12	3	6	2	4	2	5	2	10	8	12	15	4	2	19	6	3	8	7	6	1	3	3	0	5	5	0	2	5	9	5	5	4	4	2	5	2	2	5	5	4	0	2	2	7	8	7	6	340	0.0912	-0.3985	133.90	0.5227	0.5227	0.9985	0.8808	0.4200	0.6792	11640	12665	direct	PPRO_RS00040	WP_011733964.1		hypothetical protein	0	1
3	2	0	4	3	2	1	5	10	3	1	5	2	3	1	5	2	4	4	6	5	6	3	0	3	3	4	5	5	2	4	3	0	0	0	2	2	1	1	0	1	0	1	1	5	3	0	1	1	4	0	0	2	1	0	0	4	3	3	149	0.0805	+0.0926	129.75	0.3241	0.5034	0.9088	0.7876	0.4889	0.5941	12668	13120	direct	PPRO_RS00045	WP_011733965.1		death-on-curing family protein	0	1
2	19	8	6	2	1	6	14	15	26	7	3	1	15	13	7	2	1	3	8	4	10	18	0	13	28	6	0	5	7	3	0	5	5	0	4	24	4	5	2	5	10	1	8	2	1	11	7	1	4	15	8	2	0	11	14	6	2	2	427	0.0445	-0.3710	127.92	0.7451	0.5583	0.8189	0.7807	0.4043	0.7397	13666	14952	direct	PPRO_RS00050	WP_083761309.1		DNA recombination protein RmuC	0	1
1	13	3	1	1	0	7	4	1	7	2	0	2	7	10	1	4	4	0	12	1	1	9	0	0	13	1	0	3	2	2	0	3	1	2	0	1	1	2	0	1	3	1	3	0	0	1	1	0	0	5	1	0	0	3	7	1	3	0	157	0.0382	+0.0140	124.00	0.8421	0.5197	0.6292	0.5760	0.4706	0.7955	15002	15478	direct	PPRO_RS00055	WP_011733968.1		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	0	1
0	12	2	2	2	0	18	6	4	14	15	2	6	20	11	7	2	1	0	14	1	3	24	0	3	18	0	0	0	7	0	1	4	8	1	0	11	0	3	0	13	5	1	9	0	1	5	4	0	0	12	0	0	3	7	8	0	8	0	301	0.0831	-0.6243	126.79	0.8691	0.4329	0.5598	0.5481	0.5140	0.8473	15699	16607	complement	PPRO_RS00060	WP_011733969.1		integrase	0	0
2	26	13	5	6	4	19	7	6	22	9	4	7	20	15	12	6	4	3	23	2	5	13	0	6	39	6	0	3	5	1	1	15	6	1	2	8	3	6	0	16	12	3	15	1	1	10	5	2	0	8	5	0	1	16	9	2	4	7	468	0.0641	-0.0632	126.10	0.7965	0.4801	0.7290	0.7214	0.4052	0.7778	16744	18153	direct	PPRO_RS00065	WP_011733970.1	hemG	protoporphyrinogen oxidase	0	1
0	8	7	4	7	1	2	7	6	9	5	2	2	5	11	2	7	4	0	12	2	0	5	1	7	10	1	0	3	4	0	1	5	6	1	3	8	5	6	0	10	8	2	10	2	0	1	3	0	0	2	1	1	1	3	11	2	5	3	246	0.0854	-0.3565	132.67	0.7735	0.5214	0.7719	0.6996	0.5000	0.7195	18156	18899	direct	PPRO_RS00070	WP_011733971.1		M48 family peptidase	0	1
0	29	3	1	6	0	18	3	8	9	12	5	2	16	3	5	2	1	2	24	5	1	10	0	5	10	4	0	3	17	1	0	4	7	1	0	8	0	3	0	7	6	3	8	2	0	13	3	1	1	16	4	0	0	8	7	1	3	4	326	0.0828	-0.0374	126.61	0.8381	0.3587	0.6388	0.5837	0.4818	0.8371	19006	19989	complement	PPRO_RS00075	WP_011733972.1		ketoacyl-ACP synthase III	0	0
1	8	8	3	0	0	2	1	1	1	2	0	5	4	2	2	1	0	0	6	0	0	2	1	7	14	3	0	1	1	1	0	1	2	0	0	1	0	0	0	2	4	2	1	1	0	2	0	1	0	3	1	0	0	2	2	1	2	0	108	0.0463	+0.8972	120.64	0.7810	0.5048	0.7584	0.6317	0.5294	0.7126	20125	20454	complement	PPRO_RS00080	WP_011733973.1		hypothetical protein	0	0
2	15	10	3	4	0	15	2	7	12	10	4	5	13	3	3	6	3	2	11	0	2	3	0	3	22	2	0	2	7	4	0	8	3	0	3	2	0	3	0	10	4	2	7	2	2	5	2	0	0	9	1	0	1	2	6	6	1	2	265	0.0830	-0.1143	127.28	0.7773	0.4141	0.7650	0.6799	0.3978	0.8055	20451	21251	complement	PPRO_RS00085	WP_011733974.1		inositol monophosphatase	0	0
9	28	9	7	2	1	9	10	21	20	8	8	3	16	2	3	4	7	2	11	7	15	25	1	5	23	6	1	6	12	4	3	8	11	4	1	15	2	0	3	6	10	6	6	4	2	8	5	1	5	11	1	4	6	10	6	5	7	6	451	0.0687	-0.4749	129.23	0.6440	0.4898	0.9393	0.8488	0.4113	0.7547	21616	22974	direct	PPRO_RS00090	WP_011733975.1		IS1182 family transposase	0	1
2	2	2	1	0	0	2	2	1	0	2	2	1	1	0	1	2	0	0	10	0	1	1	0	4	10	1	1	0	4	2	0	4	1	0	0	1	2	2	0	1	0	0	2	0	0	1	1	0	1	4	1	0	0	1	4	2	5	1	93	0.1183	+0.6527	132.06	0.7640	0.3933	0.7882	0.5707	0.6389	0.7882	23144	23428	direct	PPRO_RS00095	WP_011733976.1		YggT family protein	0	1
0	9	4	1	1	0	6	5	8	13	3	0	1	3	2	0	1	1	0	8	1	1	11	1	2	9	0	0	2	4	0	0	1	2	0	2	10	0	2	0	8	1	0	4	1	0	2	3	0	0	0	0	1	0	3	5	0	0	0	149	0.0268	-0.7564	132.22	0.8380	0.5211	0.6390	0.5805	0.4211	0.8176	23435	23887	direct	PPRO_RS00100	WP_041532048.1		DivIVA domain-containing protein	0	1
1	4	3	0	3	0	4	1	2	3	0	1	2	1	2	0	0	2	0	7	0	1	5	0	6	7	0	0	0	5	0	0	1	3	1	0	2	0	1	0	4	1	2	3	0	0	5	4	0	0	2	2	1	0	2	6	0	2	0	102	0.0294	-0.1157	126.54	0.8627	0.4608	0.5770	0.4893	0.6071	0.7883	23874	24185	direct	PPRO_RS00105	WP_011733977.1		YggU family protein	0	1
2	6	4	2	5	1	9	10	4	10	3	1	4	9	6	3	3	2	1	7	0	1	2	0	2	8	0	0	2	2	2	0	2	4	0	0	6	0	2	1	1	4	1	4	0	0	2	0	0	2	5	2	1	1	6	9	3	1	1	173	0.0347	-0.1798	123.61	0.7456	0.5089	0.8182	0.7556	0.4634	0.7703	24425	24949	direct	PPRO_RS00110	WP_011733978.1		peptidylprolyl isomerase	0	1
13	36	14	11	4	1	6	14	26	28	21	8	12	18	5	3	3	0	3	13	2	9	14	1	7	23	3	0	2	10	2	7	29	23	7	2	45	0	2	1	4	2	0	16	1	5	13	6	2	2	11	8	1	2	13	9	7	5	0	546	0.0623	-0.3418	123.26	0.7290	0.4542	0.8429	0.7684	0.4142	0.7908	25053	26696	complement	PPRO_RS00115	WP_011733979.1		DUF3426 domain-containing protein	0	0
2	20	5	4	7	5	16	5	2	9	14	4	5	10	3	3	7	1	4	15	1	3	2	1	4	23	0	1	0	5	1	0	5	16	0	2	5	1	3	3	16	4	3	6	0	2	8	4	1	0	4	4	1	0	5	6	0	4	3	295	0.0983	-0.0919	129.28	0.7986	0.4028	0.7247	0.6822	0.4444	0.7870	26796	27686	complement	PPRO_RS00120	WP_011733980.1		TIGR02757 family protein	0	0
0	1	0	0	3	1	2	2	3	4	1	2	0	1	1	0	0	0	0	4	3	1	7	0	1	1	0	0	0	3	2	1	2	0	0	0	3	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	1	2	0	2	0	1	1	67	0.0896	-0.6164	134.66	0.6250	0.5625	0.9544	0.6085	0.4545	0.7787	27815	28021	direct	PPRO_RS00125	WP_041532049.1		hypothetical protein	0	1
6	17	5	1	5	0	12	5	7	16	15	2	1	13	4	2	9	7	1	15	1	4	7	1	6	23	1	0	2	12	1	1	12	13	0	0	8	0	4	2	13	8	2	5	1	1	5	2	0	1	12	2	0	0	3	14	2	10	3	340	0.1059	-0.3547	132.75	0.8369	0.4185	0.6416	0.6224	0.4790	0.8271	28133	29158	complement	PPRO_RS00130	WP_011733981.1	galT	galactose-1-phosphate uridylyltransferase	0	0
