Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
4	31	1	0	3	3	14	7	12	18	14	6	3	15	8	3	7	8	1	19	4	8	20	0	9	19	9	1	5	13	0	1	4	7	3	1	17	3	3	2	10	9	9	9	1	0	13	4	2	2	13	8	0	1	18	8	7	8	4	446	0.0874	-0.3132	131.39	0.7569	0.4468	0.8001	0.7156	0.4825	0.7476	130	1473	direct	RW64_RS00005	WP_045667135.1		transposase	0	0
4	12	8	1	6	1	12	11	7	10	17	7	2	6	3	4	7	2	2	12	8	12	22	1	7	19	6	4	3	6	7	1	5	5	1	4	18	1	2	4	7	9	3	5	1	2	4	7	1	3	10	5	3	5	14	5	6	8	8	388	0.1186	-0.2704	134.56	0.6755	0.4947	0.9092	0.8501	0.4643	0.6463	1917	3086	complement	RW64_RS00010	WP_045667136.1		IS4 family transposase	0	1
2	2	0	3	1	1	2	10	6	1	3	15	2	2	0	8	1	0	2	2	8	4	4	1	1	1	2	7	6	2	8	3	0	0	4	5	0	4	1	1	2	1	1	1	4	2	0	1	2	3	2	1	6	1	2	1	5	0	8	173	0.1618	-0.0526	133.34	0.2381	0.6071	0.7919	0.6730	0.3382	0.3504	3202	3726	complement	RW64_RS21030	WP_082208787.1		glycosyltransferase	0	1
4	31	1	0	3	3	14	7	12	18	14	6	3	15	8	3	7	8	1	19	4	8	20	0	9	19	9	1	5	13	0	1	4	7	3	1	17	3	3	2	10	9	9	9	1	0	13	4	2	2	13	8	0	1	18	8	7	8	4	446	0.0874	-0.3132	131.39	0.7569	0.4468	0.8001	0.7156	0.4825	0.7476	3929	5272	direct	RW64_RS00015	WP_045667135.1		transposase	0	0
8	5	1	3	0	5	3	7	7	6	3	17	5	5	2	7	2	6	9	1	14	9	6	3	1	4	4	5	7	3	11	6	4	2	2	3	4	6	2	2	1	0	3	3	3	1	4	2	2	3	1	0	1	7	3	3	5	2	6	254	0.1181	+0.0744	130.65	0.3200	0.5400	0.9044	0.8294	0.2759	0.3821	5611	6378	complement	RW64_RS21035	WP_082208788.1		class I SAM-dependent methyltransferase	0	1
8	3	4	16	2	3	12	13	13	3	2	12	25	17	12	10	3	6	22	7	18	21	3	0	3	3	9	6	9	9	28	6	2	4	5	4	7	6	3	2	0	3	1	7	7	10	11	5	7	10	2	6	12	6	7	5	11	8	15	488	0.0922	-0.1715	124.68	0.3418	0.5063	0.9265	0.8546	0.3791	0.4256	6419	7888	complement	RW64_RS21040	WP_082208789.1		hypothetical protein	0	1
5	19	2	4	7	0	14	8	12	14	15	3	4	18	8	4	9	5	0	20	5	14	26	0	12	25	4	0	3	14	5	2	4	7	1	8	14	4	5	4	10	14	3	11	2	3	3	3	0	0	10	4	3	3	12	4	3	15	4	449	0.1002	-0.6332	133.77	0.7402	0.4207	0.8264	0.7673	0.5278	0.7140	7934	9286	complement	RW64_RS00020	WP_045667137.1		IS5/IS1182 family transposase	0	1
7	3	4	7	5	8	7	13	20	5	7	24	8	12	4	8	4	9	8	4	12	21	9	4	6	8	13	9	11	7	17	5	3	2	8	4	1	9	6	3	4	2	2	3	4	9	5	3	9	4	5	3	9	5	6	3	13	6	9	440	0.1114	-0.1182	131.16	0.3450	0.5268	0.9295	0.8797	0.3684	0.4157	9540	10865	complement	RW64_RS21045	WP_082208790.1		hypothetical protein	0	1
8	11	4	8	1	3	3	9	8	2	12	29	8	9	6	7	2	4	13	7	12	12	8	4	4	11	14	14	18	7	11	3	0	3	9	1	3	9	2	1	1	2	4	0	12	7	2	4	6	6	6	4	9	7	4	8	20	4	14	434	0.1498	+0.7069	129.96	0.3524	0.5857	0.9362	0.8652	0.4000	0.3834	10750	12057	complement	RW64_RS21050	WP_082208791.1		hypothetical protein	0	1
8	4	6	9	3	1	7	12	16	11	4	17	12	4	2	2	1	6	7	9	9	16	11	2	4	8	11	6	14	5	16	6	3	6	5	2	4	5	1	4	2	2	7	5	3	5	7	5	2	4	1	1	5	8	12	5	13	3	12	393	0.1043	+0.0071	131.23	0.3937	0.5407	0.9671	0.8744	0.3964	0.4514	12044	13228	complement	RW64_RS00025	WP_045667138.1		hypothetical protein	0	1
