"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"FO488_RS00020",78,0.0385,-0.3897,125.51,0.7333,0.5467,0.2273,1.52604460008315,-0.805354036787678,-0.746490474385915,"","hypothetical protein",0
"FO488_RS00025",281,0.0854,-0.5167,126.25,0.8132,0.4615,0.3704,-0.128264404503405,0.324985130024661,-0.603809752774886,"","MtrB/PioB family outer membrane beta-barrel protein",0
"FO488_RS00030",123,0.0894,0.1577,126.97,0.8033,0.5164,0.4375,-0.293584246094556,0.76753937751047,-1.36149161496402,"","hypothetical protein",0
"FO488_RS00035",305,0.0623,0.0482,127.21,0.8345,0.4426,0.4673,0.479070579909957,-0.341537332707929,-0.155275052365323,"","ABC transporter substrate-binding protein",0
"FO488_RS00040",127,0.0709,0.2134,127.72,0.7951,0.4262,0.5143,-0.286214242158809,-0.127391906542199,-1.97285391147528,"","response regulator",0
"FO488_RS00045",282,0.0426,-0.5046,128.33,0.8231,0.509,0.4648,0.630714533732991,-0.693475193241859,-0.387094674904217,"","OmpA family protein",0
"FO488_RS00050",221,0.0362,-0.3529,122.19,0.7742,0.5484,0.3056,0.344043187930927,-0.218949807875715,0.491995866431528,"","DNA mismatch repair protein MutS",0
"FO488_RS00055",232,0.0733,-0.4353,132.91,0.8214,0.433,0.4776,-0.51752331443593,-0.136378209124275,-0.259425882303399,"","cytidylate kinase-like family protein",0
"FO488_RS00060",95,0.0737,-0.0632,130.73,0.7849,0.3763,0.5172,-0.96262447497137,0.597909166990274,-0.636440578107276,"","Dabb family protein",0
"FO488_RS00065",530,0.0717,-0.2158,128.16,0.8841,0.389,0.5359,-0.195384596034867,-0.775437210546893,-0.550775381288872,"","acetyl-CoA hydrolase",0
"FO488_RS00070",233,0.0687,-0.07,125.88,0.7807,0.4254,0.494,-0.476416949978873,1.00295467208032,0.0659876215450186,"","DUF4388 domain-containing protein",0
"FO488_RS00075",230,0.0609,0.1252,124.55,0.8489,0.4711,0.4865,-0.0953458580138444,0.251012269532809,0.523781890269843,"","roadblock/LC7 domain-containing protein",0
"FO488_RS00080",298,0.057,-0.3074,129.37,0.8351,0.4364,0.3053,1.1207439527787,-0.154485507721205,-0.238339053865447,"xerC","tyrosine recombinase XerC",0
"FO488_RS00085",139,0.1079,-0.3763,133.67,0.8485,0.3939,0.5652,0.412805905861358,-0.080765959148163,0.69891831632106,"","hypothetical protein",0
"FO488_RS00090",609,0.0509,0.0138,123.6,0.8492,0.4186,0.3291,0.931361212619239,0.204870610853978,0.477835872355922,"","bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase",0
"FO488_RS00095",201,0.1244,0.5935,128.94,0.8105,0.4526,0.4096,0.770056530503088,-0.618496324942678,0.384342765085135,"","DedA family protein",0
"FO488_RS00100",265,0.0717,-0.0411,125.78,0.8346,0.4055,0.4082,1.78789078109245,0.171501287123636,1.58545373401025,"pgeF","peptidoglycan editing factor PgeF",0
"FO488_RS00105",350,0.0457,0.2269,122.82,0.863,0.4052,0.312,-0.428965777711147,0.63813074820329,-0.764427292402796,"","YifB family Mg chelatase-like AAA ATPase",0
"FO488_RS00110",514,0.0875,-0.5091,132.37,0.4409,0.4589,0.3897,1.24391225663308,-1.50929789187054,1.53935757876482,"","recombinase family protein",0
"FO488_RS00115",75,0.0667,0.124,131.2,0.6164,0.5205,0.4737,3.4164753891864,-3.06661716772929,1.59938757354276,"","hypothetical protein",0
"FO488_RS00120",185,0.0649,-0.2659,129.97,0.5028,0.5141,0.4419,1.9645907672391,-1.79612227768766,2.73878446007535,"","helix-turn-helix transcriptional regulator",0
"FO488_RS00125",72,0.0417,-0.9153,130.43,0.5211,0.4789,0.35,3.45550129692328,0.242628248464252,2.49334374631708,"","hypothetical protein",0
"FO488_RS00130",237,0.1013,-0.3945,133.61,0.6327,0.4469,0.4737,-0.177658230926693,-0.514556441168222,0.356257192062745,"","hypothetical protein",0
"FO488_RS00135",102,0.049,-0.5029,131.31,0.5361,0.4433,0.5455,-0.645546050542766,-0.121203327168271,3.70219021734244,"","hypothetical protein",0
"FO488_RS00140",300,0.0933,-0.345,133.57,0.5474,0.4912,0.5294,0.782176930606915,-0.934818694841533,-0.516159689517609,"","TrfA family protein",0
"FO488_RS00145",191,0.0785,-0.3147,132.18,0.3441,0.4785,0.4681,1.60531951204725,-2.90746600492431,0.939914844259803,"","hypothetical protein",0
"FO488_RS00150",307,0.0717,-0.1342,125.56,0.6898,0.396,0.5,0.982264077674879,-1.41833682995483,-0.172266799942211,"","ParM/StbA family protein",0
"FO488_RS00155",103,0.0874,-0.5553,127.71,0.6832,0.4653,0.5714,-2.19556489326437,0.0241152682582065,0.184311112246892,"","hypothetical protein",0
"FO488_RS00160",95,0.0526,-0.6074,130.93,0.6154,0.4396,0.56,1.22946834063234,0.410820044480218,-0.353064319237508,"","helix-turn-helix transcriptional regulator",0
"FO488_RS00165",177,0.1073,-0.3282,129.73,0.6568,0.3964,0.5333,-0.928197789929343,0.169201095219519,2.59812748796358,"","lytic transglycosylase domain-containing protein",0
"FO488_RS00170",238,0.0714,-0.3303,127.66,0.6104,0.4675,0.5806,-0.507152831604048,0.801383659076773,-0.590792909514695,"","DUF2786 domain-containing protein",0
"FO488_RS00175",202,0.0743,-0.3866,132.57,0.4422,0.4824,0.5,2.13363008404076,-3.13459139250675,2.07809605552038,"","hypothetical protein",0
"FO488_RS00180",209,0.0957,-0.0038,130.65,0.4527,0.398,0.4923,2.11432204642674,-3.19342952274234,2.7037132249993,"","hypothetical protein",0
"FO488_RS00185",123,0.0569,0.0333,121.01,0.563,0.4286,0.3913,-0.0858569823655809,-1.47596325505237,2.15236717320969,"","TSCPD domain-containing protein",0
"FO488_RS00190",292,0.0685,-0.3387,131.5,0.638,0.4516,0.5,-0.180290607324913,-0.785034062706019,-0.130096759440866,"","radical SAM protein",0
"FO488_RS00195",137,0.0511,0.0569,127.88,0.5682,0.5682,0.4865,0.586257893483304,-1.71095697414928,1.1113745811039,"","type II toxin-antitoxin system HicB family antitoxin",0
"FO488_RS00200",61,0.0328,-0.8197,127.96,0.6379,0.3966,0.3571,-0.13936312882792,-1.00843674177864,-1.39655083843489,"","type II toxin-antitoxin system HicA family toxin",0
"FO488_RS00205",952,0.0525,-0.4779,128.5,0.6889,0.4797,0.4498,0.509984631666112,-1.1232366959727,0.307218700623433,"","relaxase domain-containing protein",0
