"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"COCOR_RS00005",451,0.0776,-0.3738,131.59,0.9587,0.4266,0.4094,-0.62633256219187,-1.07785242248217,1.01293643069342,"","chromosomal replication initiator protein DnaA",0
"COCOR_RS00010",145,0.0138,-0.1841,126.57,0.8786,0.4571,0.375,-0.658990156347762,0.220172915126554,-1.15953565842057,"","CBS domain-containing protein",0
"COCOR_RS40455",255,0.0706,-0.2067,126.1,0.8826,0.4575,0.3889,0.777752122873821,0.746933041756632,-0.168998447845655,"","hypothetical protein",0
"COCOR_RS00020",203,0.064,-0.2916,124.21,0.9137,0.4619,0.3385,1.3602541359118,-0.764813344115874,0.368047607486981,"","hypothetical protein",0
"COCOR_RS00025",272,0.0993,0.4904,128.09,0.9228,0.5251,0.4,1.05145551435325,0.481810836427619,-0.429431317511042,"","hypothetical protein",0
"COCOR_RS00030",467,0.0749,-0.306,127.04,0.9606,0.4923,0.3669,-0.595889001479622,-0.410202647149874,0.787702686625315,"","insulinase family protein",0
"COCOR_RS00035",502,0.0677,-0.1667,124.17,0.9554,0.5294,0.4074,-0.759822651625071,-0.391193857819911,0.393790298686707,"","insulinase family protein",0
"COCOR_RS00040",92,0.0326,-1.6196,130.14,0.9348,0.3478,0.2333,-0.397040955563082,-1.05025641013883,1.09690711495669,"","hypothetical protein",0
"COCOR_RS00045",817,0.0465,0.084,123.8,0.9137,0.6887,0.4591,1.73207696815035,2.16794729341136,-1.46402045871016,"","bifunctional aspartate kinase/homoserine dehydrogenase I",0
"COCOR_RS00050",129,0.0543,-0.0109,124.23,0.72,0.48,0.3429,3.9669552958575,2.46859100314778,-3.24843201769023,"","hypothetical protein",0
"COCOR_RS00055",215,0.0977,-0.366,128.86,0.8098,0.5024,0.5,2.33445248190991,0.658260004833011,-2.50507852288297,"","DUF2380 domain-containing protein",0
"COCOR_RS00060",241,0.0954,-0.349,129.69,0.7554,0.4421,0.6026,1.36994502375713,0.685741871386394,-0.971531317032135,"","hypothetical protein",0
"COCOR_RS41640",207,0.0773,-0.4894,129.18,0.6816,0.4378,0.5238,1.63897356053496,1.58368550712954,-3.30754241481694,"","plasmid pRiA4b ORF-3 family protein",0
"COCOR_RS00070",213,0.1033,-0.4019,129.3,0.7822,0.5,0.507,2.81965570676833,0.620152629197079,-2.65185759111324,"","DUF2380 domain-containing protein",0
"COCOR_RS00075",240,0.1,-0.3075,129.63,0.7446,0.3853,0.4353,1.52144312248921,1.52928605251985,-0.897591130775251,"","hypothetical protein",0
"COCOR_RS00080",596,0.0956,-0.4082,131.14,0.8926,0.5739,0.5372,1.16790800053059,0.878714279888616,-1.13416732849302,"","hypothetical protein",0
"COCOR_RS00085",137,0.1022,-0.173,125.48,0.9173,0.4812,0.4545,-0.0972514636316168,0.764554293807275,-0.0253780410458704,"","glyoxalase/bleomycin resistance protein/dioxygenase",0
"COCOR_RS00090",284,0.0704,-0.3229,129.01,0.9453,0.5693,0.3889,-0.30407365437446,0.693637234557425,0.352400282064121,"","AraC family transcriptional regulator",0
"COCOR_RS00095",338,0.0976,-0.134,128.64,0.9663,0.5399,0.4369,-0.458788144373876,-0.163218025586113,0.894820355290623,"","alpha/beta hydrolase",0
"COCOR_RS00100",144,0.1181,-0.2111,129.06,0.9333,0.5259,0.6,0.352170193975797,1.38019792526354,0.57772536302383,"","hypothetical protein",0
"COCOR_RS00105",110,0.0455,-0.6727,134.35,0.9813,0.5607,0.625,-1.06133359315605,-0.500309052461463,-0.925560706678646,"","ArsR family transcriptional regulator",0
"COCOR_RS00110",425,0.0941,0.6988,123.81,0.9488,0.5122,0.4436,-0.111169676221351,0.518913937572473,0.0248067850885401,"","MFS transporter",0
"COCOR_RS00115",601,0.0449,-0.1413,121.08,0.9455,0.3782,0.2917,-0.729818636508781,-1.20275738638015,1.13596383039866,"","capsular polysaccharide biosynthesis protein CapA",0
"COCOR_RS00120",167,0.0419,0.1084,126.61,0.9371,0.5912,0.4651,-0.313716377458299,1.38970114701568,-0.436955988669506,"","DoxX family protein",0
"COCOR_RS00125",258,0.0465,0.1283,122.37,0.8988,0.6381,0.3167,1.22080209031822,2.16914457050606,-0.745058278017518,"","SAM-dependent methyltransferase",0
"COCOR_RS00130",316,0.057,-0.207,128.82,0.9674,0.5244,0.4699,-0.206878115076874,0.0952173609154158,0.271016812671769,"","glutathione synthase",0
"COCOR_RS00135",542,0.0535,-0.3803,127.53,0.9677,0.5019,0.3688,-0.868530962442506,0.192254795161455,0.541443777747282,"","serine/threonine protein kinase",0
"COCOR_RS00140",97,0.0309,-0.6052,135.38,0.9785,0.5699,0.1429,-1.45247050485972,-0.341645045146458,0.89276214194326,"","hypothetical protein",0
"COCOR_RS00145",95,0.0316,-0.2726,126.8,0.8913,0.5109,0.3636,1.37763641300756,-0.468525301318446,-1.24120479441118,"","hypothetical protein",0
"COCOR_RS00150",724,0.0663,-0.1296,123.02,0.9472,0.5849,0.3313,1.17951474711399,0.0995293155829389,-0.338616178112857,"","hypothetical protein",0
"COCOR_RS00155",304,0.1151,-0.2868,126.46,0.9583,0.4722,0.4545,-0.466600900977893,-0.349270523869067,0.312453516520443,"","hypothetical protein",0
"COCOR_RS00160",237,0.0633,-0.1835,126.27,0.8777,0.4803,0.2424,1.99352197644596,-0.070814850849541,-1.24483534921444,"","DUF429 domain-containing protein",0
"COCOR_RS00165",338,0.0799,-0.3207,128.55,0.9448,0.4755,0.3839,-0.455461375092592,-0.471710100373138,0.255239808054142,"","aldo/keto reductase",0
"COCOR_RS00170",239,0.0126,-0.246,119.75,0.9489,0.3617,0.275,-0.916861557591963,-1.8480480601552,1.47899910746134,"","DUF2807 domain-containing protein",0
"COCOR_RS00175",1022,0.0294,-0.6121,123.4,0.8681,0.4615,0.3381,0.103799882659673,-0.884637482722981,-1.00609968758854,"","PEGA domain-containing protein",0
"COCOR_RS00180",85,0.1294,-0.2259,127.23,0.8554,0.5904,0.5417,3.21825969435925,1.35899964630655,-1.95739344420597,"","hypothetical protein",0
"COCOR_RS41645",147,0.1156,-0.0844,127.12,0.7055,0.3767,0.4815,3.9006329665769,0.681432412625666,-1.47518929684124,"","SMI1/KNR4 family protein",0
"COCOR_RS00190",129,0.0388,-0.2535,130.85,0.9048,0.5238,0.3871,-0.474581034757299,0.878236450793817,1.7159389128572,"","helix-turn-helix domain-containing protein",0
"COCOR_RS00195",631,0.0666,-0.1739,127.35,0.892,0.3961,0.3714,-0.37681719942689,-0.209575500814134,0.690361003573488,"","ribonuclease R",0
"COCOR_RS00200",148,0.0743,-0.2142,127.83,0.7746,0.4859,0.5581,3.00133372647123,-0.941640118486804,-3.47073404659755,"","hypothetical protein",0
"COCOR_RS00205",130,0.0923,0.0846,127.83,0.8559,0.4661,0.4545,-0.182339111722054,-0.140211980668917,-0.565416489352567,"","hypothetical protein",0
"COCOR_RS00210",101,0.0792,-0.0842,127.91,0.7312,0.4624,0.4815,1.93259924318035,0.750105956159438,-1.78461876072179,"","hypothetical protein",0
"COCOR_RS00215",244,0.0779,-0.066,123.66,0.962,0.6034,0.4528,0.347368268007424,0.283985091585445,-0.4416545236048,"","hypothetical protein",0
"COCOR_RS00220",161,0.0435,-0.1429,124.75,0.8868,0.5094,0.3191,-0.735881510657533,0.0335476670434409,-0.728824898217105,"","YkgJ family cysteine cluster protein",0
"COCOR_RS00225",679,0.0898,-0.3143,129.94,0.9527,0.4702,0.3019,-0.50007360224107,-0.117143882719685,0.873618629821095,"","PilZ domain-containing protein",0
"COCOR_RS00230",328,0.061,-0.7921,128.38,0.9691,0.4167,0.3451,-1.95808600663358,-0.748164807938749,0.643715553030881,"","NYN domain-containing protein",0
"COCOR_RS00235",142,0.0282,-0.2493,123.4,0.9203,0.529,0.6667,0.349740673582549,0.703655029792177,-1.00015572560837,"","hypothetical protein",0
"COCOR_RS00240",337,0.0504,0.1009,122.61,0.9514,0.4863,0.3772,-0.403292285334223,-1.02816114435326,0.512900745931442,"","aliphatic sulfonate ABC transporter substrate-binding protein",0
"COCOR_RS00245",252,0.0833,0.8337,125.96,0.9787,0.4681,0.3797,0.0255619062136007,-0.95077441659901,0.416455861760119,"","ABC transporter permease",0
"COCOR_RS00250",304,0.0461,-0.1839,128.7,0.9588,0.4502,0.2718,-0.358569353998453,-0.884605004764547,0.967654046237481,"","ABC transporter ATP-binding protein",0
"COCOR_RS00255",180,0.0889,-0.06,126.75,0.9486,0.4229,0.2794,0.197067126275366,-1.22230014472366,0.96083800771139,"","hypothetical protein",0
"COCOR_RS00260",363,0.0523,-0.116,125.44,0.9551,0.5449,0.3465,-0.628990690985867,0.711124283905108,0.705791814227534,"","glucose dehydrogenase",0
"COCOR_RS00265",616,0.1071,-0.3109,131.73,0.9586,0.5052,0.483,-0.597879352567163,0.123036124214048,0.106086301051473,"","glycoside hydrolase family 15 protein",0
"COCOR_RS00270",379,0.0844,-0.2934,129.49,0.9563,0.4781,0.3554,-0.146997214127289,0.0369004424175922,0.55859230361445,"","DUF2183 domain-containing protein",0
"COCOR_RS00275",189,0.127,-0.2206,130.01,0.9505,0.5275,0.6364,0.0497631687543466,-0.0145034993475232,-0.157056939192454,"","hypothetical protein",0
"COCOR_RS00280",720,0.0625,-0.2376,129.85,0.9754,0.5412,0.4247,-0.571948400535974,0.426581558545174,0.191945626177658,"ppk1","polyphosphate kinase 1",0
"COCOR_RS00285",165,0.1212,-0.1103,125.73,0.9503,0.441,0.4815,-0.708766367442706,-0.564435213667833,0.27262604564879,"","hypothetical protein",0
"COCOR_RS00290",402,0.0423,-0.3012,127.31,0.9529,0.5183,0.2773,-0.863499977538575,-0.814985314644569,0.529337053856964,"","peptidyl-prolyl cis-trans isomerase",0
"COCOR_RS00295",336,0.0387,0.0542,115.61,0.9761,0.3373,0.3007,-1.85923526459429,-3.25170600075927,1.81729885510808,"","hypothetical protein",0
"COCOR_RS00300",741,0.0324,0.0806,115.45,0.9492,0.3841,0.183,-1.72263197352299,-1.49118603470038,1.02002819988166,"","hypothetical protein",0
"COCOR_RS00305",755,0.0397,-0.2625,128.57,0.9512,0.5867,0.2599,0.199138464323527,0.284102307365493,0.360613550790606,"","PAS domain S-box protein",0
"COCOR_RS00310",298,0.094,-0.3463,132.44,0.9474,0.4281,0.3407,-0.203716433020899,-0.299853597508616,0.625510923929217,"","MBL fold metallo-hydrolase",0
"COCOR_RS00315",143,0.028,-0.2797,124.64,0.8561,0.4532,0.2449,0.448106664705474,-0.717334483543099,-1.32493298363735,"","cupin domain-containing protein",0
"COCOR_RS00320",59,0.0847,0.0966,127.04,0.9153,0.4746,0.5,1.41097267662298,0.155142767342431,-0.344870254297823,"","hypothetical protein",0
"COCOR_RS00325",539,0.0482,-0.3148,126.86,0.7917,0.4356,0.3436,1.27317755073994,0.775611596192269,-0.781884524697183,"","ATP-dependent DNA helicase",0
"COCOR_RS00330",159,0.0881,0.1,123.97,0.9226,0.4774,0.575,-0.1528818517305,0.664809677696334,0.0980563258642787,"","hypothetical protein",0
"COCOR_RS00335",477,0.0964,-0.3069,126.33,0.9486,0.3405,0.4709,-1.0306501016562,-1.6080221937317,0.975848769339808,"","metallophosphoesterase",0
"COCOR_RS00340",447,0.0738,0.172,125.11,0.8264,0.6481,0.4839,2.29104481196367,1.73163370126213,-2.27332164329961,"","hypothetical protein",0
"COCOR_RS00345",245,0.0898,-0.2551,127.52,0.7716,0.4655,0.4714,0.47179031999971,-0.0492412612536286,-1.20694476289455,"","hypothetical protein",0
"COCOR_RS00350",309,0.0356,-0.567,126.56,0.9433,0.5433,0.25,-0.725994608872597,-0.226047775380709,0.431927419141003,"","TIGR02266 family protein",0
"COCOR_RS00355",451,0.0687,-0.2816,126.67,0.9472,0.3601,0.327,-0.723022395176365,-1.04434503171746,1.16197099244871,"","RtcB family protein",0
"COCOR_RS00360",92,0.0326,-0.262,125.56,0.8989,0.618,0.4375,1.9679392946358,1.05651111265801,-0.311346403117978,"","hypothetical protein",0
"COCOR_RS00365",115,0.0522,-0.3191,127.59,0.7727,0.4182,0.3077,4.65440162244539,-0.462219928719713,-3.25319750683047,"","DUF2019 domain-containing protein",0
"COCOR_RS00370",446,0.0717,-0.0197,124.39,0.8294,0.507,0.3972,1.10181657202259,0.682455434875242,-0.625347118383943,"","hypothetical protein",0
"COCOR_RS00375",365,0.0247,-0.2836,123.83,0.8394,0.6817,0.3735,1.03434905248598,1.69531539728607,-1.07351385993853,"","hypothetical protein",0
"COCOR_RS00380",125,0.032,-0.0984,122.05,0.876,0.5455,0.4483,-0.320428984295857,-0.0371626336006992,-2.56309378789987,"","hypothetical protein",0
"COCOR_RS00385",149,0.0671,-0.1215,129.5,0.9655,0.4966,0.3922,-0.969177843466934,0.0805654640828139,1.16081802073842,"","PaaI family thioesterase",0
"COCOR_RS00390",148,0.0541,0.2223,123.42,0.9583,0.5486,0.4167,0.0334333380639582,0.527823050931465,0.179644898846292,"","PaaI family thioesterase",0
"COCOR_RS00395",1146,0.0768,-0.4106,127.42,0.9516,0.5649,0.4257,0.203307250360064,0.170772898615296,-0.106285174373098,"","amidohydrolase",0
"COCOR_RS00400",58,0.1207,0.2448,128,0.6727,0.4364,0.3333,6.19688217314681,1.26636730036314,1.389481350232,"","hypothetical protein",0
"COCOR_RS00405",1136,0.0528,-0.218,127.41,0.9389,0.5907,0.3852,0.162542574497049,0.419286478043034,0.0356526259173552,"","PAS domain S-box protein",0
"COCOR_RS00410",501,0.0439,-0.1146,122.15,0.9669,0.5971,0.25,-0.0253635428236427,0.983977979003647,0.509819130310965,"","peptidase M28",0
"COCOR_RS00415",585,0.0752,0.5262,122.28,0.9613,0.5687,0.4076,-0.183332766432148,0.701241809403915,0.0922198781246879,"","MFS transporter",0
"COCOR_RS00420",664,0.0738,-0.2533,124.06,0.9393,0.4308,0.3526,0.0161172271099155,-0.119419639562075,0.64564760555289,"","alpha integrin",0
"COCOR_RS00425",678,0.0723,-0.1997,123.55,0.9453,0.4073,0.3518,-0.221078554992908,-0.383971421237405,0.316224718051852,"","alpha integrin",0
"COCOR_RS00430",407,0.0639,0.2504,126.12,0.9819,0.4456,0.4296,-0.951914199026842,-0.29256238060278,0.722997173124877,"","membrane protein",0
