Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
1	22	15	1	1	0	20	2	6	33	20	0	3	14	4	2	14	2	0	15	3	1	21	0	20	22	1	0	5	10	1	1	10	7	1	0	17	0	0	1	21	10	6	12	2	1	7	5	1	2	12	11	0	0	10	31	1	9	3	449	0.0802	-0.3122	131.34	0.9045	0.4705	0.4544	0.5263	0.4638	0.6945	82	1434	direct	MYSTI_RS00005	WP_015345623.1		chromosomal replication initiator protein DnaA	0	0
2	28	40	5	2	1	26	6	2	49	10	0	6	20	15	3	13	2	0	4	0	0	7	1	35	60	2	0	4	3	0	3	30	10	7	1	13	2	5	9	28	22	4	16	0	2	9	20	2	3	25	16	2	0	12	32	1	6	3	643	0.0404	-0.2316	126.62	0.8903	0.5262	0.4990	0.6051	0.2781	0.6072	1508	3442	direct	MYSTI_RS00010	WP_044278210.1		hypothetical protein	0	0
0	5	13	0	1	1	8	2	4	15	4	0	1	6	3	1	3	1	0	1	2	0	5	0	10	9	0	0	3	1	1	0	2	6	1	0	6	0	2	0	9	7	0	2	0	0	2	3	0	0	1	6	0	0	1	6	0	0	1	159	0.0377	-0.5881	129.72	0.9032	0.6065	0.4587	0.5195	0.2353	0.6333	3455	3937	complement	MYSTI_RS00015	WP_015345625.1		DUF2267 domain-containing protein	0	1
0	12	29	0	5	3	6	1	1	7	16	0	1	11	7	2	1	2	1	6	1	1	3	0	11	17	0	0	5	6	2	0	6	5	1	1	5	0	2	0	8	7	1	1	0	0	4	4	2	0	2	6	0	0	14	21	1	2	1	262	0.0992	+0.7592	124.91	0.9124	0.5378	0.4286	0.5485	0.4533	0.6538	4068	4859	complement	MYSTI_RS00020	WP_015345626.1		hypothetical protein	0	1
5	22	26	0	0	0	22	3	4	27	18	0	1	21	3	4	14	1	0	12	1	0	25	0	17	29	0	0	3	10	0	0	21	9	0	2	20	0	0	0	23	2	1	9	0	0	9	5	0	1	15	16	0	0	13	27	0	14	0	467	0.0792	-0.2608	128.29	0.9495	0.4440	0.2887	0.4189	0.4014	0.8017	5000	6406	direct	MYSTI_RS00025	WP_015345627.1		insulinase family protein	0	0
0	29	39	2	1	0	25	1	0	25	15	0	3	31	12	1	4	0	0	9	0	0	20	0	21	41	0	0	2	8	0	0	24	19	4	1	18	0	0	0	21	10	0	9	2	0	10	6	0	1	14	19	1	0	7	28	0	8	1	502	0.0498	-0.0751	122.61	0.9654	0.5102	0.2167	0.4178	0.3072	0.7976	6406	7917	direct	MYSTI_RS00030	WP_015345628.1		insulinase family protein	0	0
0	3	4	0	0	0	10	2	2	9	2	0	3	3	2	1	2	0	0	2	1	2	3	0	2	4	0	0	0	1	0	0	6	1	0	0	3	1	0	1	6	1	1	4	0	0	2	2	0	0	3	0	0	0	1	2	0	1	0	94	0.0319	-1.2872	128.36	0.8495	0.3871	0.6112	0.5420	0.2963	0.5804	7977	8264	complement	MYSTI_RS00035	WP_015345629.1		hypothetical protein	0	1
2	10	9	0	2	0	8	1	6	27	16	0	2	3	3	3	13	3	0	4	1	0	8	0	18	8	0	0	5	4	0	2	2	9	3	2	4	2	5	0	14	5	2	4	0	2	2	12	0	0	4	5	0	0	3	6	0	9	3	263	0.1255	-0.7350	136.34	0.8672	0.4766	0.5651	0.5800	0.5541	0.5562	8410	9204	complement	MYSTI_RS00040	WP_044278215.1		hypothetical protein	0	1
0	14	35	0	8	0	34	2	0	43	20	0	10	21	12	3	16	2	0	8	0	0	23	0	16	40	1	0	4	4	1	0	13	21	4	2	16	0	4	4	24	11	1	7	1	1	15	7	1	0	4	21	1	1	5	46	0	11	1	577	0.0832	-0.2827	130.02	0.9332	0.5584	0.3538	0.4064	0.4080	0.7349	9319	11055	complement	MYSTI_RS00045	WP_015345631.1		hypothetical protein	0	1
1	25	35	0	2	0	7	1	0	9	17	0	4	27	7	3	3	1	0	14	0	0	3	0	23	38	2	0	3	8	0	0	6	7	4	1	9	0	1	2	14	6	0	12	0	0	11	8	1	0	10	14	0	0	20	30	0	6	1	413	0.0799	+0.8419	121.95	0.9470	0.4621	0.2991	0.4759	0.4160	0.7530	11208	12452	complement	MYSTI_RS00050	WP_015345632.1		MFS transporter	0	1
