"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"A2CP1_RS00010",457,0.081,-0.2908,129.34,0.9732,0.3951,0.4178,0.607370001172069,0.461596968159416,0.434466112403931,"","chromosomal replication initiator protein DnaA",0
"A2CP1_RS00015",374,0.0615,-0.0599,127.45,0.9918,0.4484,0.4273,-0.126479950090887,-0.167840118166766,-0.177578080304058,"","DNA polymerase III subunit beta",0
"A2CP1_RS00020",371,0.0593,5e-04,124.64,0.9675,0.4851,0.3273,0.653677360282384,0.460107323253749,0.481546957276049,"","DNA replication and repair protein RecF",0
"A2CP1_RS00025",818,0.0611,-0.3726,128.68,0.99,0.4255,0.4411,-0.423316112439056,-0.407296043766075,-0.433940272516074,"gyrB","DNA topoisomerase (ATP-hydrolyzing) subunit B",0
"A2CP1_RS00030",330,0.0697,-0.1242,126.78,0.9748,0.3754,0.3925,0.422684725165396,0.251431378379453,0.265255698458984,"","ketoacyl-ACP synthase III",0
"A2CP1_RS00040",172,0.0523,0.1256,121.52,0.9825,0.4152,0.2759,-0.983632759385077,-0.846580711335803,-0.922491986476406,"","peptidase M54",0
"A2CP1_RS00045",266,0.0639,-0.0365,123.3,0.981,0.3878,0.2637,-0.367067823860345,-0.470868735189264,-0.436637014526265,"","hypothetical protein",0
"A2CP1_RS00050",710,0.0789,0.1039,126.22,0.9927,0.4329,0.3722,-0.718151142706757,-0.69509525722239,-0.714475119753953,"","(Fe-S)-binding protein",0
"A2CP1_RS00055",346,0.1069,-0.9757,124.77,0.9313,0.3821,0.2658,-0.0637658761507048,0.171447178430495,0.115860308037494,"","hypothetical protein",0
"A2CP1_RS00060",221,0.0498,-0.11,126.93,0.9585,0.4147,0.2297,0.243009997859075,0.0397934553883323,0.0630644298684163,"","DSBA oxidoreductase",0
"A2CP1_RS00065",326,0.0429,0.0641,125.51,0.9873,0.4335,0.3304,-0.770478634247437,-0.672144933182853,-0.68963850962162,"","RimK family alpha-L-glutamate ligase",0
"A2CP1_RS00070",945,0.0921,-0.2785,129.57,0.9934,0.4336,0.4026,-0.778415273733624,-0.759395369004377,-0.777160888290076,"","isoleucine--tRNA ligase",0
"A2CP1_RS00075",205,0.1512,-0.0044,134.24,0.9794,0.4588,0.4638,-0.428370610196616,-0.417982653032767,-0.428662794368343,"lspA","signal peptidase II",0
"A2CP1_RS00080",300,0.1267,0.4583,126.19,0.9686,0.4077,0.4037,-0.350903930197253,-0.2507942362616,-0.219716190128629,"lgt","prolipoprotein diacylglyceryl transferase",0
"A2CP1_RS00085",245,0.0612,-0.731,128.73,0.971,0.5021,0.3143,-0.882806096837058,-0.729477913436541,-0.718694690565396,"","hypothetical protein",0
"A2CP1_RS00090",129,0.0155,-0.3612,125.56,0.9683,0.4048,0.1702,0.514534180940975,0.329399060681206,0.335073710190292,"","hypothetical protein",0
"A2CP1_RS00105",194,0.0361,-0.3387,127.62,0.9415,0.3989,0.3243,0.209632480388046,0.452112122918346,0.418538053641845,"","resolvase",0
"A2CP1_RS00110",145,0.0552,-0.3793,126.6,0.8451,0.493,0.4359,1.65699640693049,1.45569536301536,1.68275546300383,"","hypothetical protein",0
"A2CP1_RS00115",232,0.069,-0.7909,128.03,0.8628,0.4336,0.5,2.2669392881722,3.11774972168455,3.20738477742274,"","DUF3854 domain-containing protein",0
"A2CP1_RS00120",609,0.1034,-0.511,131.78,0.8838,0.4752,0.6,1.99703748495118,2.0818127104587,2.09222011843989,"","DUF3854 domain-containing protein",0
"A2CP1_RS22710",432,0.0787,-0.3998,131.2,0.6841,0.5059,0.5439,5.91233374131537,6.33807356642878,6.28993121700007,"","hypothetical protein",0
"A2CP1_RS00130",69,0.0725,-0.3116,127.69,0.8358,0.4925,0.45,7.82717967590451,7.75580710314301,7.67474116166838,"","hypothetical protein",0
"A2CP1_RS00135",81,0.1111,-0.884,135.12,0.9,0.4125,0.5517,1.55802682575055,1.61638936557653,1.6251394607597,"","hypothetical protein",0
"A2CP1_RS00140",153,0.0915,0.1464,127.3,0.7172,0.5034,0.4615,6.23215558659968,6.53448440255815,6.49719908362588,"","hypothetical protein",0
"A2CP1_RS00145",486,0.0638,-0.4346,129.9,0.8989,0.4716,0.4565,2.40121525922888,2.39366608314019,2.35793047009032,"","IS66 family transposase ISAde1",0
"A2CP1_RS00150",131,0.084,-0.3397,131.92,0.9024,0.4878,0.5854,0.073655004632876,0.421371845955948,0.415590839739805,"","IS66 family insertion sequence hypothetical protein",0
"A2CP1_RS00155",129,0.0698,-0.3217,128.01,0.8268,0.4252,0.439,-1.38511565606949,-0.355469337009485,-0.524039518449976,"","IS66 family insertion sequence hypothetical protein",0
"A2CP1_RS00160",84,0.0714,-0.4381,131.29,0.8795,0.5301,0.3158,-0.664848394240162,-0.450419011488024,-0.436644127256354,"","hypothetical protein",0
"A2CP1_RS00165",262,0.0992,-0.2424,130.44,0.7362,0.4882,0.5256,4.34825264265961,4.84348806627983,4.77891708726305,"","TIGR04255 family protein",0
"A2CP1_RS00170",280,0.0643,-0.3939,127.74,0.7621,0.513,0.4932,3.48865260752175,4.21562738580507,4.17431218626411,"","hypothetical protein",0
"A2CP1_RS00175",174,0.0747,-0.1098,127.44,0.7485,0.5146,0.5116,7.40143102237455,7.3191183368091,7.32295494462416,"","hypothetical protein",0
"A2CP1_RS00180",164,0.0305,0.0079,122.94,0.9375,0.4313,0.2051,-1.02486179722618,-0.69858512490152,-0.791739759724445,"","hypothetical protein",0
"A2CP1_RS00185",267,0.1124,-0.288,127.96,0.9843,0.3725,0.4937,-0.484495629168059,-0.501960930824734,-0.510805723260029,"","hypothetical protein",0
"A2CP1_RS00190",460,0.087,-0.1274,126.65,0.9574,0.4753,0.458,0.189817176976079,0.0260475774761198,0.117763676083322,"","hypothetical protein",0
