"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"KN400_RS01210",444,0.0766,-0.2788,130.72,0.7258,0.4286,0.5873,1.39650190643705,-0.376130488391225,0.733672373387076,"","chromosomal replication initiator protein DnaA",0
"KN400_RS01215",371,0.0755,-0.0553,129.02,0.7744,0.4318,0.5043,0.176836759423909,-0.433365063035046,-0.156662434659696,"","DNA polymerase III subunit beta",0
"KN400_RS01220",364,0.0687,-0.2599,130.14,0.7203,0.4633,0.3983,-2.34017474753075,0.623485996434428,-1.88800638084548,"","DNA replication and repair protein RecF",0
"KN400_RS01225",794,0.0743,-0.2889,129.65,0.8625,0.437,0.5311,-0.0145479293989339,0.176192227923083,-0.344770869296128,"","DNA topoisomerase (ATP-hydrolyzing) subunit B",0
"KN400_RS01230",856,0.0561,-0.339,129.78,0.8928,0.4217,0.4683,-0.411765414575503,0.584761383076785,-0.636945655341784,"","DNA gyrase subunit A",0
"KN400_RS01235",521,0.0921,-0.2432,132.01,0.7753,0.5348,0.4444,-1.03395608331184,0.304407088135335,-1.08013074156363,"","HEAT repeat domain-containing protein",0
"KN400_RS01240",334,0.0449,0.2512,123.86,0.788,0.5063,0.4048,0.432436709115876,0.831269681994022,0.394412648170082,"gpsA","glycerol-3-phosphate dehydrogenase (NAD(P)(+))",0
"KN400_RS01245",761,0.0618,-0.0682,128.68,0.7754,0.4723,0.4211,-0.391474134596094,0.550021459438406,-0.158144154420518,"","PAS domain-containing sensor histidine kinase",0
"KN400_RS01250",515,0.0505,-0.0598,128.28,0.7943,0.442,0.4267,0.26695530447646,0.898018122435923,0.0960470325163231,"","hybrid sensor histidine kinase/response regulator",0
"KN400_RS01255",498,0.0783,-0.3633,130.34,0.7702,0.4762,0.451,0.0750289571464044,0.33856400673462,0.173534234197487,"","PAS domain-containing sensor histidine kinase",0
"KN400_RS01260",726,0.0758,-0.1988,129.83,0.8216,0.4288,0.4625,-0.62426041762687,0.183686080608487,-0.997756516590193,"","PAS domain-containing protein",0
"KN400_RS01265",307,0.0651,-0.3114,131.52,0.8114,0.4579,0.4615,0.0300807204568828,-0.376269368562079,-0.720900727065962,"","daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein",0
"KN400_RS01270",468,0.0662,-0.1024,126.14,0.8204,0.4213,0.3913,0.108576577037218,-0.707278218826378,-0.15037640715597,"","protoporphyrinogen oxidase",0
"KN400_RS01275",141,0.0638,-0.1894,133.4,0.7481,0.3778,0.5217,2.94876125448932,-2.15116435410259,2.17103903384803,"","MarR family transcriptional regulator",0
"KN400_RS01280",293,0.0922,-0.5123,127.39,0.7465,0.4583,0.4667,0.621818456117781,-0.280447109373448,0.240525885529062,"","integrase",0
"KN400_RS01285",320,0.0563,-0.5306,131.56,0.8025,0.4841,0.5,0.0977391602239243,-0.0401075045102932,0.354129023584449,"","peptidyl-prolyl cis-trans isomerase",0
"KN400_RS01290",312,0.0513,-0.4651,126.53,0.8084,0.4675,0.4574,1.26568553119267,0.137826069251552,1.32921397842598,"","peptidyl-prolyl cis-trans isomerase",0
"KN400_RS01295",1156,0.0666,-0.1619,129.64,0.8254,0.4444,0.4159,0.619644731655641,-0.0928305881735086,0.594656174349326,"","transcription-repair coupling factor",0
"KN400_RS01300",477,0.065,0.0117,127.46,0.8188,0.4279,0.411,-0.315768670431643,-0.135065496347332,-0.957847924757107,"","PLP-dependent aminotransferase family protein",0
"KN400_RS01305",295,0.0441,-0.1363,122.22,0.669,0.531,0.3936,0.56956817892369,-0.0533656631999519,0.685983897927468,"","pentapeptide repeat-containing protein",0
"KN400_RS01310",178,0.0674,-0.018,125.57,0.7588,0.3235,0.3833,0.927586120277267,-0.50437267632229,-0.28936953760089,"","gamma carbonic anhydrase family protein",0
"KN400_RS01315",303,0.0528,0.0135,128.23,0.839,0.4144,0.4535,1.45184905839274,-1.69921213298411,1.22457642523321,"","quinolinate synthase",0
"KN400_RS01320",110,0.0364,-0.3055,124.28,0.7523,0.4771,0.4412,0.300914211608613,-0.422199193645035,1.45290394267211,"","twin-arginine translocase subunit TatB",0
"KN400_RS01325",277,0.0686,-0.6018,129.69,0.7684,0.4743,0.3562,0.316007304864123,0.212405005084738,0.674117913792733,"","tol-pal system protein YbgF",0
"KN400_RS01330",193,0.057,-0.2793,125.05,0.6931,0.4233,0.4154,1.67692719544967,-2.490930749089,2.34833382035636,"","peptidoglycan-associated lipoprotein Pal",0
"KN400_RS01335",431,0.0858,-0.5378,128.27,0.7373,0.3855,0.3946,-0.315609303956573,0.144956170774379,0.0156570768274998,"","protein TolB",0
"KN400_RS01340",245,0.0612,-0.3833,125.26,0.6485,0.4059,0.4337,1.63262398501591,-1.54127414143218,2.6613380023247,"","energy transduction protein TonB",0
"KN400_RS01345",138,0.029,0.0986,124.33,0.7752,0.3953,0.4524,0.493321713627598,-0.500618653690154,0.663496598706153,"","protein TolR",0
