Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
6	18	9	8	0	3	8	9	28	6	7	11	8	3	2	5	1	8	5	10	17	29	11	4	6	11	8	7	5	10	10	2	8	10	2	7	10	3	0	4	7	1	5	6	5	3	10	4	2	7	13	3	6	8	3	8	7	11	6	449	0.0891	-0.3038	130.99	0.4631	0.4424	0.9961	0.8586	0.4203	0.6157	78	1430	direct	PCAR_RS00565	WP_011339646.1		chromosomal replication initiator protein DnaA	0	1
5	16	2	2	1	3	8	17	27	6	6	13	3	4	1	13	2	2	9	12	11	13	12	5	8	8	11	4	6	8	11	3	3	4	6	4	6	2	1	3	7	1	6	1	2	4	7	5	4	1	6	4	2	5	8	3	6	5	3	371	0.0755	-0.1518	130.54	0.4460	0.4737	0.9916	0.8714	0.4603	0.6162	1680	2798	direct	PCAR_RS00570	WP_011339647.1		DNA polymerase III subunit beta	0	1
3	6	4	6	4	3	4	16	19	9	5	13	7	10	2	5	3	3	4	7	8	10	3	2	4	16	5	8	11	7	9	1	2	9	3	8	10	1	2	5	12	14	8	2	6	1	2	4	4	3	11	3	2	2	6	3	3	4	7	362	0.0829	-0.5213	133.66	0.5056	0.5395	0.9999	0.8720	0.4018	0.6108	2856	3947	direct	PCAR_RS00575	WP_011339648.1		DNA replication and repair protein RecF	0	1
12	31	6	8	4	0	17	30	44	25	15	16	9	21	13	20	8	13	7	26	22	28	20	1	12	29	8	6	22	22	17	0	7	14	4	6	21	2	4	3	23	10	13	11	3	1	13	9	2	2	24	9	3	2	23	17	14	13	10	794	0.0718	-0.3597	130.29	0.6052	0.4929	0.9679	0.8615	0.4515	0.7280	3964	6351	direct	PCAR_RS00580	WP_011339649.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	0	1
4	33	13	13	0	2	19	38	48	26	10	12	10	33	7	18	3	12	10	37	20	26	25	2	12	36	7	2	19	14	12	0	9	13	4	9	16	1	2	2	30	16	17	5	3	0	12	17	1	1	25	10	3	4	28	20	17	7	14	834	0.0528	-0.2773	129.63	0.6143	0.5105	0.9619	0.8276	0.4240	0.7465	6419	8926	direct	PCAR_RS00585	WP_011339650.1		DNA gyrase subunit A	0	1
5	14	9	4	0	2	3	9	12	13	1	6	2	4	4	5	1	5	3	7	5	6	9	2	5	25	6	1	3	1	6	1	4	2	0	5	14	5	4	1	10	7	5	2	3	2	1	2	2	0	3	6	1	3	3	3	2	7	10	292	0.0890	-0.4685	134.11	0.5839	0.6014	0.9796	0.8382	0.3371	0.6367	8856	9737	direct	PCAR_RS00590	WP_041531188.1		hypothetical protein	0	1
2	20	9	7	1	1	2	16	12	13	4	2	6	6	8	8	0	3	2	4	10	9	6	1	9	18	9	3	1	4	5	0	5	2	2	1	7	0	2	1	13	4	3	3	3	1	8	5	0	1	11	4	2	2	7	16	3	6	4	332	0.0542	+0.0292	126.56	0.6246	0.5457	0.9547	0.7753	0.3689	0.6984	9750	10751	direct	PCAR_RS00595	WP_011339652.1	gpsA	glycerol-3-phosphate dehydrogenase (NAD(P)(+))	0	1
2	10	4	5	5	1	6	9	3	2	4	4	3	8	7	6	2	6	2	4	7	1	2	0	3	14	1	1	6	3	4	0	4	7	4	3	5	1	3	1	7	5	10	4	1	0	5	5	1	1	2	5	1	2	3	3	2	6	5	243	0.0988	-0.2831	130.15	0.6234	0.5844	0.9556	0.8241	0.4615	0.7012	10781	11515	direct	PCAR_RS17555	WP_011339653.1		metal-dependent hydrolase	0	1
2	8	5	3	4	4	4	5	7	5	1	5	1	6	2	1	0	6	1	8	4	7	1	0	5	13	0	3	3	2	6	2	6	5	2	3	12	0	1	3	7	3	5	3	4	0	1	1	0	1	7	4	0	3	4	7	4	0	1	215	0.0465	-0.1912	129.98	0.6066	0.5308	0.9669	0.7661	0.3385	0.6793	11641	12291	direct	PCAR_RS00605	WP_011339654.1		endonuclease III	0	1
8	46	11	16	3	1	13	24	39	5	13	15	15	22	4	17	5	8	5	30	13	21	19	2	12	42	9	3	11	15	11	5	17	16	6	15	28	2	1	3	24	12	11	12	3	0	12	14	4	5	32	11	2	10	22	11	11	15	15	796	0.0804	-0.2113	128.43	0.6152	0.4517	0.9614	0.8276	0.4301	0.7139	12298	14691	complement	PCAR_RS00610	WP_011339655.1		penicillin-binding protein 1A	0	0
4	18	6	2	4	4	8	15	16	17	8	4	1	18	4	3	0	5	3	19	14	5	16	1	4	17	4	3	6	9	11	0	11	12	3	3	6	1	1	1	10	11	8	5	1	0	9	8	3	0	15	7	2	6	8	10	6	13	9	433	0.0878	-0.2580	131.01	0.6699	0.5144	0.9151	0.8010	0.4062	0.7448	15279	16583	direct	PCAR_RS00615	WP_011339658.1		pyridoxal phosphate-dependent aminotransferase	0	1
8	16	6	6	4	1	9	17	15	7	8	9	2	10	2	6	5	8	2	9	11	5	6	1	3	11	5	1	8	3	5	0	7	3	2	1	8	1	4	1	6	7	10	6	2	2	3	2	1	0	10	5	4	4	5	6	4	4	8	331	0.0876	-0.2601	130.46	0.5631	0.5354	0.9885	0.8611	0.4000	0.7040	16626	17624	direct	PCAR_RS17560	WP_011339659.1		HD domain-containing protein	0	1
0	2	2	0	0	0	2	2	2	2	2	4	3	0	4	2	0	0	2	3	2	0	1	0	2	5	2	0	3	2	1	0	1	0	0	1	4	0	0	2	3	2	1	0	1	0	2	1	1	0	3	1	0	0	1	1	0	0	2	81	0.1235	+0.0123	132.39	0.6364	0.5714	0.9457	0.6992	0.4000	0.6502	17775	18023	direct	PCAR_RS00625	WP_011339660.1		ATP synthase-associated magnesium import membrane protein AtpZ	0	1
3	3	1	2	1	1	0	2	0	0	1	3	1	9	3	4	2	0	1	5	2	1	1	2	1	11	4	2	6	1	1	0	1	1	1	1	3	0	1	0	2	4	1	0	3	1	3	3	1	1	2	4	1	0	1	6	4	0	0	123	0.0569	+0.8813	122.42	0.6387	0.6218	0.9438	0.7711	0.4167	0.5855	18001	18375	direct	PCAR_RS00630	WP_081424963.1		ATP synthase subunit I	0	1
4	8	6	2	0	0	0	1	7	5	2	15	2	4	9	3	3	8	1	8	8	2	3	1	2	30	2	1	11	1	6	0	7	5	2	1	2	0	0	1	3	1	3	1	0	1	1	1	0	1	7	5	0	4	3	6	6	2	3	233	0.1116	+0.9034	129.41	0.6154	0.6471	0.9612	0.7204	0.2987	0.7146	18392	19096	direct	PCAR_RS00635	WP_011339662.1		ATP synthase subunit a 1	0	1
0	7	1	3	0	0	0	2	1	2	6	1	2	5	2	2	0	0	2	5	1	0	3	0	0	5	2	0	2	1	1	0	1	0	1	1	0	0	0	0	0	0	1	2	0	0	2	1	0	0	3	1	1	1	4	4	1	0	1	87	0.1034	+1.1448	121.57	0.7037	0.4691	0.8767	0.6147	0.5278	0.7562	19198	19464	direct	PCAR_RS00640	WP_011339663.1		ATP synthase subunit c 1	0	1
1	8	3	1	2	4	0	7	11	9	1	0	1	7	3	1	3	4	0	7	2	10	5	0	2	7	3	1	1	3	3	1	1	2	3	2	2	0	1	0	4	4	5	1	2	0	0	0	1	0	5	4	0	0	2	5	2	3	4	171	0.0702	-0.7789	133.47	0.5793	0.5366	0.9818	0.7385	0.4528	0.7455	19795	20313	direct	PCAR_RS00645	WP_011339664.1		hypothetical protein	0	1
1	13	6	2	1	1	2	5	5	6	0	3	2	5	5	2	2	2	1	5	1	4	5	1	5	7	4	2	5	1	2	2	1	5	1	2	4	1	2	0	1	6	1	2	1	1	5	1	1	3	2	1	0	0	3	8	3	2	1	174	0.0517	+0.0718	126.09	0.6687	0.5482	0.9163	0.7962	0.3415	0.6146	20270	20797	direct	PCAR_RS00650	WP_081424964.1		archease	0	1
4	26	12	7	9	2	8	16	10	19	7	5	2	17	15	19	3	10	3	13	7	8	8	0	3	27	0	1	13	6	3	2	6	10	2	7	19	0	1	2	12	20	10	3	1	1	7	4	1	0	9	4	0	4	14	26	5	6	6	479	0.0585	-0.1353	127.25	0.7032	0.5849	0.8773	0.7842	0.4605	0.7325	20829	22271	direct	PCAR_RS00655	WP_011339666.1		RtcB family protein	0	1
7	13	11	1	5	6	4	10	6	7	8	3	3	12	5	9	2	5	0	5	5	6	6	1	2	20	3	2	7	2	3	0	5	12	2	2	11	0	5	1	9	12	4	8	3	2	2	5	1	0	7	4	1	5	10	11	6	2	4	330	0.0818	-0.0261	128.50	0.6773	0.5815	0.9073	0.7874	0.3793	0.6880	22183	23178	direct	PCAR_RS00660	WP_081424965.1		hypothetical protein	0	1
