Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
0	24	20	0	1	0	21	1	7	31	18	0	0	19	1	0	15	0	0	15	0	0	20	0	18	27	1	0	0	12	1	1	13	10	2	1	16	0	0	0	30	8	2	8	1	0	8	6	0	0	12	14	0	0	15	24	0	12	1	451	0.0776	-0.3738	131.59	0.9587	0.4266	0.2482	0.3863	0.4094	0.8103	90	1448	direct	COCOR_RS00005	WP_014392859.1		chromosomal replication initiator protein DnaA	0	0
4	5	5	1	0	1	13	1	1	7	1	0	2	6	0	0	0	0	0	7	0	0	3	0	3	9	0	0	1	2	0	0	3	3	0	2	9	0	3	1	6	4	0	3	0	1	3	3	1	1	3	3	0	1	7	10	0	1	0	145	0.0138	-0.1841	126.57	0.8786	0.4571	0.5335	0.5365	0.3750	0.5188	1455	1895	complement	COCOR_RS00010	WP_014392860.1		CBS domain-containing protein	0	1
1	12	10	1	3	3	18	5	2	12	10	0	0	10	6	2	1	1	0	6	1	1	4	0	7	20	1	0	3	4	0	2	10	5	1	1	5	0	1	1	9	4	2	8	0	1	7	6	1	0	15	8	0	0	3	9	0	2	2	255	0.0706	-0.2067	126.10	0.8826	0.4575	0.5219	0.5977	0.3889	0.5902	2125	2895	direct	COCOR_RS40455	WP_052312897.1		hypothetical protein	0	0
0	16	2	0	4	0	11	4	5	9	8	0	1	14	9	2	0	1	0	3	1	0	3	0	7	14	0	0	3	4	0	0	6	8	1	0	11	0	0	0	6	5	2	3	0	0	8	1	0	0	6	6	0	0	2	9	0	2	0	203	0.0640	-0.2916	124.21	0.9137	0.4619	0.4240	0.4737	0.3385	0.6639	3053	3667	direct	COCOR_RS00020	WP_043320773.1		hypothetical protein	0	0
0	12	19	0	9	1	6	3	1	3	15	1	3	12	6	1	4	1	0	6	1	0	2	0	6	34	1	0	2	5	1	0	7	10	0	0	9	1	1	0	13	9	2	4	1	0	5	1	0	0	4	8	0	1	6	18	0	3	1	272	0.0993	+0.4904	128.09	0.9228	0.5251	0.3923	0.4943	0.4000	0.6774	3677	4498	complement	COCOR_RS00025	WP_014392863.1		hypothetical protein	0	1
2	21	34	1	0	0	28	2	1	27	15	0	1	24	4	1	7	1	0	9	1	0	28	0	13	29	1	0	3	11	0	1	19	11	0	1	23	0	0	0	21	3	1	9	0	0	11	2	1	0	13	19	0	0	12	30	1	13	2	467	0.0749	-0.3060	127.04	0.9606	0.4923	0.2395	0.4036	0.3669	0.7954	4631	6037	direct	COCOR_RS00030	WP_014392864.1		insulinase family protein	0	0
0	25	40	2	1	0	19	2	3	29	20	0	2	37	4	3	4	1	0	11	0	0	25	0	17	33	0	0	1	14	0	0	16	25	2	1	21	0	0	1	18	6	2	7	0	1	5	7	0	1	11	22	1	0	6	35	0	12	0	502	0.0677	-0.1667	124.17	0.9554	0.5294	0.2631	0.4029	0.4074	0.8021	6040	7551	direct	COCOR_RS00035	WP_014392865.1		insulinase family protein	0	0
0	7	2	0	0	0	11	2	3	9	2	0	0	4	2	0	2	0	0	0	0	0	8	0	3	2	0	0	0	3	0	0	5	0	1	0	3	0	0	0	7	2	0	3	0	0	1	0	0	0	5	0	0	0	3	1	0	1	0	92	0.0326	-1.6196	130.14	0.9348	0.3478	0.3478	0.3625	0.2333	0.7479	7618	7899	complement	COCOR_RS00040	WP_014392866.1		hypothetical protein	0	1
3	16	84	3	6	3	23	11	1	65	26	1	7	34	34	6	14	4	0	23	5	1	24	1	8	65	2	0	19	6	3	1	9	34	0	1	16	2	4	3	17	35	3	20	1	2	10	19	2	0	3	33	0	2	4	74	0	6	1	817	0.0465	+0.0840	123.80	0.9137	0.6887	0.4238	0.4890	0.4591	0.5776	8356	10812	direct	COCOR_RS00045	WP_014392867.1		bifunctional aspartate kinase/homoserine dehydrogenase I	0	0
1	7	2	1	2	1	4	8	4	4	4	0	1	8	6	1	5	1	1	4	2	0	1	0	6	2	1	0	3	0	0	1	4	2	0	0	4	0	3	1	2	0	2	1	2	1	2	2	2	0	1	2	0	2	3	6	2	0	0	129	0.0543	-0.0109	124.23	0.7200	0.4800	0.8555	0.7288	0.3429	0.3302	10824	11216	direct	COCOR_RS00050	WP_043320778.1		hypothetical protein	0	0
0	10	8	4	4	3	8	0	6	7	10	0	2	6	8	2	5	2	0	7	2	1	7	2	3	8	1	0	1	5	2	1	13	7	5	1	8	1	1	1	3	8	1	7	1	0	1	0	0	0	1	4	0	0	1	12	0	3	1	215	0.0977	-0.3660	128.86	0.8098	0.5024	0.7020	0.6146	0.5000	0.4750	11402	12052	direct	COCOR_RS00055	WP_014392868.1		DUF2380 domain-containing protein	0	0
5	2	4	2	5	2	14	3	5	8	12	2	5	9	5	5	4	2	0	10	0	1	3	0	11	12	5	0	2	3	0	2	10	9	4	1	7	0	2	1	8	3	8	4	0	2	4	3	0	1	6	6	1	0	2	5	0	3	0	241	0.0954	-0.3490	129.69	0.7554	0.4421	0.8027	0.7061	0.6026	0.4199	12082	12810	direct	COCOR_RS00060	WP_014392869.1		hypothetical protein	0	0
5	8	4	5	1	1	12	6	8	8	6	0	1	8	2	5	8	1	1	4	4	1	8	0	5	9	2	0	3	2	0	3	3	4	5	3	3	1	3	4	5	0	2	3	1	1	3	2	0	1	3	4	0	0	9	3	1	4	2	207	0.0773	-0.4894	129.18	0.6816	0.4378	0.9026	0.7699	0.5238	0.3420	12819	13445	complement	COCOR_RS41640	WP_014392870.1		plasmid pRiA4b ORF-3 family protein	0	1
1	7	8	4	4	3	5	1	5	10	10	1	4	5	7	4	6	1	0	7	1	2	4	0	2	9	0	0	2	3	3	3	13	6	3	1	6	0	3	3	4	6	2	8	1	0	1	0	0	0	1	5	0	0	3	10	0	3	1	213	0.1033	-0.4019	129.30	0.7822	0.5000	0.7562	0.6843	0.5070	0.4140	13518	14162	direct	COCOR_RS00070	WP_014392871.1		DUF2380 domain-containing protein	0	0
