"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"GSUB_RS00005",454,0.0925,-0.3996,132.52,0.585,0.4649,0.4636,-1.17369982801065,-0.522814550315161,0.446504305309814,"","chromosomal replication initiator protein DnaA",0
"GSUB_RS00010",371,0.0701,-0.1728,129.48,0.5361,0.4306,0.4567,-1.08263387537638,-0.649203605006002,0.380576102517135,"","DNA polymerase III subunit beta",0
"GSUB_RS00015",359,0.0836,-0.4791,131.4,0.559,0.5871,0.5041,-0.999176015185888,-0.781707932640956,0.179493346644089,"","DNA replication and repair protein RecF",0
"GSUB_RS00020",802,0.0698,-0.4212,130.55,0.7167,0.4705,0.4576,0.25561203457556,0.201979707141281,-0.107455213826559,"","DNA topoisomerase (ATP-hydrolyzing) subunit B",0
"GSUB_RS00025",836,0.049,-0.2344,129.46,0.75,0.4592,0.447,0.0939973115911742,0.134362769576928,-0.247229723279974,"","DNA gyrase subunit A",0
"GSUB_RS00030",284,0.0951,-0.4306,132.77,0.6101,0.5704,0.3763,-1.34867241423515,-1.20602454068062,0.19678460418584,"","hypothetical protein",0
"GSUB_RS00035",332,0.0542,0.1154,124.46,0.6698,0.522,0.43,-0.148133707108681,-0.402844293877843,0.336337841223034,"gpsA","NAD(P)-dependent glycerol-3-phosphate dehydrogenase",0
"GSUB_RS00040",151,0.0795,-0.4834,127.37,0.5973,0.5302,0.3962,-0.826559718451207,-0.75432384207921,1.35342596360466,"","peptidylprolyl isomerase",0
"GSUB_RS00045",245,0.0612,-0.1261,129.88,0.6833,0.4667,0.3605,-0.859890944853099,-0.736329435478987,1.61633094738645,"","hypothetical protein",0
"GSUB_RS00050",256,0.0586,-0.3613,130.5,0.5547,0.583,0.3134,-2.4510981521991,-2.55685398912953,2.36989410405728,"","endonuclease III",0
"GSUB_RS00055",352,0.0625,0.1264,124.42,0.6348,0.5478,0.4242,-0.775153225830508,-0.808190464450217,-0.0510431662310264,"","hypothetical protein",0
"GSUB_RS00060",800,0.085,-0.2177,128.62,0.6873,0.4633,0.427,-0.110409313745203,0.15882907038848,0.233275357109648,"","penicillin-binding protein",0
"GSUB_RS00065",107,0.0841,-0.372,129.47,0.5437,0.5922,0.5312,-3.96010658056414,-4.93383253939537,4.19316871395546,"","hypothetical protein",0
"GSUB_RS00070",481,0.0437,0.0075,126.15,0.7051,0.5256,0.3655,-0.274252233206831,-0.324720000912418,-0.253515712014462,"","pyruvate kinase",0
"GSUB_RS00075",223,0.0942,-0.052,126.55,0.7682,0.4364,0.2841,1.89732124173115,1.62662057111411,-0.51487429171478,"","7-cyano-7-deazaguanine synthase QueC",0
"GSUB_RS00080",259,0.0811,-0.2394,132.84,0.755,0.494,0.4268,0.920922107860459,0.288321553464678,-0.0670433952568867,"","GTP cyclohydrolase I FolE2",0
"GSUB_RS00085",346,0.0607,-0.0786,128.67,0.5449,0.5808,0.4211,-1.00966592638948,-0.88176742548126,0.0630382031339936,"","hypothetical protein",0
"GSUB_RS00090",219,0.1279,0.1945,128.89,0.6682,0.4976,0.3951,-0.201866191582998,-0.234761079200948,0.0149186106243098,"","protein TolQ",0
"GSUB_RS00095",145,0.0276,0.0807,126.93,0.7266,0.5468,0.359,-0.180484442528233,0.449527783836207,-0.0630019302189675,"","protein TolR",0
"GSUB_RS18390",99,0.1313,-0.6212,135.27,0.701,0.5052,0.4412,0.716837680012457,0.594726556961967,-0.303402730426852,"","hypothetical protein",0
"GSUB_RS00105",428,0.0981,-0.4014,129.05,0.7108,0.4554,0.3797,-0.115480856087686,0.0938062867534569,-0.00224474051767659,"","Tol-Pal system beta propeller repeat protein TolB",0
"GSUB_RS00110",191,0.0942,-0.6895,131.56,0.6257,0.5187,0.4107,0.142479608905812,0.35881424087052,-0.45600176188136,"","peptidoglycan-associated lipoprotein Pal",0
