"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"A6070_RS00005",183,0.0656,0.1798,125,0.7389,0.5889,0.4,-0.640964336356729,0.888337450481395,-0.762183085372069,"","hypothetical protein",0
"A6070_RS00010",226,0.0575,0.1814,114.86,0.6742,0.3937,0.4176,-1.24990872178246,0.63396614054586,-0.840799073395832,"","hypothetical protein",0
"A6070_RS00015",199,0.0754,-0.0698,115.34,0.6853,0.4416,0.3765,0.609488261605971,-0.171602390170313,-0.000686825701580444,"","hypothetical protein",0
"A6070_RS00020",474,0.0717,0.0821,115.66,0.6872,0.4809,0.359,0.0994235519143522,-0.200139992197822,0.133119310611116,"","hypothetical protein",0
"A6070_RS00025",391,0.0997,-0.279,130.62,0.6497,0.5829,0.314,-0.02564013323344,-0.132172613863067,-0.0275141360252621,"","hypothetical protein",0
"A6070_RS00030",296,0.0473,-0.0149,127.75,0.7032,0.5159,0.4333,0.792246388984636,-0.563808597515995,0.72302222450056,"","3-keto-5-aminohexanoate cleavage protein",0
"A6070_RS00035",158,0.0823,-0.6076,134.36,0.6781,0.5205,0.5152,-0.556553878975017,0.744007652206487,-0.983368728718935,"","N-acetyltransferase",0
"A6070_RS00040",426,0.0634,-0.154,128.52,0.7398,0.4843,0.3475,-1.02316520975428,1.09504019698705,-1.02591772672479,"","insulinase family protein",0
"A6070_RS00045",223,0.148,0.1027,133.77,0.6963,0.528,0.4048,-0.168693859684941,0.162766432196142,-0.124601996282155,"","DUF2270 domain-containing protein",0
"A6070_RS00050",330,0.0667,-0.117,129.21,0.7405,0.5127,0.3805,-0.128217727050075,0.80735789322225,-0.859020064836603,"","porphobilinogen synthase",0
"A6070_RS00055",516,0.0523,0.0603,124.33,0.7421,0.5256,0.35,-0.568970040498246,0.447151827362306,-0.514438800086266,"","uroporphyrinogen-III C-methyltransferase",0
"A6070_RS00060",314,0.0287,-0.0102,126.43,0.737,0.539,0.3232,-0.309832903055531,0.393509336118557,-0.689717569113846,"","hydroxymethylbilane synthase",0
"A6070_RS00065",441,0.0567,-0.1327,129.12,0.6836,0.5058,0.3973,0.306565411413186,0.112926485535245,-0.253130818616192,"","glutamyl-tRNA reductase",0
"A6070_RS00070",275,0.1455,0.8564,128.42,0.7237,0.5642,0.3011,-0.0915718172992819,0.426412349083975,-0.249371126064097,"","c-type cytochrome biogenesis protein CcsB",0
"A6070_RS00075",221,0.0407,0.1882,123.24,0.7523,0.5275,0.2838,-0.0247800160596527,0.190826324041181,-0.506105895361556,"","bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase",0
"A6070_RS00080",191,0.0628,0.2026,125.88,0.7021,0.5319,0.4035,0.244995100349883,-0.910041803314338,0.981486666749489,"","SIS domain-containing protein",0
"A6070_RS00085",108,0.0648,0.1667,124.49,0.6321,0.434,0.5,-2.03288682240519,1.08590174097916,-0.853517961349265,"","thioredoxin",0
"A6070_RS00090",166,0.0482,-0.6976,132.31,0.7152,0.5636,0.3265,-0.770571192202064,1.80745208813647,-2.18386518353071,"","DUF615 domain-containing protein",0
"A6070_RS00095",148,0.0473,0.0628,123.54,0.7034,0.5517,0.4545,-0.714997634632488,0.889207151301287,-1.16918343824517,"","D-tyrosyl-tRNA(Tyr) deacylase",0
"A6070_RS00100",281,0.0676,0.0096,125.68,0.6873,0.4873,0.3852,-0.742426794416955,1.17634553391462,-1.57431789602711,"","deoxyribonuclease IV",0
"A6070_RS00105",219,0.0822,-0.1616,131.12,0.7346,0.5118,0.431,-0.820308116148163,0.893432643136863,-1.0983578056332,"","pyrimidine 5'-nucleotidase",0
"A6070_RS00110",142,0.0986,-0.1725,132.67,0.7557,0.5038,0.3958,-1.74621703439019,1.86477163576495,-2.08676323515419,"","HIT family protein",0
"A6070_RS00115",278,0.0719,-0.2299,128.54,0.6955,0.3722,0.4,-0.826207932300441,0.939702756345628,-0.741261146139045,"","diaminopimelate epimerase",0
