Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
2	15	13	4	3	2	18	7	23	8	19	2	2	12	3	3	8	3	5	22	4	8	30	0	25	14	8	0	2	14	5	0	11	6	1	3	15	1	5	0	8	8	0	8	0	2	8	13	0	0	18	6	1	2	5	15	4	7	3	444	0.0766	-0.2748	130.73	0.7811	0.4263	0.7581	0.7062	0.5385	0.7587	30	1367	direct	A2G06_RS00005	WP_066358232.1		chromosomal replication initiator protein DnaA	0	1
5	15	3	2	3	0	16	7	11	23	17	3	1	14	3	4	2	1	2	26	1	3	22	0	8	19	5	0	0	9	3	0	7	6	1	0	5	0	4	0	7	7	1	10	0	0	14	5	1	1	16	4	1	2	9	20	1	5	3	371	0.0755	-0.0348	129.06	0.8352	0.4330	0.6457	0.6344	0.5508	0.8192	1594	2712	direct	A2G06_RS00010	WP_039647514.1		DNA polymerase III subunit beta	0	1
2	25	8	2	1	1	7	11	8	17	8	6	8	13	7	5	9	3	3	14	3	5	8	0	15	21	3	0	2	6	6	0	4	4	2	0	12	2	1	1	15	18	4	2	0	4	2	7	0	1	10	3	2	3	9	9	2	7	2	364	0.0687	-0.2849	130.10	0.7479	0.4788	0.8146	0.7451	0.3934	0.7094	2795	3892	direct	A2G06_RS00015	WP_039648443.1		DNA replication and repair protein RecF	0	1
2	37	11	3	5	0	43	7	10	57	26	5	4	29	32	6	12	4	2	47	5	10	43	0	41	36	4	0	5	25	5	0	15	10	0	1	25	0	2	1	18	26	1	7	0	0	29	2	0	0	33	9	1	4	22	29	1	22	5	794	0.0743	-0.2746	129.41	0.8960	0.4288	0.4815	0.5749	0.5221	0.8145	3903	6290	direct	A2G06_RS00020	WP_039647516.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	0	1
1	43	11	1	2	0	48	12	7	66	18	3	3	37	26	5	12	3	1	67	5	4	47	0	38	34	4	0	1	28	5	0	16	12	1	0	28	0	4	0	20	38	2	9	0	0	23	8	0	1	42	3	0	0	29	31	5	21	4	856	0.0561	-0.3283	129.81	0.9192	0.4331	0.4051	0.4948	0.5181	0.8586	6418	8991	direct	A2G06_RS00025	WP_066356649.1		DNA gyrase subunit A	0	1
4	30	14	3	3	0	29	15	11	43	18	10	6	14	15	1	3	3	0	18	3	2	2	0	22	31	11	0	6	2	0	2	16	12	1	0	7	0	3	1	21	32	6	10	1	0	8	7	0	1	12	6	0	1	12	16	2	8	2	522	0.0900	-0.2496	131.50	0.8300	0.4980	0.6576	0.6900	0.3725	0.7458	9065	10636	direct	A2G06_RS00030	WP_066356653.1		HEAT repeat domain-containing protein	0	1
4	20	19	2	3	0	10	2	6	17	6	3	6	14	10	2	2	0	1	7	2	3	7	0	15	19	6	0	1	5	3	1	4	6	0	0	8	0	0	1	10	9	3	3	1	0	9	5	0	2	16	5	0	1	9	19	5	3	1	334	0.0479	+0.2683	123.93	0.8259	0.4905	0.6669	0.6674	0.3294	0.7456	10678	11685	direct	A2G06_RS00035	WP_039647520.1	gpsA	NAD(P)-dependent glycerol-3-phosphate dehydrogenase	0	1
2	31	16	4	4	2	27	13	14	27	14	2	8	18	14	2	6	1	1	29	3	5	13	1	21	28	7	0	1	7	2	0	13	11	0	1	9	1	1	2	14	26	2	10	0	1	10	3	0	0	14	6	0	3	11	21	3	3	4	515	0.0485	-0.0491	127.86	0.8293	0.4492	0.6594	0.6684	0.4122	0.7663	14070	15620	direct	A2G06_RS00045	WP_039647523.1		hybrid sensor histidine kinase/response regulator	0	1
3	31	19	3	3	1	18	9	18	36	11	6	5	15	13	4	8	3	0	19	2	3	8	0	17	33	3	0	0	9	5	2	8	4	0	3	12	2	5	1	24	21	1	8	3	1	6	2	0	3	14	5	0	1	12	17	4	11	4	497	0.0785	-0.3672	131.14	0.8121	0.4656	0.6970	0.7149	0.3791	0.7464	15627	17123	direct	A2G06_RS00050	WP_039647525.1		PAS domain-containing sensor histidine kinase	0	1
4	40	11	2	8	1	30	15	21	40	20	8	7	33	17	1	8	6	1	37	7	7	29	0	44	30	4	0	4	18	4	0	18	7	3	3	12	0	2	1	27	25	1	12	1	0	22	8	1	1	24	6	1	2	17	23	2	15	4	726	0.0758	-0.2054	130.00	0.8446	0.3957	0.6232	0.6571	0.4076	0.7977	17120	19303	direct	A2G06_RS00055	WP_039647527.1		histidine kinase	0	1
