Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
6	10	10	4	3	2	14	11	25	6	19	3	4	11	2	4	7	4	4	21	6	9	30	1	21	18	7	0	1	14	5	1	10	5	2	2	16	2	3	0	7	7	2	8	0	5	6	12	1	1	20	6	0	5	5	12	5	6	3	444	0.0766	-0.2854	130.74	0.7143	0.4309	0.8631	0.7551	0.5669	0.7269	30	1367	direct	GsYM18_RS00005	WP_119334000.1	dnaA	chromosomal replication initiator protein DnaA	0	0
4	13	6	3	3	0	15	8	14	21	17	3	3	11	2	5	2	1	3	24	3	7	18	0	7	15	5	0	3	8	4	1	7	5	1	0	6	1	5	0	7	5	1	10	0	1	14	5	1	2	15	3	1	7	8	14	2	3	5	371	0.0755	-0.0677	129.18	0.7598	0.4218	0.7954	0.7464	0.5391	0.7477	1594	2712	direct	GsYM18_RS00010	WP_119331364.1		DNA polymerase III subunit beta	0	0
3	25	8	1	1	1	9	14	5	19	9	5	8	13	8	2	9	5	3	14	4	5	5	1	13	18	5	0	4	8	4	2	3	4	1	1	8	4	2	2	12	19	5	2	0	5	3	4	2	1	8	3	1	5	9	8	2	6	3	364	0.0687	-0.2926	130.57	0.7175	0.4661	0.8588	0.7983	0.4000	0.6729	2793	3890	direct	GsYM18_RS00015	WP_119334001.1	recF	DNA replication/repair protein RecF	0	0
2	35	16	2	4	0	40	10	15	53	24	6	6	26	28	9	12	4	2	44	7	11	42	0	43	33	7	0	4	27	3	1	12	10	1	3	23	0	2	3	16	26	2	6	0	0	26	4	1	0	33	10	2	3	21	28	3	21	6	794	0.0730	-0.2883	129.55	0.8599	0.4396	0.5845	0.6457	0.5394	0.8019	3901	6288	direct	GsYM18_RS00020	WP_119331365.1	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	0	0
3	44	8	1	2	0	50	12	14	57	18	3	7	38	23	3	16	0	2	66	9	3	49	0	33	33	7	0	2	24	9	1	18	9	1	1	28	0	2	0	21	38	2	7	1	0	23	8	0	2	40	3	2	0	25	34	3	21	4	856	0.0561	-0.3401	129.84	0.8916	0.4229	0.4952	0.5412	0.4823	0.8505	6416	8989	direct	GsYM18_RS00025	WP_119331366.1	gyrA	DNA gyrase subunit A	0	0
6	25	13	7	4	0	25	19	12	40	19	9	10	10	10	4	4	1	0	16	5	2	2	1	17	31	13	1	5	1	0	1	11	13	6	3	6	0	6	2	19	26	8	9	2	2	8	5	0	1	10	8	3	1	12	15	2	8	4	521	0.0940	-0.2380	131.70	0.7515	0.5229	0.8089	0.7815	0.4539	0.7071	9060	10628	direct	GsYM18_RS00030	WP_119331367.1		HEAT repeat domain-containing protein	0	1
4	17	16	4	3	0	10	2	6	16	5	3	8	11	9	5	2	0	2	6	1	1	9	0	14	18	7	0	3	5	3	0	5	8	0	1	8	0	0	1	9	6	6	3	1	1	7	6	0	1	15	8	1	0	14	19	2	3	1	334	0.0449	+0.2473	123.83	0.8070	0.5127	0.7078	0.6889	0.4048	0.7446	10673	11680	direct	GsYM18_RS00035	WP_119334002.1		NAD(P)-dependent glycerol-3-phosphate dehydrogenase	0	1
7	33	17	2	3	3	31	13	16	44	18	13	11	23	23	6	7	5	2	35	11	10	17	0	30	32	9	0	4	17	4	2	13	8	3	0	26	3	12	5	20	22	3	9	0	1	16	12	4	2	27	11	3	3	32	32	13	9	3	761	0.0631	-0.0524	128.57	0.7878	0.4797	0.7456	0.7531	0.4366	0.7318	11778	14066	direct	GsYM18_RS00040	WP_119331368.1		HAMP domain-containing protein	0	1
3	27	18	3	3	2	26	15	15	23	12	4	9	17	15	1	5	1	0	24	9	5	10	1	24	22	6	0	5	9	4	1	11	10	1	2	10	1	4	5	14	20	2	9	1	1	11	3	0	0	14	5	1	3	12	21	2	4	5	515	0.0524	-0.0590	128.10	0.7902	0.4542	0.7411	0.7371	0.3810	0.7278	14063	15613	direct	GsYM18_RS00045	WP_119331369.1		response regulator	0	1
6	27	15	5	3	2	16	9	19	32	12	7	6	17	11	7	8	5	0	19	2	4	9	0	9	29	7	0	5	9	6	1	6	8	1	4	16	1	4	1	16	16	8	11	2	1	5	2	1	4	18	3	0	2	12	16	4	12	2	498	0.0783	-0.3675	130.01	0.7578	0.4845	0.7987	0.7733	0.4679	0.7278	15618	17117	direct	GsYM18_RS00050	WP_119331370.1		PAS domain S-box protein	0	1
