"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"KN400_RS01210",444,0.0766,-0.2788,130.72,0.7258,0.4286,0.5873,0.0775411585090511,0.266039449234316,-0.693466400757299,"","chromosomal replication initiator protein DnaA",0
"KN400_RS01215",371,0.0755,-0.0553,129.02,0.7744,0.4318,0.5043,-0.371185471213859,0.0906683874992406,-0.532417349289751,"","DNA polymerase III subunit beta",0
"KN400_RS01220",364,0.0687,-0.2599,130.14,0.7203,0.4633,0.3983,0.282833943469112,-0.395285360864502,0.541478072267371,"","DNA replication and repair protein RecF",0
"KN400_RS01225",794,0.0743,-0.2889,129.65,0.8625,0.437,0.5311,-0.954416097751985,-0.289324094786831,0.10456779657128,"","DNA topoisomerase (ATP-hydrolyzing) subunit B",0
"KN400_RS01230",856,0.0561,-0.339,129.78,0.8928,0.4217,0.4683,-1.25828023553168,-0.669973252921184,-0.14990178969129,"","DNA gyrase subunit A",0
"KN400_RS01235",521,0.0921,-0.2432,132.01,0.7753,0.5348,0.4444,-0.232938034618547,0.556644538056597,1.18781723163835,"","HEAT repeat domain-containing protein",0
"KN400_RS01240",334,0.0449,0.2512,123.86,0.788,0.5063,0.4048,-0.249490440842058,0.68856747562394,0.864375100902466,"gpsA","glycerol-3-phosphate dehydrogenase (NAD(P)(+))",0
"KN400_RS01245",761,0.0618,-0.0682,128.68,0.7754,0.4723,0.4211,-0.145383063592739,0.206127072480701,0.514296754025959,"","PAS domain-containing sensor histidine kinase",0
"KN400_RS01250",515,0.0505,-0.0598,128.28,0.7943,0.442,0.4267,-0.365766938677808,-0.465666130764023,0.491543082440107,"","hybrid sensor histidine kinase/response regulator",0
"KN400_RS01255",498,0.0783,-0.3633,130.34,0.7702,0.4762,0.451,-0.105683098530365,-0.176924064800658,0.299362261594512,"","PAS domain-containing sensor histidine kinase",0
"KN400_RS01260",726,0.0758,-0.1988,129.83,0.8216,0.4288,0.4625,-0.730873323084325,0.0846892833191707,-0.16003786626713,"","PAS domain-containing protein",0
"KN400_RS01265",307,0.0651,-0.3114,131.52,0.8114,0.4579,0.4615,-0.764116947323437,0.581935405888242,-0.181897883512122,"","daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein",0
"KN400_RS01270",468,0.0662,-0.1024,126.14,0.8204,0.4213,0.3913,-0.639189316381766,-0.735910179906293,0.0918856471328249,"","protoporphyrinogen oxidase",0
"KN400_RS01275",141,0.0638,-0.1894,133.4,0.7481,0.3778,0.5217,-0.102692307139866,-0.67423508804549,-1.50107342586967,"","MarR family transcriptional regulator",0
"KN400_RS01280",293,0.0922,-0.5123,127.39,0.7465,0.4583,0.4667,-0.2080904302854,0.367124915399829,0.174276580787536,"","integrase",0
"KN400_RS01285",320,0.0563,-0.5306,131.56,0.8025,0.4841,0.5,-0.327596426436853,-0.348648787681874,-0.351757701485801,"","peptidyl-prolyl cis-trans isomerase",0
