Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
1	31	14	1	2	0	19	4	7	31	15	2	2	11	11	0	15	0	0	15	1	1	20	0	11	32	2	0	4	10	0	0	13	8	1	0	13	0	0	1	19	18	0	13	0	0	4	8	0	1	13	13	0	0	7	31	0	11	3	449	0.0780	-0.2984	130.36	0.9385	0.4943	0.3334	0.4724	0.3985	0.7377	76	1428	direct	STAUR_RS00005	WP_013373925.1	dnaA	chromosomal replication initiator protein DnaA	0	0
0	19	6	0	4	0	11	3	4	13	5	1	3	18	4	0	11	1	0	10	1	1	5	0	10	23	0	0	7	5	1	0	14	9	0	2	13	0	1	2	10	12	0	3	0	0	5	5	1	1	7	10	0	0	6	13	2	6	3	304	0.0691	-0.2276	129.40	0.9107	0.4605	0.4343	0.5462	0.2796	0.6672	1455	2372	direct	STAUR_RS00010	WP_002610198.1		oxidoreductase	0	0
1	11	4	1	4	0	11	2	3	5	10	1	3	12	2	0	1	2	0	9	3	0	3	0	8	2	2	0	0	11	3	1	9	2	2	0	7	0	0	0	9	1	1	12	0	0	8	2	3	1	7	3	0	0	6	6	2	4	3	210	0.1000	-0.2338	126.23	0.8325	0.3054	0.6519	0.5791	0.4270	0.6228	2632	3267	direct	STAUR_RS00015	WP_013373927.1		prepilin-type N-terminal cleavage/methylation domain-containing protein	0	0
1	15	2	0	3	1	11	3	3	8	10	2	2	9	3	1	3	1	0	6	4	0	2	0	9	3	0	0	2	11	3	0	9	4	1	0	12	0	0	0	10	0	1	9	1	0	5	0	2	1	12	3	1	0	8	4	1	3	1	211	0.0900	-0.3687	127.21	0.8544	0.3204	0.5988	0.5666	0.3837	0.6377	3325	3963	direct	STAUR_RS00020	WP_002610102.1		prepilin-type N-terminal cleavage/methylation domain-containing protein	0	0
0	2	3	0	0	0	3	2	0	3	3	0	2	7	3	0	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	2	1	2	3	0	1	0	1	0	5	4	1	1	0	1	2	1	0	0	0	2	1	1	2	3	0	0	0	70	0.0714	-0.7871	125.16	0.7941	0.4853	0.7335	0.6020	0.3182	0.4925	3960	4175	complement	STAUR_RS43715	WP_148273207.1		hypothetical protein	0	1
0	16	18	0	1	1	5	0	3	12	6	0	1	8	7	0	7	0	0	7	1	0	4	0	12	7	0	0	0	1	0	0	3	3	0	1	2	0	1	2	6	6	1	3	0	0	2	4	1	0	1	3	0	0	6	9	0	1	0	175	0.0514	+0.1840	123.55	0.9360	0.4651	0.3429	0.4770	0.3200	0.6784	4246	4776	complement	STAUR_RS00025	WP_002610087.1		TetR/AcrR family transcriptional regulator	0	1
1	7	16	0	1	0	5	0	3	7	2	1	2	7	6	3	2	1	0	3	6	1	2	0	6	4	2	0	0	1	0	1	6	3	0	0	4	0	0	1	6	3	0	4	0	0	0	1	0	0	8	3	0	1	3	9	0	1	0	148	0.0473	+0.1581	121.37	0.8392	0.4965	0.6363	0.5661	0.2326	0.5676	4959	5408	direct	STAUR_RS00030	WP_002610050.1		4-oxalocrotonate tautomerase	0	0
1	2	6	0	1	0	3	3	4	6	2	0	1	5	1	1	1	0	0	1	0	1	2	0	5	4	3	0	0	0	0	0	3	1	0	2	3	0	1	2	5	3	0	1	0	1	1	2	1	0	1	1	0	0	3	4	0	1	0	89	0.0337	-0.5753	128.09	0.7753	0.4719	0.7687	0.6871	0.2500	0.4572	5691	5963	direct	STAUR_RS41165	WP_049805094.1		hypothetical protein	0	0
2	12	17	1	1	0	16	9	0	12	11	0	1	21	7	1	7	0	0	12	1	0	17	0	8	20	0	0	1	11	0	0	10	10	0	2	13	0	0	0	8	6	0	10	1	0	2	4	1	0	8	14	0	0	6	17	1	7	0	316	0.0570	-0.2516	124.64	0.9351	0.4968	0.3467	0.4368	0.4526	0.7633	6228	7181	complement	STAUR_RS00040	WP_037582943.1		hypothetical protein	0	1
2	6	10	0	0	0	11	3	2	18	4	0	1	16	7	1	3	1	0	7	1	1	5	0	7	22	0	0	2	2	1	2	5	5	0	0	7	0	1	0	12	13	0	1	0	0	1	2	0	0	5	3	0	0	2	18	0	4	0	223	0.0583	-0.2955	129.82	0.9299	0.5607	0.3663	0.4742	0.3051	0.6988	7344	8018	direct	STAUR_RS00045	WP_013373930.1		response regulator transcription factor	0	0
