"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"A6070_RS00005",183,0.0656,0.1798,125,0.7389,0.5889,0.4,-0.428111774703697,1.68176406857938,-1.3180564811232,"","hypothetical protein",0
"A6070_RS00010",226,0.0575,0.1814,114.86,0.6742,0.3937,0.4176,-0.101725454251579,-0.620613831654707,1.4135895766889,"","hypothetical protein",0
"A6070_RS00015",199,0.0754,-0.0698,115.34,0.6853,0.4416,0.3765,-0.0768678814011039,0.233859130589477,0.988926823684484,"","hypothetical protein",0
"A6070_RS00020",474,0.0717,0.0821,115.66,0.6872,0.4809,0.359,-0.123210910738618,0.822132096074611,0.268686200194865,"","hypothetical protein",0
"A6070_RS00025",391,0.0997,-0.279,130.62,0.6497,0.5829,0.314,0.167086345323253,1.2326010676898,-0.819960643078577,"","hypothetical protein",0
"A6070_RS00030",296,0.0473,-0.0149,127.75,0.7032,0.5159,0.4333,-0.376389155076369,0.718253421204188,-0.942834469129804,"","3-keto-5-aminohexanoate cleavage protein",0
"A6070_RS00035",158,0.0823,-0.6076,134.36,0.6781,0.5205,0.5152,0.143511232750958,0.249781677454351,-2.50182330620553,"","N-acetyltransferase",0
"A6070_RS00040",426,0.0634,-0.154,128.52,0.7398,0.4843,0.3475,-0.925009467812202,0.0976866577187487,-0.00288284865253334,"","insulinase family protein",0
"A6070_RS00045",223,0.148,0.1027,133.77,0.6963,0.528,0.4048,-0.694274569310771,0.392942481452451,0.130265847863767,"","DUF2270 domain-containing protein",0
"A6070_RS00050",330,0.0667,-0.117,129.21,0.7405,0.5127,0.3805,-0.673974549085547,0.882398208352861,0.576265923359205,"","porphobilinogen synthase",0
"A6070_RS00055",516,0.0523,0.0603,124.33,0.7421,0.5256,0.35,-0.523922689110694,0.953802843771009,-0.758277006032763,"","uroporphyrinogen-III C-methyltransferase",0
"A6070_RS00060",314,0.0287,-0.0102,126.43,0.737,0.539,0.3232,-0.552161878706291,0.631455382600862,-0.0266482210656119,"","hydroxymethylbilane synthase",0
"A6070_RS00065",441,0.0567,-0.1327,129.12,0.6836,0.5058,0.3973,-0.242065804065051,-0.0472213915113425,0.516836548273979,"","glutamyl-tRNA reductase",0
"A6070_RS00070",275,0.1455,0.8564,128.42,0.7237,0.5642,0.3011,-0.0452305253394521,0.931894939264993,-0.630694775549365,"","c-type cytochrome biogenesis protein CcsB",0
"A6070_RS00075",221,0.0407,0.1882,123.24,0.7523,0.5275,0.2838,-0.499181255969407,0.766201813852809,-1.17530005959634,"","bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase",0
"A6070_RS00080",191,0.0628,0.2026,125.88,0.7021,0.5319,0.4035,-0.155745190534501,1.10606941809119,-0.000331292371243579,"","SIS domain-containing protein",0
"A6070_RS00085",108,0.0648,0.1667,124.49,0.6321,0.434,0.5,-0.0659805568064677,-0.68002809213459,1.60047614000272,"","thioredoxin",0
"A6070_RS00090",166,0.0482,-0.6976,132.31,0.7152,0.5636,0.3265,-0.482708062277452,1.3802115339406,0.735945571075428,"","DUF615 domain-containing protein",0
"A6070_RS00095",148,0.0473,0.0628,123.54,0.7034,0.5517,0.4545,-0.186399324011342,0.968026439706135,-0.727961476342522,"","D-tyrosyl-tRNA(Tyr) deacylase",0
"A6070_RS00100",281,0.0676,0.0096,125.68,0.6873,0.4873,0.3852,-0.382554206511102,0.731198556257281,1.13991195869013,"","deoxyribonuclease IV",0
"A6070_RS00105",219,0.0822,-0.1616,131.12,0.7346,0.5118,0.431,-0.600948570857427,0.272134073549828,0.410000367754248,"","pyrimidine 5'-nucleotidase",0
"A6070_RS00110",142,0.0986,-0.1725,132.67,0.7557,0.5038,0.3958,-0.876253123932423,0.364644891991641,0.20822861495974,"","HIT family protein",0
