"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"PPRO_RS00005",449,0.0913,-0.2423,131.92,0.7189,0.371,0.5746,0.0786901785585761,-1.16721841532292,0.880340103403031,"dnaA","chromosomal replication initiator protein DnaA",0
"PPRO_RS00010",372,0.078,-0.1288,130,0.7423,0.3221,0.5826,-0.222926438942461,-1.71438777405384,0.687077001104842,"","DNA polymerase III subunit beta",0
"PPRO_RS00015",374,0.0749,-0.4885,131.29,0.735,0.3989,0.4915,-0.18989718221552,-1.04997644509169,0.774436786781382,"recF","DNA replication/repair protein RecF",0
"PPRO_RS00020",801,0.0699,-0.3559,130.01,0.8314,0.4381,0.5298,-0.898063697652882,-0.463905421628147,-1.09279430635436,"gyrB","DNA topoisomerase (ATP-hydrolyzing) subunit B",0
"PPRO_RS00025",842,0.057,-0.2963,130.2,0.8573,0.3985,0.4968,-1.0660480546111,-0.8307517450997,-1.33660485083724,"gyrA","DNA gyrase subunit A",0
"PPRO_RS00030",525,0.0762,-0.1966,131.12,0.8257,0.503,0.4085,-0.750470029318009,0.631201810262923,-0.511316858879825,"","hypothetical protein",0
"PPRO_RS00035",338,0.0473,0.2065,124.31,0.8677,0.4708,0.3826,-0.963694484424366,0.759858092072867,-0.659963654351551,"","NAD(P)-dependent glycerol-3-phosphate dehydrogenase",0
"PPRO_RS00040",340,0.0912,-0.3985,133.9,0.5227,0.5227,0.42,1.46141438759055,0.152573813826545,-0.354639687875648,"","hypothetical protein",0
"PPRO_RS00045",149,0.0805,0.0926,129.75,0.3241,0.5034,0.4889,3.33415914903679,-1.04483473865017,-0.868860104073824,"","death-on-curing family protein",0
"PPRO_RS00050",427,0.0445,-0.371,127.92,0.7451,0.5583,0.4043,-0.00946436572480595,1.2834864157755,0.0525405559283767,"rmuC","DNA recombination protein RmuC",0
"PPRO_RS00055",157,0.0382,0.014,124,0.8421,0.5197,0.4706,-0.830403293856176,1.68044489338627,0.287264394133233,"","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",0
"PPRO_RS00060",301,0.0831,-0.6243,126.79,0.8691,0.4329,0.514,-1.14250061677699,-0.445690596277119,-0.679585425706689,"","DnaJ domain-containing protein",0
"PPRO_RS00065",468,0.0641,-0.0632,126.1,0.7965,0.4801,0.4052,-0.48325961521125,0.673890278370721,-0.0253143002404533,"hemG","protoporphyrinogen oxidase",0
"PPRO_RS00070",246,0.0854,-0.3565,132.67,0.7735,0.5214,0.5,-0.165641748996848,1.44460102270423,1.279318104685,"","M48 family metallopeptidase",0
"PPRO_RS00075",326,0.0828,-0.0374,126.61,0.8381,0.3587,0.4818,-0.837190893707581,-0.650436396599286,-1.31796854217427,"fabH","ketoacyl-ACP synthase III",0
"PPRO_RS00080",108,0.0463,0.8972,120.64,0.781,0.5048,0.5294,-0.323058794830737,1.08860257163077,-0.118213614217406,"","hypothetical protein",0
"PPRO_RS00085",265,0.083,-0.1143,127.28,0.7773,0.4141,0.3978,-0.441008817705851,-0.347774148619035,-0.0623946537538184,"","inositol monophosphatase",0
