"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"GM21_RS00005",459,0.0871,-0.5022,132.32,0.7833,0.4673,0.6129,0.0132136862262951,-0.170005737654215,0.343971046710968,"","chromosomal replication initiator protein DnaA",0
"GM21_RS00010",371,0.0782,-0.1628,131.35,0.831,0.3972,0.6759,-0.53197246760405,0.823979665799221,-0.13416717190728,"","DNA polymerase III subunit beta",0
"GM21_RS00015",363,0.0826,-0.3656,132.29,0.8225,0.5127,0.5876,-0.328360493507581,-1.08059470150034,-0.426136279556167,"","DNA replication and repair protein RecF",0
"GM21_RS00020",795,0.0767,-0.3053,130.07,0.8697,0.4232,0.624,-0.780693890482326,0.733886876108224,-0.278278535265728,"gyrB","DNA topoisomerase (ATP-hydrolyzing) subunit B",0
"GM21_RS00025",835,0.0575,-0.2995,130.36,0.9129,0.408,0.5795,-1.18109623004701,0.756350398036206,0.340611926429901,"","DNA gyrase subunit A",0
"GM21_RS00030",504,0.0913,-0.1972,131,0.8381,0.4365,0.3816,-0.415775816262803,-0.278350612401754,0.515897298104431,"","HEAT repeat domain-containing protein",0
"GM21_RS00035",334,0.0569,0.1431,125.17,0.8527,0.4107,0.4762,-0.669780147402003,0.0793835502653694,-0.0800132927234904,"","glycerol-3-phosphate dehydrogenase (NAD(P)(+))",0
"GM21_RS00040",754,0.0584,-0.0801,128.64,0.8573,0.454,0.5337,-0.645075539565265,-0.600904141311966,-0.404370765952519,"","PAS domain-containing sensor histidine kinase",0
"GM21_RS00045",508,0.0472,-0.152,127.41,0.8839,0.4705,0.4634,-0.887548873931041,-0.696293876998319,-0.0468396659298587,"","hybrid sensor histidine kinase/response regulator",0
"GM21_RS00050",362,0.0829,-0.4478,130.61,0.7835,0.5242,0.404,0.111414623263296,-0.740576431108284,0.418361494014471,"","PAS domain-containing protein",0
"GM21_RS00055",714,0.077,-0.184,130.03,0.8847,0.4073,0.4927,-0.836035781086554,-0.239102686483449,0.276757833482956,"","PAS domain-containing protein",0
"GM21_RS00060",307,0.0717,-0.2427,130.61,0.875,0.4595,0.5116,-0.650272145748852,-0.400753211070791,-0.227474481484539,"","daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein",0
"GM21_RS00065",250,0.136,0.7324,128.4,0.8661,0.3013,0.5684,-0.670953539571694,0.537051608706341,0.455366407134024,"","ABC transporter permease",0
"GM21_RS00070",357,0.098,-0.5042,131.56,0.9094,0.3626,0.5849,-1.17406758533249,1.2060059702543,0.172173269785835,"","radical SAM/SPASM domain-containing protein",0
"GM21_RS00075",338,0.0799,0.0846,128.79,0.8991,0.3849,0.534,-0.963324470045974,1.25287531455649,0.342327943258407,"","uroporphyrinogen decarboxylase",0
"GM21_RS00080",316,0.0728,-0.131,133.39,0.8191,0.4145,0.6067,-0.41132775589521,0.376463089080092,-0.251420581364668,"corA","magnesium and cobalt transport protein CorA",0
"GM21_RS00085",289,0.0484,-0.1087,123.56,0.7673,0.4473,0.4615,-0.0578894202045591,-0.748268836071018,-1.04046649483113,"","two-component sensor histidine kinase",0
"GM21_RS00090",92,0.0761,-0.4217,128.35,0.6703,0.6044,0.3462,1.17161499999544,-1.14372205588246,-0.225239730886843,"","GIY-YIG nuclease family protein",0
"GM21_RS00095",344,0.0872,-0.2203,126.01,0.8072,0.4398,0.5769,-0.164424787730554,0.0746707851906638,-0.529521972131697,"","cytochrome c biogenesis protein CcsA",0
"GM21_RS00100",468,0.0406,-0.081,124.49,0.9049,0.3628,0.3675,-0.959283105715404,0.619083556584646,1.03531573148907,"gltA","glutamate synthase (NADPH), homotetrameric",0
"GM21_RS00105",281,0.0427,0.1452,122.86,0.8346,0.3529,0.4725,-0.54017269849778,1.18827615537553,-0.119392461897758,"","ferredoxin-NADP+ reductase subunit alpha",0
"GM21_RS00110",290,0.1207,1.0407,127.79,0.8273,0.3813,0.6387,-0.330540515941255,0.536828582579635,0.234129679364596,"","EamA/RhaT family transporter",0
"GM21_RS00115",172,0.0872,-0.1953,129.55,0.5663,0.506,0.5439,1.90669670233066,-0.133365495044986,-0.310115536737982,"","hypothetical protein",0
"GM21_RS00120",62,0.0161,-0.5823,124.56,0.4833,0.4167,0.3846,2.53117627970495,-0.375857916567314,-0.29746143531525,"","hypothetical protein",0
"GM21_RS00125",279,0.1004,-0.1115,128.47,0.8431,0.365,0.5096,-0.545597343928769,1.52421619776142,0.409061599848707,"","heterodisulfide reductase subunit F",0
"GM21_RS00130",335,0.0836,-0.2734,128.07,0.8571,0.3891,0.4857,-0.66742963556837,0.103293825523827,0.443677330229374,"","heterodisulfide reductase subunit A",0
