"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"MYSTI_RS00005",449,0.0802,-0.3122,131.34,0.9045,0.4705,0.4638,-0.248926054831097,-0.310552036361105,-0.0863649776076608,"dnaA","chromosomal replication initiator protein DnaA",0
"MYSTI_RS00010",647,0.0402,-0.2363,126.7,0.8908,0.5269,0.2781,0.226580219985019,0.0663055264352213,0.321318609119681,"","hypothetical protein",0
"MYSTI_RS00015",159,0.0377,-0.5881,129.72,0.9032,0.6065,0.2353,-0.0930817197377456,1.18295460571996,0.629471640512742,"","DUF2267 domain-containing protein",0
"MYSTI_RS00020",262,0.0992,0.7592,124.91,0.9124,0.5378,0.4533,0.124318366688386,0.891443182542501,0.385561022096449,"","hypothetical protein",0
"MYSTI_RS00025",467,0.0792,-0.2608,128.29,0.9495,0.444,0.4014,-0.936941030135105,-0.639639128637103,-0.759855401627134,"","insulinase family protein",0
"MYSTI_RS00030",502,0.0498,-0.0751,122.61,0.9654,0.5102,0.3072,-1.07550286981834,0.2134752418893,-0.389549826372903,"","insulinase family protein",0
"MYSTI_RS00035",94,0.0319,-1.2872,128.36,0.8495,0.3871,0.2963,0.440215753477598,-1.07104174339528,-1.34213321425364,"","hypothetical protein",0
"MYSTI_RS00040",300,0.12,-0.7033,136.24,0.8425,0.4932,0.5233,1.05560366630774,-0.0154866333673818,0.565581464636652,"","hypothetical protein",0
"MYSTI_RS00045",612,0.0801,-0.2725,129.83,0.9178,0.549,0.4091,-0.281539816613545,0.827660413979873,-0.701514928636337,"","hypothetical protein",0
"MYSTI_RS00050",413,0.0799,0.8419,121.95,0.947,0.4621,0.416,-0.795227843022209,-0.208934366789094,0.18578826427408,"","MFS transporter",0
"MYSTI_RS00055",594,0.0505,-0.2293,121.48,0.9141,0.3247,0.2952,-0.58679658757954,-2.19283724442237,-0.200400800311605,"","hypothetical protein",0
"MYSTI_RS00060",319,0.0439,-0.2843,126,0.9045,0.3726,0.3232,-0.12699893769773,-1.55728171325679,0.472612167456521,"","hypothetical protein",0
"MYSTI_RS00065",259,0.0463,0.1533,122.53,0.8527,0.5853,0.3,0.448280143887525,0.957768854835266,1.09043492312306,"","methyltransferase",0
"MYSTI_RS00070",613,0.0914,-0.0282,121.47,0.9139,0.5405,0.4756,-0.174995021303041,1.2006134100793,0.331600924149786,"","PHB depolymerase family esterase",0
"MYSTI_RS00075",321,0.0561,-0.21,129.47,0.9489,0.4856,0.3939,-1.00782802863196,0.18802973148719,-0.477500536676805,"gshB","glutathione synthase",0
"MYSTI_RS00080",531,0.0546,-0.3134,126.82,0.9511,0.5245,0.36,-0.797537927916842,0.445525720012918,-0.879958425154451,"","protein kinase",0
"MYSTI_RS00085",275,0.0545,0.2211,122.22,0.8951,0.6629,0.3333,0.217449720449666,1.76772387287348,0.257890919157397,"","tetratricopeptide repeat protein",0
"MYSTI_RS00090",295,0.0169,0.1732,116.17,0.8567,0.5597,0.1639,0.283088009289633,1.16584167064223,-0.281505532198463,"","hypothetical protein",0
"MYSTI_RS00095",98,0.051,-0.5204,134.76,0.875,0.4479,0.3846,0.701517170083788,-0.741346710536906,1.44736588459053,"","hypothetical protein",0
"MYSTI_RS00100",94,0.0319,-0.0947,126.11,0.8913,0.5109,0.1667,0.448155452334114,0.307727955803065,-1.96645218506841,"","hypothetical protein",0
"MYSTI_RS00105",304,0.0559,0.0391,120.54,0.9054,0.4426,0.3804,-0.135759440819868,-0.250757656921365,0.62432449073241,"","hypothetical protein",0
"MYSTI_RS00110",710,0.0606,-0.1106,124.11,0.8916,0.526,0.3237,-0.154532764856553,0.615987691124676,-0.0327931105946235,"","tenascin-X",0
"MYSTI_RS42780",761,0.0578,-0.3949,125.3,0.7327,0.5305,0.4397,2.37199912690512,0.0874951774401551,-1.33414172038595,"","DUF4166 domain-containing protein",0
"MYSTI_RS00125",235,0.034,-0.3183,122.57,0.9607,0.3668,0.2973,-1.10152626420263,-1.5801722462349,0.243211263213777,"","DUF2807 domain-containing protein",0
"MYSTI_RS00130",844,0.0355,-0.4633,124.32,0.9113,0.5164,0.3333,-0.286306281712272,-0.115503293313191,0.0674393158884704,"","protein kinase",0
"MYSTI_RS00135",137,0.0146,-0.3577,127.45,0.8507,0.4179,0.2727,0.497837081813477,-1.22548766822597,-0.485335274049743,"","helix-turn-helix transcriptional regulator",0
"MYSTI_RS00140",630,0.0635,-0.1187,126.36,0.925,0.5449,0.3669,-0.559336911831048,1.17216797154815,-0.905825442027871,"","RNB domain-containing ribonuclease",0
"MYSTI_RS00145",414,0.0821,-0.0705,123.75,0.8963,0.4395,0.5359,-0.103765609581592,0.34911290432773,-0.295179429084852,"","hypothetical protein",0
"MYSTI_RS00150",244,0.0779,-0.1389,126.06,0.9576,0.3983,0.3562,-0.721124617686128,-1.09419849291062,0.826934722334272,"","hypothetical protein",0
"MYSTI_RS00155",167,0.0419,-0.3952,127.03,0.8667,0.4848,0.3571,0.219512892781565,-0.539757994265639,0.958246072669985,"","YkgJ family cysteine cluster protein",0
"MYSTI_RS00160",521,0.0441,0.1154,118.41,0.8297,0.4599,0.3007,0.823668146915131,-0.391991469564932,0.0951831986033338,"","hypothetical protein",0
"MYSTI_RS00165",679,0.0839,-0.3624,130.27,0.9303,0.5263,0.3604,-0.882753303253483,0.57406902386853,-1.59141886048371,"","hypothetical protein",0
"MYSTI_RS00170",324,0.0679,-0.6346,127.78,0.9408,0.405,0.375,-0.989632725661553,-0.972195837429635,-0.357805129831392,"","NYN domain-containing protein",0
"MYSTI_RS40365",145,0.0276,-0.1876,124.25,0.8913,0.4855,0.3243,0.370485664876518,-0.0337469151997322,-0.500945970038657,"","hypothetical protein",0
"MYSTI_RS00180",363,0.0551,-0.3361,127.02,0.9513,0.384,0.4296,-1.1733604082602,-1.27422538708294,-0.133957379939129,"","fructose-bisphosphate aldolase class II",0
"MYSTI_RS00185",257,0.0545,-0.0171,125.54,0.9109,0.4696,0.2073,-0.417871222965067,-0.56858774565372,0.48037925739872,"","haloacid dehalogenase-like hydrolase",0
"MYSTI_RS00190",295,0.0576,-0.1431,128.59,0.9568,0.5935,0.3103,-0.778412213047024,1.23191681986423,0.294761286643043,"","hypothetical protein",0
"MYSTI_RS00195",333,0.0601,-0.0492,124.71,0.9598,0.5108,0.3645,-1.03917850837806,0.251177402337812,-0.668784043123241,"","ABC transporter substrate-binding protein",0
"MYSTI_RS00200",258,0.0891,0.7942,125.77,0.9506,0.4691,0.4,-0.702725927229878,0.0263187580493246,0.194900468988409,"","ABC transporter permease",0
"MYSTI_RS00205",302,0.043,-0.1477,128.43,0.9273,0.3495,0.266,-0.41490539142074,-1.64272894962084,0.392555829276132,"","ABC transporter ATP-binding protein",0
"MYSTI_RS00210",548,0.0511,-0.0631,125.28,0.9182,0.6227,0.3923,-0.0255897198883836,1.57709974784298,0.632143546179335,"","serine/threonine protein kinase",0
"MYSTI_RS40370",225,0.0444,-0.5142,125.7,0.8657,0.5046,0.2615,0.453623754381707,-0.536184790915596,0.388563163604817,"","tetratricopeptide repeat protein",0
"MYSTI_RS00225",361,0.0693,-0.0299,125.4,0.8739,0.4258,0.453,0.245850395889694,-1.06905101485494,1.00089513306115,"","glucose 1-dehydrogenase",0
"MYSTI_RS00230",617,0.107,-0.2373,130.53,0.9605,0.4553,0.4603,-0.984564238496759,0.28080518285271,-0.398285449607992,"","glycoside hydrolase family 15 protein",0
"MYSTI_RS00235",394,0.0888,-0.0327,127.39,0.9358,0.5053,0.4825,-0.722714726497381,0.487635144788911,0.0894308506581191,"","hypothetical protein",0
"MYSTI_RS00240",173,0.0983,-0.2162,130.39,0.9102,0.515,0.4043,-0.205195879938302,0.750473314107042,-0.603700016919342,"","hypothetical protein",0
"MYSTI_RS00245",371,0.0863,-0.3173,130.18,0.9358,0.4246,0.376,-0.79221621305295,-0.358600678309853,-0.917821364021047,"","DUF2183 domain-containing protein",0
"MYSTI_RS00250",719,0.0682,-0.2253,129.85,0.9528,0.475,0.3925,-0.806587412481117,0.0772426573416839,-0.839542205718182,"ppk1","polyphosphate kinase 1",0
"MYSTI_RS00260",759,0.0501,-0.1792,128.2,0.9432,0.5946,0.3721,-0.640435753010023,1.17017830681878,-0.0208640643564405,"","PAS domain-containing sensor histidine kinase",0
"MYSTI_RS00265",148,0.027,-0.5101,128.89,0.9172,0.4483,0.2564,-0.481491923756514,-1.11571718801119,1.34646248350207,"","cupin domain-containing protein",0
"MYSTI_RS00270",313,0.0319,-0.4272,125.07,0.918,0.5016,0.2755,-0.464635049007796,-0.583491090594303,-0.126029481935969,"","TIGR02266 family protein",0
"MYSTI_RS00275",449,0.0713,-0.229,126.72,0.9492,0.3834,0.3376,-0.968302432546849,-1.10274685538292,-0.274174844992536,"","RtcB family protein",0
"MYSTI_RS00280",115,0.0435,-0.3991,124.01,0.8509,0.6754,0.4583,0.417724127012587,2.00429286894032,-0.0665908473009043,"","hypothetical protein",0
"MYSTI_RS40375",242,0.0702,-0.245,128.51,0.8903,0.3797,0.3165,0.0308387208810819,-1.16736552204453,0.299346793360283,"","class I SAM-dependent methyltransferase",0
"MYSTI_RS00290",302,0.0265,-0.5205,125.98,0.8716,0.4426,0.26,0.202138915714712,-1.12784655801206,-0.264753640681998,"","hypothetical protein",0
"MYSTI_RS00295",293,0.0478,-0.1587,128.56,0.9123,0.614,0.3864,0.143848650714576,1.48020348271204,0.692611162245257,"","sigma-70 family RNA polymerase sigma factor",0
"MYSTI_RS00300",101,0.0198,-0.0554,121.14,0.899,0.6465,0.4118,-0.0851164908789397,1.27903807133874,-0.254170082183448,"","outer membrane secretin family protein",0
"MYSTI_RS00305",468,0.0534,-0.1496,125.14,0.86,0.5222,0.3043,0.494134978750562,0.103135515602631,0.569485944051301,"","protein kinase",0
"MYSTI_RS00310",466,0.0494,-0.3019,126.45,0.8998,0.5991,0.2796,-0.00873001902156732,1.1000567083536,-0.157726426324853,"","serine/threonine protein kinase",0
"MYSTI_RS00315",241,0.0373,-0.6618,125.96,0.9156,0.5156,0.3134,-0.50260774064485,0.101197519335588,0.172235233711882,"","DUF4142 domain-containing protein",0
"MYSTI_RS00320",154,0.0714,-0.0591,129.01,0.9597,0.3758,0.3684,-1.18535434697406,-1.25142192291243,0.198326805939594,"","PaaI family thioesterase",0
"MYSTI_RS00325",149,0.0738,0.1423,126.51,0.9048,0.3946,0.4259,-0.434479248178231,-0.893464940830032,-0.444246820259944,"","PaaI family thioesterase",0
"MYSTI_RS00330",1130,0.0814,-0.4245,127.49,0.9481,0.5278,0.4102,-1.01076982508438,0.652836738879686,-1.10071189194378,"","amidohydrolase family protein",0
"MYSTI_RS00335",458,0.0721,-0.4454,130.7,0.9595,0.455,0.3185,-1.01024566553508,-0.836643536834408,-0.00198875920672213,"","DUF1570 domain-containing protein",0
"MYSTI_RS00340",339,0.1239,-0.0953,129.08,0.9569,0.4954,0.6036,-0.956605462557326,0.466471387598316,-0.399177508017133,"","deoxyhypusine synthase",0
"MYSTI_RS00345",182,0.0714,0.6308,121.04,0.9186,0.2035,0.2623,-0.407339889403651,-3.38633708537398,2.38658614695433,"","DoxX family protein",0
"MYSTI_RS00350",200,0.06,-0.2385,126.41,0.8838,0.2172,0.2877,0.232011463734382,-3.77612974965435,0.55406818490573,"","TetR/AcrR family transcriptional regulator",0
"MYSTI_RS00355",222,0.1036,-0.4811,129.66,0.8216,0.4977,0.5139,1.30426138373798,0.359382967185783,1.86837122262098,"","TIGR02269 family lipoprotein",0
"MYSTI_RS00360",239,0.0711,-0.3967,128.92,0.7749,0.4935,0.4286,1.70680911241002,-0.293123684416161,0.0153674877063875,"","hypothetical protein",0
"MYSTI_RS00365",291,0.0584,0.0557,122.89,0.9104,0.6416,0.5362,0.0894029704200481,2.39576543428536,-0.329272069715691,"","SDR family oxidoreductase",0
"MYSTI_RS00370",207,0.0338,-0.3097,127.89,0.875,0.71,0.3889,0.693111242047209,2.66986964556416,0.346627281300823,"","TetR/AcrR family transcriptional regulator",0
"MYSTI_RS00375",568,0.0669,-0.1245,124.45,0.9024,0.4412,0.3051,-0.201855660700869,-0.76516485199123,0.160254718331459,"","DUF1446 domain-containing protein",0
"MYSTI_RS00380",537,0.0764,-0.1285,124.95,0.9423,0.45,0.4865,-0.632527296636444,0.0317135459771031,-0.635382718127901,"","acetyl-CoA carboxylase carboxyltransferase subunit",0
"MYSTI_RS00385",661,0.0575,-0.1508,125.76,0.9315,0.5187,0.3842,-0.592343942596854,0.223048996121063,0.242911505453597,"","acetyl-CoA carboxylase biotin carboxylase subunit",0
"MYSTI_RS00390",405,0.0889,0.6719,123.1,0.9478,0.4099,0.3525,-0.972900918795222,-0.810941225077051,-0.222929167013388,"","MFS transporter",0
"MYSTI_RS00395",122,0.0328,-0.2434,128.7,0.9478,0.4783,0.3333,-0.979723998707527,0.179911001473671,-0.941625306957122,"","DUF59 domain-containing protein",0
"MYSTI_RS00400",356,0.1067,-0.2014,130.29,0.95,0.4912,0.4862,-0.924319181806409,0.312488705894955,-1.32739429685023,"","amidohydrolase",0
"MYSTI_RS00405",773,0.0686,-0.23,128.75,0.9487,0.4845,0.385,-0.861397233066834,0.372551246389294,-0.510292440901558,"","PAS domain S-box protein",0
"MYSTI_RS00410",490,0.0449,0.0249,120.91,0.943,0.6118,0.2881,-0.774593708038351,1.56716886934554,-0.691581848170908,"","M20/M25/M40 family metallo-hydrolase",0
"MYSTI_RS00415",428,0.0631,-0.1311,127.14,0.8942,0.4976,0.3543,-0.119032227943181,0.330810169245001,0.747616149201045,"","GAF domain-containing protein",0
"MYSTI_RS00420",566,0.0724,0.6115,122.43,0.9472,0.4317,0.3314,-0.835631227127379,-0.728570398156565,-0.137038639912618,"","MFS transporter",0
"MYSTI_RS00425",644,0.0978,-0.2095,125.99,0.8392,0.4759,0.452,0.969313131346495,0.260539207425429,1.54828709784788,"","FG-GAP repeat-containing protein",0
"MYSTI_RS00430",649,0.0894,-0.2527,125.53,0.8946,0.4585,0.4444,-0.0606459178964914,0.240711542365255,0.533349698002243,"","FG-GAP repeat-containing protein",0
