Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
9	16	1	5	0	2	7	9	28	6	8	14	3	6	4	4	3	7	22	8	11	26	6	3	7	9	8	7	9	8	24	3	6	6	2	19	2	6	3	6	2	0	5	4	1	6	13	1	8	7	5	5	5	6	5	4	11	4	13	451	0.0953	-0.2687	132.50	0.3607	0.4224	0.9433	0.8173	0.3235	0.3396	109	1467	direct	DSOUD_RS00005	WP_053549065.1		chromosomal replication initiator protein DnaA	0	1
4	4	3	4	0	0	6	18	28	3	3	16	6	5	0	9	2	1	11	4	28	28	4	1	6	6	12	10	5	3	16	5	2	2	7	9	3	5	4	2	4	0	2	0	1	7	5	4	7	10	3	1	3	5	5	2	7	1	7	371	0.0755	-0.1658	131.80	0.2507	0.4875	0.8124	0.7328	0.2870	0.3186	1703	2821	direct	DSOUD_RS00010	WP_053549066.1		DNA polymerase III subunit beta	0	1
8	6	3	8	1	1	4	12	21	5	4	16	10	5	7	4	2	5	8	4	20	9	3	1	12	8	6	4	5	3	14	4	7	4	0	9	12	3	2	11	9	2	8	4	7	4	6	2	1	7	8	7	0	1	4	0	7	4	5	362	0.0856	-0.4041	131.53	0.4006	0.4874	0.9713	0.8334	0.2991	0.3730	2852	3943	direct	DSOUD_RS17640	WP_082350973.1		DNA replication/repair protein RecF	0	1
5	29	12	9	2	3	24	23	51	21	11	19	19	12	11	16	11	7	17	27	20	28	28	1	34	15	14	2	12	19	11	1	8	13	3	8	17	3	6	7	16	9	10	5	3	7	14	5	8	13	21	8	5	8	17	10	9	11	14	794	0.0718	-0.3474	130.65	0.5544	0.4417	0.9914	0.8977	0.4511	0.5009	3957	6344	direct	DSOUD_RS00025	WP_053549069.1	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	0	1
1	43	8	7	2	0	24	26	39	41	12	8	15	23	18	8	7	5	4	52	16	16	35	0	33	33	12	0	3	17	12	0	19	6	0	3	15	1	5	3	26	18	13	8	2	0	21	11	2	2	32	11	1	2	40	12	11	16	5	831	0.0517	-0.2386	129.69	0.7342	0.4273	0.8354	0.7562	0.4513	0.6968	6436	8934	direct	DSOUD_RS00030	WP_053549070.1		DNA gyrase subunit A	0	1
2	22	11	3	1	0	9	5	11	19	6	4	2	5	3	1	3	2	1	9	4	8	12	0	7	13	10	0	4	3	5	0	7	4	0	2	13	1	2	0	11	11	1	5	3	0	4	2	0	0	1	0	0	2	8	5	3	16	4	295	0.1085	-0.4569	133.83	0.7448	0.4966	0.8194	0.7750	0.3861	0.6524	8864	9754	direct	DSOUD_RS00035	WP_096335414.1		hypothetical protein	0	1
5	26	7	0	0	1	8	4	11	13	6	1	7	10	13	3	2	1	2	9	3	7	8	0	14	20	7	1	3	9	3	1	4	8	2	2	6	0	1	2	7	6	1	3	1	1	8	4	0	2	16	3	2	0	17	4	3	3	6	332	0.0542	+0.0873	124.78	0.7508	0.4227	0.8100	0.7381	0.3548	0.6426	9823	10824	direct	DSOUD_RS00040	WP_053549072.1	gpsA	NAD(P)-dependent glycerol-3-phosphate dehydrogenase	0	1
2	8	4	3	0	0	8	5	3	7	7	6	3	3	9	2	1	1	1	9	2	4	6	0	8	6	2	1	0	7	3	0	2	2	0	1	4	0	4	2	2	4	2	3	1	0	3	2	0	0	8	2	1	1	8	4	2	0	3	189	0.0899	-0.0757	128.70	0.7198	0.4780	0.8558	0.7736	0.5085	0.5989	10846	11418	direct	DSOUD_RS00045	WP_053549073.1		hypothetical protein	0	1
1	11	4	1	3	1	7	6	5	1	5	2	3	12	10	5	6	2	0	7	1	4	2	0	13	15	6	1	1	4	2	0	8	3	0	2	9	0	2	1	8	8	5	4	0	0	8	4	0	1	10	1	0	0	9	3	6	2	4	245	0.0653	-0.1224	127.04	0.7531	0.4351	0.8063	0.7096	0.3766	0.6824	11448	12188	direct	DSOUD_RS00050	WP_053549074.1		hypothetical protein	0	1
2	14	4	3	4	4	5	7	9	8	2	3	4	3	5	1	2	3	0	4	1	8	3	0	11	12	3	0	2	3	2	1	6	6	1	0	3	2	3	0	6	7	5	0	2	0	5	3	0	3	6	5	0	0	11	5	6	2	3	228	0.0526	-0.1895	128.98	0.6726	0.4933	0.9122	0.7863	0.3559	0.6003	12222	12911	direct	DSOUD_RS00055	WP_053549075.1	nth	endonuclease III	0	1
