"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"GBEM_RS00005",457,0.0875,-0.4707,132.36,0.7557,0.4525,0.6142,0.169766960040194,0.114561161807595,0.1984723575998,"","chromosomal replication initiator protein DnaA",0
"GBEM_RS00010",371,0.0782,-0.1709,131.58,0.8085,0.4,0.6759,-0.322697092652986,0.442616851302596,0.817386861904481,"","DNA polymerase III subunit beta",0
"GBEM_RS00015",363,0.0799,-0.368,132.36,0.8113,0.5042,0.5567,-0.145597227952442,-1.02425340823075,-0.627447191628529,"","DNA replication and repair protein RecF",0
"GBEM_RS00020",795,0.0742,-0.3245,130.12,0.8786,0.4199,0.6478,-0.91059353863419,0.746157671597169,-0.025078776608075,"gyrB","DNA topoisomerase (ATP-hydrolyzing) subunit B",0
"GBEM_RS00025",835,0.0575,-0.2964,130.29,0.9041,0.3998,0.556,-1.20459075600425,0.783085496428183,-0.0432089499960847,"","DNA gyrase subunit A",0
"GBEM_RS00035",334,0.0569,0.1494,125.39,0.8307,0.4013,0.4815,-0.553608563543868,0.193210510272508,0.436965134592156,"","glycerol-3-phosphate dehydrogenase (NAD(P)(+))",0
"GBEM_RS00040",66,0.1212,-0.1621,138.75,0.4615,0.5385,0.5909,3.71601077509529,-0.313142632014689,0.982919398612933,"","hypothetical protein",0
"GBEM_RS00045",753,0.0584,-0.0948,129.03,0.8361,0.4614,0.5355,-0.457963362984738,-0.946154453593525,0.000221113655713471,"","PAS domain-containing sensor histidine kinase",0
"GBEM_RS00050",510,0.0471,-0.1735,127.49,0.8722,0.4807,0.4628,-0.9184628196404,-0.674862412308011,-0.311591185835911,"","hybrid sensor histidine kinase/response regulator",0
"GBEM_RS00055",362,0.0801,-0.4287,130.38,0.7784,0.5341,0.4118,0.118738781489632,-0.622233873982483,-0.10886303399585,"","PAS domain S-box protein",0
"GBEM_RS00060",714,0.0784,-0.1888,130.23,0.8642,0.4029,0.5075,-0.756969178483248,-0.634368569304345,0.763724495211215,"","PAS domain-containing protein",0
"GBEM_RS00065",307,0.0717,-0.2544,130.61,0.8754,0.4613,0.5238,-0.749188965377216,-0.386661682804996,-0.521372232742109,"","daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein",0
"GBEM_RS00070",250,0.132,0.7504,128.21,0.8536,0.2803,0.6,-0.732768188256951,0.884718600292081,0.922174174501808,"","ABC transporter permease",0
"GBEM_RS00075",357,0.098,-0.4966,131.49,0.8918,0.383,0.5741,-1.11756751177446,1.24460151888917,-0.197195503979373,"","radical SAM/SPASM domain-containing protein",0
"GBEM_RS00080",338,0.0799,0.0772,128.84,0.877,0.3943,0.5429,-0.927223551404823,1.54247915696107,-0.467539438875879,"","uroporphyrinogen decarboxylase",0
"GBEM_RS00085",316,0.0728,-0.1193,133.12,0.8322,0.4211,0.5814,-0.517142308116374,-0.195732063835733,0.0512449997084186,"corA","magnesium and cobalt transport protein CorA",0
"GBEM_RS00090",288,0.0347,-0.1201,122.95,0.7717,0.4529,0.4416,0.0494681748161325,-0.432950588838832,0.601239697937994,"","two-component sensor histidine kinase",0
"GBEM_RS00095",92,0.087,-0.4163,129.75,0.7253,0.5165,0.32,0.480168033062736,-1.76090896649869,-0.211502180453678,"","GIY-YIG nuclease family protein",0
