Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
3	12	17	3	2	0	21	4	16	31	18	5	1	8	7	4	5	4	10	23	2	11	44	1	14	14	2	1	2	15	4	0	8	10	1	2	13	2	5	1	7	1	1	6	2	1	7	7	2	4	13	4	2	1	12	10	4	11	2	459	0.0871	-0.5022	132.32	0.7833	0.4673	0.7541	0.7421	0.6129	0.6150	119	1501	direct	GM21_RS00005	WP_012773716.1		chromosomal replication initiator protein DnaA	0	1
5	6	10	1	2	0	16	0	12	31	17	2	3	10	3	2	3	0	4	28	3	8	27	1	13	12	3	0	0	18	1	0	5	7	0	1	7	2	3	1	5	2	1	6	1	1	13	5	0	0	13	2	0	2	13	12	3	6	3	371	0.0782	-0.1628	131.35	0.8310	0.3972	0.6554	0.6168	0.6759	0.7055	1716	2834	direct	GM21_RS00010	WP_012773717.1		DNA polymerase III subunit beta	0	1
0	9	20	3	2	0	15	6	5	24	15	4	2	12	9	1	2	4	7	10	2	5	18	1	14	21	7	0	3	18	1	1	1	5	0	2	14	4	6	1	11	11	0	2	0	0	6	3	0	0	12	4	1	2	4	11	4	10	0	363	0.0826	-0.3656	132.29	0.8225	0.5127	0.6745	0.6591	0.5876	0.6191	2949	4043	direct	GM21_RS00015	WP_012773718.1		DNA replication and repair protein RecF	0	1
3	25	23	6	3	0	34	10	21	55	30	2	4	38	18	5	14	2	8	45	1	8	48	1	30	39	7	0	7	33	0	0	6	13	2	0	28	2	13	1	17	7	4	9	1	1	18	8	0	3	35	6	1	4	28	18	2	26	2	795	0.0767	-0.3053	130.07	0.8697	0.4232	0.5583	0.5959	0.6240	0.7218	4052	6442	direct	GM21_RS00020	WP_012773719.1	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	0	1
1	30	23	1	1	0	54	2	20	60	22	1	3	39	14	5	9	2	4	66	0	7	53	0	26	40	4	0	4	33	1	0	3	21	2	1	24	5	7	0	36	5	2	6	0	1	17	11	0	1	39	6	0	5	25	38	1	22	1	835	0.0575	-0.2995	130.36	0.9129	0.4080	0.4266	0.4829	0.5795	0.7955	6798	9308	direct	GM21_RS00025	WP_012773720.1		DNA gyrase subunit A	0	1
5	30	15	2	6	0	25	5	17	31	21	5	4	16	9	3	6	2	3	14	0	2	10	1	18	28	11	1	13	4	3	0	17	10	1	5	20	0	6	1	22	14	0	8	0	2	10	5	0	0	11	3	2	2	11	13	1	13	1	504	0.0913	-0.1972	131.00	0.8381	0.4365	0.6388	0.6878	0.3816	0.6280	9425	10942	direct	GM21_RS00030	WP_012773721.1		HEAT repeat domain-containing protein	0	1
4	23	11	2	3	0	7	1	8	19	8	0	3	11	10	6	1	0	2	14	1	3	8	1	14	18	4	0	0	11	0	0	10	1	1	2	9	1	4	1	9	6	0	9	1	0	6	5	0	0	19	4	0	0	10	14	5	8	1	334	0.0569	+0.1431	125.17	0.8527	0.4107	0.6031	0.6048	0.4762	0.6692	11002	12009	direct	GM21_RS00035	WP_012773722.1		glycerol-3-phosphate dehydrogenase (NAD(P)(+))	0	1
3	29	14	3	9	0	25	3	19	44	21	4	6	28	18	5	7	5	9	32	1	7	25	0	26	33	12	0	11	26	1	0	8	12	0	6	28	2	9	1	17	21	3	18	0	2	22	17	0	2	36	10	0	3	21	45	5	13	2	754	0.0584	-0.0801	128.64	0.8573	0.4540	0.5912	0.6508	0.5337	0.6428	12181	14448	direct	GM21_RS00040	WP_012773723.1		PAS domain-containing sensor histidine kinase	0	1
3	21	25	1	3	0	31	2	11	38	15	0	5	17	17	0	3	2	4	24	2	4	23	0	25	23	7	0	5	8	1	0	9	13	2	3	17	1	7	0	15	8	2	12	0	0	12	8	0	0	14	5	0	5	10	21	1	5	1	508	0.0472	-0.1520	127.41	0.8839	0.4705	0.5180	0.5994	0.4634	0.6858	14435	15964	direct	GM21_RS00045	WP_012773724.1		hybrid sensor histidine kinase/response regulator	0	1
2	19	13	1	4	0	18	1	10	24	12	4	5	13	8	5	6	2	2	7	3	2	10	2	5	19	7	1	6	3	2	0	3	5	2	4	23	3	6	0	10	10	4	8	4	1	6	5	0	1	5	3	0	3	6	12	0	6	5	362	0.0829	-0.4478	130.61	0.7835	0.5242	0.7538	0.7360	0.4040	0.5648	16171	17262	direct	GM21_RS00050	WP_012773725.1		PAS domain-containing protein	0	1
4	28	22	2	4	1	36	3	18	44	29	1	9	21	24	2	13	3	3	34	5	11	27	1	32	36	4	1	5	18	0	0	14	12	0	1	19	1	10	0	32	10	0	19	0	1	14	13	1	0	19	7	1	1	26	22	2	16	3	714	0.0770	-0.1840	130.03	0.8847	0.4073	0.5158	0.5973	0.4927	0.6925	17482	19629	direct	GM21_RS00055	WP_012773726.1		PAS domain-containing protein	0	1
0	13	8	2	3	1	16	3	6	18	9	5	1	11	10	3	8	1	1	14	0	2	7	0	12	18	3	0	3	6	1	0	3	8	0	1	5	0	10	1	9	9	3	7	0	1	4	3	0	1	16	4	0	0	8	10	1	7	0	307	0.0717	-0.2427	130.61	0.8750	0.4595	0.5436	0.6191	0.5116	0.6607	19721	20647	direct	GM21_RS00060	WP_012773727.1		daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein	0	1
2	9	9	1	3	0	7	1	5	3	17	3	3	9	4	1	2	0	1	22	1	2	4	0	14	8	1	0	2	2	2	1	11	2	1	0	4	0	2	1	4	4	1	4	0	0	14	2	0	0	9	5	0	3	13	9	0	9	2	250	0.1360	+0.7324	128.40	0.8661	0.3013	0.5680	0.5820	0.5684	0.6607	20758	21513	direct	GM21_RS00065	WP_012773728.1		ABC transporter permease	0	1
1	10	9	1	17	0	17	2	10	24	18	0	1	17	6	2	9	0	0	16	1	6	25	0	12	11	2	0	1	12	0	0	5	7	1	2	8	0	5	0	11	2	0	4	0	0	12	9	0	0	17	0	0	1	8	7	1	12	0	357	0.0980	-0.5042	131.56	0.9094	0.3626	0.4386	0.4597	0.5849	0.7971	21775	22851	direct	GM21_RS00070	WP_012773729.1		radical SAM/SPASM domain-containing protein	0	1
3	11	14	2	4	1	22	1	7	12	12	1	2	16	6	2	4	0	0	21	0	4	17	0	17	17	0	1	0	8	1	0	8	16	0	0	8	0	3	1	10	1	1	0	0	0	4	1	0	0	16	2	1	1	14	12	2	9	1	338	0.0799	+0.0846	128.79	0.8991	0.3849	0.4720	0.4951	0.5340	0.7885	22944	23963	direct	GM21_RS00075	WP_012773730.1		uroporphyrinogen decarboxylase	0	1
2	12	2	2	4	0	23	7	7	20	13	2	2	3	3	4	10	2	2	21	3	3	9	1	15	20	7	0	4	6	1	0	5	3	2	2	10	2	4	0	9	4	2	8	0	1	6	4	0	0	11	2	0	1	5	9	0	4	0	316	0.0728	-0.1310	133.39	0.8191	0.4145	0.6821	0.6577	0.6067	0.6645	24077	25030	direct	GM21_RS00080	WP_012773731.1	corA	magnesium and cobalt transport protein CorA	0	1
3	14	16	4	2	1	8	5	14	8	9	1	7	11	12	0	4	0	4	7	0	3	9	0	5	17	6	0	3	9	1	1	6	5	6	2	8	2	1	0	9	3	0	7	0	1	5	8	0	1	9	1	0	0	8	6	2	1	0	289	0.0484	-0.1087	123.56	0.7673	0.4473	0.7827	0.6896	0.4615	0.5744	25288	26160	direct	GM21_RS00085	WP_012773732.1		two-component sensor histidine kinase	0	1
1	3	3	0	1	0	2	1	2	2	2	0	1	5	5	0	1	2	1	3	1	1	4	0	2	3	5	0	2	0	2	0	1	2	0	1	3	0	1	0	3	3	2	3	2	0	1	1	0	0	0	2	4	0	0	1	2	2	2	92	0.0761	-0.4217	128.35	0.6703	0.6044	0.9146	0.6850	0.3462	0.4359	26242	26523	direct	GM21_RS00090	WP_012773733.1		GIY-YIG nuclease family protein	0	1
3	20	12	4	5	0	11	5	4	13	18	0	7	8	7	5	1	4	1	8	1	4	17	2	10	10	2	0	3	13	2	3	9	13	2	2	13	3	3	0	3	2	3	10	1	0	6	4	0	1	15	4	1	1	11	12	2	7	1	344	0.0872	-0.2203	126.01	0.8072	0.4398	0.7072	0.6791	0.5769	0.6138	26549	27586	complement	GM21_RS00095	WP_012773734.1		cytochrome c biogenesis protein CcsA	0	0
