"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"PCAR_RS00565",449,0.0891,-0.3038,130.99,0.4631,0.4424,0.4203,1.16243446210903,-1.32773589163295,-0.031370735746898,"","chromosomal replication initiator protein DnaA",0
"PCAR_RS00570",371,0.0755,-0.1518,130.54,0.446,0.4737,0.4603,1.43423461695773,-1.05213122176396,-1.1265622143317,"","DNA polymerase III subunit beta",0
"PCAR_RS00575",362,0.0829,-0.5213,133.66,0.5056,0.5395,0.4018,1.11179502245541,-0.142979248030609,0.615318864629453,"","DNA replication and repair protein RecF",0
"PCAR_RS00580",794,0.0718,-0.3597,130.29,0.6052,0.4929,0.4515,-0.0171035974970881,0.288968636281397,-0.399225648175553,"","DNA topoisomerase (ATP-hydrolyzing) subunit B",0
"PCAR_RS00585",834,0.0528,-0.2773,129.63,0.6143,0.5105,0.424,-0.274405971280835,0.613763065097869,-0.380167657133873,"","DNA gyrase subunit A",0
"PCAR_RS00590",292,0.089,-0.4685,134.11,0.5839,0.6014,0.3371,0.668347914846716,0.244947179422753,0.963146361944288,"","hypothetical protein",0
"PCAR_RS00595",332,0.0542,0.0292,126.56,0.6246,0.5457,0.3689,0.00867587070007018,0.842863502975553,0.295793113617061,"gpsA","glycerol-3-phosphate dehydrogenase (NAD(P)(+))",0
"PCAR_RS17555",243,0.0988,-0.2831,130.15,0.6234,0.5844,0.4615,0.194790406192517,1.03369188209243,-0.187028704916027,"","metal-dependent hydrolase",0
"PCAR_RS00605",215,0.0465,-0.1912,129.98,0.6066,0.5308,0.3385,0.0265873523424995,0.326362845315695,0.833675441462778,"","endonuclease III",0
"PCAR_RS00610",796,0.0804,-0.2113,128.43,0.6152,0.4517,0.4301,-0.312118519089704,-0.437107725244116,-0.521905040622796,"","penicillin-binding protein 1A",0
"PCAR_RS00615",433,0.0878,-0.258,131.01,0.6699,0.5144,0.4062,-0.438169749920283,0.744769239074198,0.00567048626245852,"","pyridoxal phosphate-dependent aminotransferase",0
"PCAR_RS17560",331,0.0876,-0.2601,130.46,0.5631,0.5354,0.4,0.396296674400279,0.490754372078703,-0.705173776862766,"","HD domain-containing protein",0
"PCAR_RS00625",81,0.1235,0.0123,132.39,0.6364,0.5714,0.4,0.391074045689186,1.24572666515621,1.58842444972223,"","ATP synthase-associated magnesium import membrane protein AtpZ",0
"PCAR_RS00630",123,0.0569,0.8813,122.42,0.6387,0.6218,0.4167,0.897954930692868,0.674194470104606,0.737770385476911,"","ATP synthase subunit I",0
"PCAR_RS00635",233,0.1116,0.9034,129.41,0.6154,0.6471,0.2987,0.313925020436325,1.37629919097545,1.51027052429605,"","ATP synthase subunit a 1",0
"PCAR_RS00640",87,0.1034,1.1448,121.57,0.7037,0.4691,0.5278,-0.570083499197425,0.616842681327869,-0.75978842569113,"","ATP synthase subunit c 1",0
"PCAR_RS00645",171,0.0702,-0.7789,133.47,0.5793,0.5366,0.4528,-0.040865009721566,0.836709939318021,0.399590307339252,"","hypothetical protein",0
"PCAR_RS00650",174,0.0517,0.0718,126.09,0.6687,0.5482,0.3415,0.549134860602047,0.307132654878214,1.98182298967201,"","archease",0
