"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"FO488_RS00020",78,0.0385,-0.3897,125.51,0.7333,0.5467,0.2273,0.697458895326752,0.0544565053378132,0.456293972532007,"","hypothetical protein",0
"FO488_RS00025",281,0.0854,-0.5167,126.25,0.8132,0.4615,0.3704,-0.183235110410524,-0.840542084234443,-0.535957000271665,"","MtrB/PioB family outer membrane beta-barrel protein",0
"FO488_RS00030",123,0.0894,0.1577,126.97,0.8033,0.5164,0.4375,-0.0985778275578894,-1.92399217891589,0.577138764242292,"","hypothetical protein",0
"FO488_RS00035",305,0.0623,0.0482,127.21,0.8345,0.4426,0.4673,-0.385458666365198,-0.370392792002093,-0.941423467149135,"","ABC transporter substrate-binding protein",0
"FO488_RS00040",127,0.0709,0.2134,127.72,0.7951,0.4262,0.5143,0.134181997423446,-0.670889687942154,1.00734673062059,"","response regulator",0
"FO488_RS00045",282,0.0426,-0.5046,128.33,0.8231,0.509,0.4648,-0.317438654845484,-0.771812445140922,0.114202544052245,"","OmpA family protein",0
"FO488_RS00050",221,0.0362,-0.3529,122.19,0.7742,0.5484,0.3056,0.191459056435327,-0.954076968687972,-0.512501045225961,"","DNA mismatch repair protein MutS",0
"FO488_RS00055",232,0.0733,-0.4353,132.91,0.8214,0.433,0.4776,-0.367948513812543,0.505167857710798,1.07146505160503,"","cytidylate kinase-like family protein",0
"FO488_RS00060",95,0.0737,-0.0632,130.73,0.7849,0.3763,0.5172,-0.384028045640706,0.493669856878052,-1.25606583933596,"","Dabb family protein",0
"FO488_RS00065",530,0.0717,-0.2158,128.16,0.8841,0.389,0.5359,-0.816842886968477,1.54175421016354,-0.281332760683859,"","acetyl-CoA hydrolase",0
"FO488_RS00070",233,0.0687,-0.07,125.88,0.7807,0.4254,0.494,-0.193067907161587,-0.478744395205535,-0.474718137779183,"","DUF4388 domain-containing protein",0
"FO488_RS00075",230,0.0609,0.1252,124.55,0.8489,0.4711,0.4865,-0.524853897225813,-0.848893990126327,-0.718827479428237,"","roadblock/LC7 domain-containing protein",0
"FO488_RS00080",298,0.057,-0.3074,129.37,0.8351,0.4364,0.3053,-0.389126679936719,0.281743476342306,-0.0627274028662007,"xerC","tyrosine recombinase XerC",0
"FO488_RS00085",139,0.1079,-0.3763,133.67,0.8485,0.3939,0.5652,-0.515343068308169,1.44562395477057,1.40408940963726,"","hypothetical protein",0
"FO488_RS00090",609,0.0509,0.0138,123.6,0.8492,0.4186,0.3291,-0.541755281738672,0.266140307141802,0.546321999088225,"","bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase",0
"FO488_RS00095",201,0.1244,0.5935,128.94,0.8105,0.4526,0.4096,-0.211636253194521,-0.0577133665676505,-0.849681371036064,"","DedA family protein",0
"FO488_RS00100",265,0.0717,-0.0411,125.78,0.8346,0.4055,0.4082,-0.360454841553662,0.220196236306462,-0.33199613656495,"pgeF","peptidoglycan editing factor PgeF",0
"FO488_RS00105",350,0.0457,0.2269,122.82,0.863,0.4052,0.312,-0.72162823967739,0.345902050162868,-0.0780662303377225,"","YifB family Mg chelatase-like AAA ATPase",0
"FO488_RS00110",514,0.0875,-0.5091,132.37,0.4409,0.4589,0.3897,3.00540821864053,1.33127313878875,0.8996454883662,"","recombinase family protein",0
"FO488_RS00115",75,0.0667,0.124,131.2,0.6164,0.5205,0.4737,2.00701518039083,-0.179435364053482,3.39163815786695,"","hypothetical protein",0
"FO488_RS00120",185,0.0649,-0.2659,129.97,0.5028,0.5141,0.4419,2.64511797312508,0.0271995905330242,0.956057531680337,"","helix-turn-helix transcriptional regulator",0
"FO488_RS00125",72,0.0417,-0.9153,130.43,0.5211,0.4789,0.35,1.78397305975527,-1.07862632677056,-1.17582930782389,"","hypothetical protein",0
"FO488_RS00130",237,0.1013,-0.3945,133.61,0.6327,0.4469,0.4737,1.01169287388986,0.245656372587621,-0.786936396528866,"","hypothetical protein",0
"FO488_RS00135",102,0.049,-0.5029,131.31,0.5361,0.4433,0.5455,2.28656154150293,0.48797648518219,0.615528717270646,"","hypothetical protein",0
"FO488_RS00140",300,0.0933,-0.345,133.57,0.5474,0.4912,0.5294,2.16923461846797,-0.550868378772205,-0.080058414510384,"","TrfA family protein",0
"FO488_RS00145",191,0.0785,-0.3147,132.18,0.3441,0.4785,0.4681,4.11856707284827,2.58913069477189,3.04707534602138,"","hypothetical protein",0
"FO488_RS00150",307,0.0717,-0.1342,125.56,0.6898,0.396,0.5,0.962834078889582,1.43030441004856,1.35977013825332,"","ParM/StbA family protein",0
"FO488_RS00155",103,0.0874,-0.5553,127.71,0.6832,0.4653,0.5714,1.18780675844271,-0.489992726234908,-0.708259006484014,"","hypothetical protein",0
"FO488_RS00160",95,0.0526,-0.6074,130.93,0.6154,0.4396,0.56,1.54251362544154,0.552051939511861,1.12180367965463,"","helix-turn-helix transcriptional regulator",0
"FO488_RS00165",177,0.1073,-0.3282,129.73,0.6568,0.3964,0.5333,1.02200527138003,0.0418175424649478,-0.505386551436883,"","lytic transglycosylase domain-containing protein",0
"FO488_RS00170",238,0.0714,-0.3303,127.66,0.6104,0.4675,0.5806,1.3608953621169,-0.626227580249522,-1.92752595498376,"","DUF2786 domain-containing protein",0
"FO488_RS00175",202,0.0743,-0.3866,132.57,0.4422,0.4824,0.5,3.40884747732956,1.24161291693672,2.80396682009412,"","hypothetical protein",0
"FO488_RS00180",209,0.0957,-0.0038,130.65,0.4527,0.398,0.4923,3.14556709243291,2.19747800887547,1.82336164807847,"","hypothetical protein",0
"FO488_RS00185",123,0.0569,0.0333,121.01,0.563,0.4286,0.3913,1.98809807237637,2.06946681757685,-1.17131700592389,"","TSCPD domain-containing protein",0
"FO488_RS00190",292,0.0685,-0.3387,131.5,0.638,0.4516,0.5,1.34838641839807,0.656157263499045,-0.289798085012695,"","radical SAM protein",0
"FO488_RS00195",137,0.0511,0.0569,127.88,0.5682,0.5682,0.4865,1.74981865076787,0.0550525319789718,-1.91103808872993,"","type II toxin-antitoxin system HicB family antitoxin",0
"FO488_RS00200",61,0.0328,-0.8197,127.96,0.6379,0.3966,0.3571,0.924464734948653,0.630017544631006,-2.28653541695217,"","type II toxin-antitoxin system HicA family toxin",0
"FO488_RS00205",952,0.0525,-0.4779,128.5,0.6889,0.4797,0.4498,0.959123785259454,0.585477868361791,0.473505968892809,"","relaxase domain-containing protein",0
"FO488_RS00210",76,0,-0.4855,126.18,0.5616,0.5753,0.5455,1.82558985874218,-1.71275370762367,-3.31642479586145,"","hypothetical protein",0
"FO488_RS00215",75,0.08,-0.6533,131.03,0.6143,0.5286,0.6087,1.18271330915848,-1.07006286041778,-2.15175349240698,"","hypothetical protein",0
"FO488_RS00220",187,0.0695,-0.7,128.82,0.4438,0.4157,0.4222,2.81067029423501,0.687849533465436,0.566628812753756,"","hypothetical protein",0
"FO488_RS00225",104,0.0096,-0.3933,128,0.5354,0.4747,0.3478,2.38372698215273,-2.05138679286241,0.531450081647981,"","ribbon-helix-helix protein, CopG family",0
"FO488_RS00230",181,0.0718,-0.1856,129.2,0.6,0.5771,0.3902,1.49565364704103,-2.03403696269796,-0.0675793239954355,"","hypothetical protein",0
"FO488_RS00235",624,0.0833,-0.0957,130.25,0.6427,0.5214,0.5205,1.33075967919917,-0.976313928064614,0.919785148637096,"","type IV secretion system DNA-binding domain-containing protein",0
