Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
8	15	7	6	2	2	7	22	21	8	6	15	6	3	2	4	5	10	10	9	20	22	14	1	11	22	7	5	1	17	10	3	1	12	3	9	9	5	3	0	5	1	5	7	3	11	3	1	4	8	11	3	4	8	3	2	9	8	3	458	0.0808	-0.2838	131.78	0.4480	0.4796	0.9922	0.8537	0.4462	0.6621	261	1640	direct	GLOV_RS00005	WP_012468099.1		chromosomal replication initiator protein DnaA	0	1
6	6	6	5	1	3	7	16	24	10	7	8	8	6	2	8	2	1	3	11	17	21	10	1	2	14	9	5	7	8	9	6	1	4	5	4	6	4	3	2	0	4	2	4	3	5	2	4	4	5	8	3	2	7	6	5	10	3	4	371	0.0620	-0.1391	129.21	0.4234	0.5125	0.9830	0.8878	0.4900	0.6368	1870	2988	direct	GLOV_RS00010	WP_012468100.1		DNA polymerase III subunit beta	0	1
12	5	3	6	0	2	4	17	16	5	1	11	6	8	4	4	2	9	2	4	6	5	10	4	4	26	8	3	6	4	9	1	5	3	3	8	20	4	1	3	4	13	6	7	4	4	0	1	4	8	7	4	4	9	4	6	7	8	6	367	0.0763	-0.4139	131.91	0.4694	0.5778	0.9973	0.8344	0.4000	0.6075	2996	4102	direct	GLOV_RS00015	WP_012468101.1		DNA replication and repair protein RecF	0	1
14	30	7	9	2	3	23	23	40	32	10	15	8	30	12	21	10	5	1	34	15	18	32	0	9	58	10	1	8	27	10	0	4	17	1	3	25	0	4	1	19	13	14	7	1	7	14	9	1	1	32	6	3	3	19	18	12	16	12	801	0.0712	-0.3524	129.55	0.6765	0.5083	0.9081	0.7866	0.4944	0.7526	4099	6507	direct	GLOV_RS00020	WP_012468102.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	0	1
5	2	0	0	0	2	2	4	9	2	1	3	3	1	1	2	3	0	1	4	2	8	3	2	1	2	5	0	3	2	2	0	2	1	3	4	4	2	3	0	0	0	2	1	1	3	3	0	2	2	0	1	0	7	2	1	2	2	2	125	0.0640	-0.4248	130.50	0.3760	0.4240	0.9552	0.7674	0.5333	0.5870	6869	7249	direct	GLOV_RS00025	WP_012468103.1		hypothetical protein	0	1
8	13	1	6	1	0	6	12	6	14	7	6	5	13	1	8	3	6	2	12	7	13	13	1	7	15	5	1	3	12	4	2	3	5	2	6	7	8	3	2	8	4	7	9	2	3	8	0	4	0	17	3	5	3	7	3	2	7	3	359	0.0780	-0.5769	131.03	0.5959	0.4390	0.9733	0.8247	0.5169	0.6707	7397	8479	complement	GLOV_RS00030	WP_012468104.1		IS5 family transposase ISGlo5	0	0
15	14	3	9	4	1	9	10	13	8	3	3	3	11	2	6	5	4	4	8	7	6	11	1	5	15	11	0	6	2	6	1	2	6	2	5	10	4	3	12	8	5	9	5	4	4	4	3	4	3	8	3	3	5	10	2	12	3	9	368	0.0707	-0.3103	130.93	0.5028	0.5000	1.0000	0.8699	0.4118	0.6267	8837	9946	complement	GLOV_RS00035	WP_012468105.1		IS110 family transposase	0	0
15	11	4	13	1	0	9	11	9	8	2	3	5	10	7	14	1	3	10	10	10	7	9	2	2	17	4	2	5	2	6	4	1	2	2	2	8	4	3	3	2	1	4	6	7	3	4	2	0	5	12	2	3	4	6	8	7	1	1	332	0.0211	+0.2157	121.73	0.4890	0.5141	0.9997	0.8794	0.5217	0.6188	10814	11815	complement	GLOV_RS00040	WP_012468106.1		cell division protein FtsZ	0	0
10	12	6	7	4	1	9	7	1	4	8	6	3	4	1	6	3	5	4	6	8	3	3	2	6	10	5	4	6	9	7	2	4	1	2	11	5	1	3	1	3	2	0	3	7	8	2	2	9	3	9	5	6	3	2	4	8	7	8	294	0.1054	+0.1112	126.72	0.4914	0.4948	0.9998	0.9275	0.4639	0.6150	11831	12718	complement	GLOV_RS00045	WP_012468107.1		hypothetical protein	0	0
10	10	2	8	4	5	11	9	2	2	4	8	5	8	2	4	3	4	1	10	4	1	2	3	4	10	9	5	4	6	5	2	2	5	2	1	12	1	1	2	2	3	6	5	3	11	3	2	7	7	6	3	6	1	5	5	7	4	5	289	0.0727	+0.1696	124.92	0.4930	0.5106	0.9999	0.8873	0.5000	0.6421	12879	13751	complement	GLOV_RS00050	WP_012468108.1		hypothetical protein	0	0
