"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"SCE_RS00005",470,0.0723,-0.2887,130.63,0.9496,0.4715,0.5122,-0.700543308816699,-0.528106335851517,-0.467443911449886,"","chromosomal replication initiator protein DnaA",0
"SCE_RS47905",1304,0.0498,-0.1114,125.69,0.975,0.4337,0.3101,-1.13067064445875,0.431839122785165,-0.539359164784744,"","protein kinase",0
"SCE_RS00015",619,0.0468,-0.1292,125.21,0.9475,0.4466,0.4444,-0.753518655535949,0.180160991391756,0.290784635431991,"","molecular chaperone DnaK",0
"SCE_RS00020",193,0.0363,-0.5948,126.43,0.9048,0.455,0.3333,-0.157011900774813,1.17915144295799,-0.232799655012436,"grpE","nucleotide exchange factor GrpE",0
"SCE_RS00025",419,0.0573,0.0685,121.99,0.9419,0.4576,0.4056,-0.573380940811465,-0.0889928440342383,0.561594777050654,"","acetylornithine/succinylornithine family transaminase",0
"SCE_RS00030",814,0.0319,0.2935,119.55,0.9513,0.3958,0.2811,-0.753064181745806,1.34185939581584,-0.0306911918242406,"","HAD-IC family P-type ATPase",0
"SCE_RS00035",166,0.0723,-0.4006,130.09,0.9506,0.4136,0.4667,-0.40776908235313,-0.322039354970843,-0.923329606966138,"","transcriptional repressor",0
"SCE_RS00040",356,0.0983,-0.0284,125.92,0.9333,0.4,0.5372,-0.357981351134572,0.457454911035295,1.21553331211902,"","hypothetical protein",0
"SCE_RS00045",264,0.0682,-0.2508,126.62,0.9176,0.4549,0.3544,-0.104873650497203,-0.117347014658931,0.192615844164345,"","hypothetical protein",0
"SCE_RS00050",346,0.0491,-0.0454,126.01,0.9384,0.4487,0.43,-0.502047169573634,0.508160698594632,0.344336612938149,"hrcA","heat-inducible transcription repressor HrcA",0
"SCE_RS00055",355,0.0366,-0.3966,126.84,0.9457,0.5029,0.2697,-0.541409882980261,-0.907614025376494,-0.15389832956803,"","RluA family pseudouridine synthase",0
"SCE_RS00060",285,0.0281,0.0077,119.71,0.9101,0.5216,0.3684,0.0234077479747984,0.310237500455549,0.428789640834814,"","response regulator",0
"SCE_RS00065",933,0.1104,0.338,126.82,0.941,0.4263,0.4242,-0.549411336591305,0.353541037273319,0.337799193739658,"","glycosyltransferase family 39 protein",0
"SCE_RS00070",533,0.0356,0.1141,122.63,0.9181,0.4019,0.2874,-0.211255170546793,1.04211489997626,0.23005068528093,"cobA","uroporphyrinogen-III C-methyltransferase",0
"SCE_RS00075",120,0.05,-0.4525,124.97,0.8462,0.5128,0.1481,0.993596667392676,-0.224070332008135,-1.52046151439509,"","DUF4339 domain-containing protein",0
"SCE_RS00080",326,0.0613,-0.0279,124.94,0.9462,0.4652,0.3978,-0.612787531414249,-0.640485138205488,-0.119662799278859,"","porphobilinogen synthase",0
"SCE_RS00085",190,0.0789,-0.2537,118.85,0.9344,0.4536,0.3333,-0.40172401657636,-0.418103588902059,0.304885911114458,"","hypothetical protein",0
"SCE_RS00090",639,0.0751,0.1246,126.4,0.9774,0.4274,0.3991,-1.06011021557007,0.145555199591634,-0.115573574977641,"","ABC transporter ATP-binding protein",0
"SCE_RS00095",597,0.067,0.3079,125.47,0.9567,0.4204,0.4235,-0.792909237889814,0.695207584610877,0.249364728955875,"","ABC transporter ATP-binding protein",0
