"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"A2G06_RS00005",444,0.0766,-0.2748,130.73,0.7811,0.4263,0.5385,-0.214796896374759,0.722820883372339,-0.132084630357953,"","chromosomal replication initiator protein DnaA",0
"A2G06_RS00010",371,0.0755,-0.0348,129.06,0.8352,0.433,0.5508,-0.738027812913767,0.54244452986752,-0.0223147735654338,"","DNA polymerase III subunit beta",0
"A2G06_RS00015",364,0.0687,-0.2849,130.1,0.7479,0.4788,0.3934,0.112362736524798,-0.312509213712979,0.422706042422606,"","DNA replication and repair protein RecF",0
"A2G06_RS00020",794,0.0743,-0.2746,129.41,0.896,0.4288,0.5221,-1.10207907619992,-0.301538336825096,-0.241859336427487,"","DNA topoisomerase (ATP-hydrolyzing) subunit B",0
"A2G06_RS00025",856,0.0561,-0.3283,129.81,0.9192,0.4331,0.5181,-1.36926744338195,-0.0351269910996747,-0.174543600698333,"","DNA gyrase subunit A",0
"A2G06_RS00030",522,0.09,-0.2496,131.5,0.83,0.498,0.3725,-0.51780542015844,-0.969591132377949,0.890275455729512,"","HEAT repeat domain-containing protein",0
"A2G06_RS00035",334,0.0479,0.2683,123.93,0.8259,0.4905,0.3294,-0.464320500212665,-0.687521216130839,0.78206985987277,"gpsA","NAD(P)-dependent glycerol-3-phosphate dehydrogenase",0
"A2G06_RS00045",515,0.0485,-0.0491,127.86,0.8293,0.4492,0.4122,-0.643187540764259,-0.801936919010695,0.101742325464961,"","hybrid sensor histidine kinase/response regulator",0
"A2G06_RS00050",497,0.0785,-0.3672,131.14,0.8121,0.4656,0.3791,-0.408685285819088,-0.924263792150831,-0.00354272445816579,"","PAS domain-containing sensor histidine kinase",0
"A2G06_RS00055",726,0.0758,-0.2054,130,0.8446,0.3957,0.4076,-0.780538265368566,0.188171817950016,-0.331853860788233,"","histidine kinase",0
"A2G06_RS00060",307,0.0651,-0.243,131.33,0.8716,0.4155,0.4167,-1.07986350774189,0.543048608162753,-0.101155058628266,"","daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein",0
"A2G06_RS00070",141,0.0638,-0.1894,133.4,0.8222,0.3778,0.4889,-0.688041064443077,-0.099734861095831,-1.20149894951926,"","MarR family transcriptional regulator",0
