Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
6	12	10	3	3	2	14	11	24	7	19	3	3	11	2	4	7	4	4	22	5	10	29	0	23	18	6	0	1	16	3	1	10	5	1	2	16	3	2	0	5	8	3	8	1	5	6	12	2	2	18	6	0	3	5	14	5	6	3	444	0.0766	-0.2788	130.72	0.7258	0.4286	0.8474	0.7480	0.5873	0.7414	30	1367	direct	GSU0000.1	YP_016331.1	dnaA	chromosomal replication initiation protein	0	0
4	14	6	2	3	0	13	10	14	20	17	3	3	13	2	3	2	1	3	23	4	5	20	0	7	18	6	0	0	8	4	0	8	6	0	0	6	0	6	0	7	5	1	11	0	1	12	6	2	2	16	2	1	4	9	15	3	4	4	371	0.0755	-0.0553	129.02	0.7772	0.4345	0.7653	0.7135	0.5043	0.7832	1594	2712	direct	GSU0001	NP_951063.1	dnaN	DNA polymerase III subunit beta	0	0
4	27	7	1	1	1	8	12	6	20	8	6	8	14	7	3	9	5	4	12	4	5	6	0	14	21	4	0	3	9	3	2	3	4	1	1	8	2	2	1	12	19	6	2	0	5	2	4	2	1	8	3	1	8	7	8	1	7	2	364	0.0687	-0.2599	130.14	0.7203	0.4633	0.8550	0.7793	0.3983	0.6907	2793	3890	direct	GSU0002	NP_951064.1	recF	DNA replication and repair protein RecF	0	0
3	38	14	0	4	0	40	10	15	54	25	5	5	26	28	10	13	3	3	42	8	11	42	0	44	31	6	0	6	27	3	1	11	11	1	1	24	0	2	3	15	27	2	6	0	0	25	4	1	0	34	10	1	3	21	27	4	21	7	794	0.0743	-0.2889	129.65	0.8638	0.4383	0.5743	0.6327	0.5311	0.8096	3901	6288	direct	GSU0003	NP_951065.1	gyrB	DNA gyrase subunit B	0	0
4	45	8	0	2	0	48	16	10	59	19	2	6	40	22	3	15	0	1	65	10	3	48	0	35	34	6	0	1	24	10	1	18	9	1	2	27	0	4	1	21	37	1	7	1	0	23	8	0	2	40	3	1	1	27	32	2	20	5	856	0.0561	-0.3390	129.78	0.8928	0.4217	0.4915	0.5406	0.4683	0.8557	6416	8989	direct	GSU0004	NP_951066.1	gyrA	DNA gyrase subunit A	0	0
5	27	12	7	5	0	24	20	11	41	18	9	7	11	11	3	3	2	0	15	4	2	3	0	19	33	13	1	3	1	1	1	12	13	5	1	6	0	5	0	17	31	10	9	1	1	10	4	0	1	10	8	2	0	15	16	2	8	4	521	0.0921	-0.2380	131.96	0.7753	0.5348	0.7686	0.7407	0.4408	0.7508	9060	10628	direct	GSU0005	NP_951067.2		hypothetical protein	0	1
5	18	15	4	2	1	11	1	6	17	5	3	8	11	9	4	2	0	2	6	1	1	9	0	14	19	7	0	2	5	3	0	4	9	1	2	6	0	0	2	9	5	6	3	1	0	8	6	0	2	15	6	1	2	10	19	4	3	1	334	0.0449	+0.2512	123.86	0.7848	0.5063	0.7513	0.7151	0.4048	0.7388	10673	11680	direct	GSU0006	NP_951068.1	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	0	1
8	33	17	1	3	3	31	13	19	42	19	12	13	22	21	6	8	5	1	33	13	12	14	0	31	28	10	0	6	16	5	2	12	8	4	0	27	3	12	4	20	24	2	8	1	1	14	12	5	2	30	10	3	4	32	32	11	8	3	761	0.0618	-0.0682	128.68	0.7754	0.4736	0.7685	0.7618	0.4258	0.7293	11778	14066	direct	GSU0007	NP_951069.1		sensor histidine kinase, HAMP and PAS domain-containing	0	1
4	29	14	2	2	3	26	14	16	23	12	3	8	18	15	1	5	1	0	30	4	4	11	2	21	22	9	0	4	10	3	0	9	11	3	3	7	2	5	3	15	22	1	9	1	1	11	3	0	1	13	6	1	4	12	22	1	4	5	515	0.0505	-0.0598	128.28	0.7963	0.4420	0.7292	0.7221	0.4228	0.7393	14063	15613	direct	GSU0008	NP_951070.1		response receiver sensor histidine kinase, PAS domain-containing	0	1
6	27	15	5	4	2	17	8	19	33	12	7	4	15	12	7	8	5	0	18	3	4	10	2	11	27	5	0	6	9	5	1	6	8	0	4	16	1	4	1	18	16	6	11	2	1	5	2	1	3	20	4	0	3	11	15	4	12	2	498	0.0783	-0.3683	130.40	0.7702	0.4762	0.7777	0.7732	0.4539	0.7235	15618	17117	direct	GSU0009	NP_951071.1	fgrK	sensor histidine kinase of FgrL, PAS domain-containing	0	1
