Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
4	13	16	4	2	0	19	4	19	28	18	5	3	7	5	4	8	2	8	25	3	11	42	1	9	16	4	1	3	14	5	3	5	8	2	2	13	2	5	0	8	2	1	6	2	1	10	4	1	2	15	4	3	5	11	8	3	10	3	457	0.0875	-0.4707	132.36	0.7557	0.4525	0.8022	0.7774	0.6142	0.5936	166	1542	direct	GBEM_RS00005	WP_012528443.1		chromosomal replication initiator protein DnaA	0	1
4	7	10	0	2	0	16	1	11	32	18	1	2	8	5	3	3	0	3	26	6	10	25	1	13	12	3	0	0	19	1	1	4	6	1	2	6	2	3	2	5	2	0	6	0	1	11	5	1	1	10	2	2	5	14	11	1	6	3	371	0.0782	-0.1709	131.58	0.8085	0.4000	0.7047	0.6604	0.6759	0.6476	1757	2875	direct	GBEM_RS00010	WP_012528444.1		DNA polymerase III subunit beta	0	1
3	7	17	4	2	0	19	2	8	21	14	4	3	11	8	1	2	4	5	10	5	6	18	1	15	18	6	1	6	15	4	1	1	5	0	1	15	2	7	1	11	11	0	3	0	0	5	3	0	0	13	6	0	2	4	11	3	10	0	363	0.0799	-0.3680	132.36	0.8113	0.5042	0.6988	0.6972	0.5567	0.5657	3017	4111	direct	GBEM_RS00015	WP_012528445.1		DNA replication and repair protein RecF	0	1
3	27	25	3	3	0	35	9	19	57	31	0	3	36	16	10	15	2	4	47	1	10	46	1	28	37	6	0	13	35	0	2	5	13	1	2	26	2	12	1	18	6	6	5	1	1	17	10	0	3	38	3	1	2	29	20	1	27	0	795	0.0742	-0.3245	130.12	0.8786	0.4199	0.5335	0.5662	0.6478	0.7096	4120	6510	direct	GBEM_RS00020	WP_012528446.1	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	0	1
1	31	21	2	1	0	49	6	23	57	22	1	3	42	14	3	10	1	4	66	1	8	52	0	25	33	5	2	7	33	1	0	4	20	1	1	24	3	11	0	37	3	1	6	0	0	19	12	0	0	38	6	1	5	28	34	2	21	2	835	0.0575	-0.2964	130.29	0.9041	0.3998	0.4558	0.5209	0.5560	0.7647	6866	9376	direct	GBEM_RS00025	WP_012528447.1		DNA gyrase subunit A	0	1
2	23	11	4	3	0	9	0	8	20	8	1	3	12	11	3	1	0	1	15	2	3	9	2	12	17	6	0	0	11	1	0	8	1	2	3	8	2	2	1	9	5	1	8	0	1	8	4	0	0	16	4	1	3	11	11	4	8	0	334	0.0569	+0.1494	125.39	0.8307	0.4013	0.6561	0.6412	0.4815	0.6251	11070	12077	direct	GBEM_RS00035	WP_012528449.1		glycerol-3-phosphate dehydrogenase (NAD(P)(+))	0	1
0	0	0	0	2	1	2	2	1	2	4	3	0	0	0	1	1	2	1	4	5	2	5	1	0	1	0	2	2	1	1	0	0	1	2	3	2	0	0	2	0	1	1	0	0	1	2	0	2	0	0	0	0	1	0	0	1	0	0	66	0.1212	-0.1621	138.75	0.4615	0.5385	0.9957	0.7991	0.5909	0.2657	12074	12277	complement	GBEM_RS00040	WP_041262453.1		hypothetical protein	0	0
4	26	16	3	10	0	24	6	20	40	22	4	8	19	21	5	8	3	9	29	1	8	29	0	26	36	12	3	8	22	5	1	10	11	0	6	29	2	8	0	20	19	3	19	0	3	16	14	3	2	31	15	1	4	25	40	3	14	0	753	0.0584	-0.0948	129.03	0.8361	0.4614	0.6436	0.6909	0.5355	0.5813	12272	14536	direct	GBEM_RS00045	WP_012528450.1		PAS domain-containing sensor histidine kinase	0	1
4	18	23	2	3	0	29	5	10	41	12	3	5	15	17	2	4	1	3	24	3	3	23	0	26	22	9	0	3	9	0	0	9	17	1	3	15	2	6	0	16	8	1	13	0	0	11	9	0	0	17	3	0	4	11	21	1	5	1	510	0.0471	-0.1735	127.49	0.8722	0.4807	0.5513	0.6218	0.4628	0.6533	14523	16058	direct	GBEM_RS00050	WP_012528451.1		hybrid sensor histidine kinase/response regulator	0	1
3	20	12	1	3	2	15	3	9	26	12	4	7	14	5	5	6	1	1	8	2	2	12	1	3	25	8	1	5	4	1	1	3	3	2	5	21	0	9	1	11	7	5	10	3	1	6	4	0	1	4	3	1	1	6	12	1	5	5	362	0.0801	-0.4287	130.38	0.7784	0.5341	0.7631	0.7470	0.4118	0.5375	16266	17357	direct	GBEM_RS00055	WP_012528452.1		PAS domain S-box protein	0	1
