Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
0	7	3	1	0	1	2	1	2	3	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	5	1	0	1	0	1	0	3	3	1	1	2	0	1	0	2	4	2	1	1	1	3	2	2	2	3	1	0	0	4	1	0	0	1	78	0.0385	-0.3897	125.51	0.7333	0.5467	0.8366	0.6511	0.2273	0.5575	2832	3071	direct	FO488_RS00020	WP_149208640.1		hypothetical protein	0	0
1	16	8	1	0	1	8	4	5	7	4	2	1	9	6	3	3	2	0	3	3	3	6	0	4	13	1	0	1	7	1	1	9	9	2	1	9	1	1	2	4	7	3	12	0	2	13	5	1	0	22	14	0	0	9	6	3	7	7	281	0.0854	-0.5167	126.25	0.8132	0.4615	0.6948	0.7028	0.3704	0.6528	3629	4477	direct	FO488_RS00025	WP_149208641.1		MtrB/PioB family outer membrane beta-barrel protein	0	0
2	5	6	0	0	1	5	4	2	3	4	2	0	5	1	0	0	2	0	4	2	0	0	1	4	6	0	0	1	2	1	0	0	4	0	1	4	0	1	1	1	4	1	2	1	0	4	2	0	0	9	6	0	1	3	9	0	3	2	123	0.0894	+0.1577	126.97	0.8033	0.5164	0.7153	0.6524	0.4375	0.6134	4465	4839	direct	FO488_RS00030	WP_149208642.1		hypothetical protein	0	0
3	23	7	4	4	0	8	5	4	12	8	1	1	9	5	0	3	4	1	22	0	4	5	0	7	11	4	0	4	6	4	0	9	8	1	1	9	0	4	0	9	8	4	7	1	1	12	8	1	0	4	5	0	0	14	11	3	5	2	305	0.0623	+0.0482	127.21	0.8345	0.4426	0.6474	0.6654	0.4673	0.6778	4960	5880	direct	FO488_RS00035	WP_149212025.1		ABC transporter substrate-binding protein	0	0
0	9	3	0	2	1	10	3	2	1	4	2	1	3	3	2	1	1	2	6	0	4	2	0	6	7	1	1	5	4	0	0	2	2	0	0	3	1	1	0	0	5	0	3	0	0	2	1	1	0	4	2	0	1	0	4	1	2	1	127	0.0709	+0.2134	127.72	0.7951	0.4262	0.7317	0.6366	0.5143	0.5773	5945	6331	direct	FO488_RS00040	WP_149208643.1		response regulator	0	0
2	19	6	1	0	1	14	3	7	18	4	1	2	4	10	2	1	1	2	12	1	8	22	0	8	16	4	0	5	11	3	0	1	5	0	1	13	0	5	1	5	2	1	5	1	1	8	3	0	0	10	3	1	0	8	8	1	2	4	282	0.0426	-0.5046	128.33	0.8231	0.5090	0.6732	0.6873	0.4648	0.6633	6495	7346	direct	FO488_RS00045	WP_149208644.1		OmpA family protein	0	0
3	17	11	4	0	0	5	4	7	10	2	5	4	10	9	3	3	0	0	4	1	4	7	0	3	12	1	0	7	3	1	1	6	13	3	1	7	0	0	1	10	4	3	1	0	0	4	2	1	0	3	5	0	1	5	5	1	0	0	221	0.0362	-0.3529	122.19	0.7742	0.5484	0.7706	0.7588	0.3056	0.5783	7529	8197	direct	FO488_RS00050	WP_149212026.1		DNA mismatch repair protein MutS	0	0
2	11	4	0	3	0	12	1	7	13	10	2	1	7	3	0	6	3	2	9	2	8	9	0	4	17	1	0	3	9	0	0	3	4	0	0	7	0	1	0	9	8	2	4	1	4	6	1	1	0	5	2	0	1	2	10	1	2	1	232	0.0733	-0.4353	132.91	0.8214	0.4330	0.6769	0.6145	0.4776	0.6969	8296	8997	complement	FO488_RS00055	WP_149208645.1		cytidylate kinase-like family protein	0	1
0	5	2	0	1	0	6	2	3	3	2	1	1	1	0	1	2	3	0	7	0	1	2	0	3	6	1	0	0	1	0	0	3	0	1	1	2	0	1	0	3	2	0	2	1	0	6	1	0	0	2	1	0	1	4	2	2	3	1	95	0.0737	-0.0632	130.73	0.7849	0.3763	0.7510	0.6315	0.5172	0.7057	9177	9467	direct	FO488_RS00060	WP_149208646.1		Dabb family protein	0	0
0	27	2	4	12	0	33	5	8	21	20	1	1	26	14	4	9	7	0	39	2	5	29	0	15	24	2	1	4	20	1	0	7	22	0	0	12	0	1	0	16	4	3	4	0	0	17	13	2	3	25	2	1	3	13	12	2	7	4	530	0.0717	-0.2158	128.16	0.8841	0.3890	0.5175	0.5164	0.5359	0.7824	9728	11323	direct	FO488_RS00065	WP_149208647.1		acetyl-CoA hydrolase	0	0
2	17	8	1	1	0	5	4	9	11	5	0	5	12	3	4	4	2	1	17	2	4	8	0	6	13	3	0	1	7	1	0	3	6	0	3	5	1	1	0	3	4	1	4	1	1	3	1	0	0	6	6	0	1	5	7	0	6	4	233	0.0687	-0.0700	125.88	0.7807	0.4254	0.7589	0.7103	0.4940	0.6581	11492	12196	direct	FO488_RS00070	WP_149208648.1		DUF4388 domain-containing protein	0	0
0	14	9	3	3	0	7	6	4	7	7	2	2	11	8	0	2	1	0	16	0	4	12	0	9	15	3	0	1	6	2	0	5	4	0	0	11	0	3	0	3	1	0	7	2	0	2	4	0	1	4	4	0	0	8	4	3	4	1	230	0.0609	+0.1252	124.55	0.8489	0.4711	0.6126	0.6108	0.4865	0.6795	12209	12904	direct	FO488_RS00075	WP_149208649.1		roadblock/LC7 domain-containing protein	0	0
3	26	3	1	0	1	11	4	5	14	6	3	1	14	8	0	7	3	3	8	0	5	8	0	11	22	3	0	5	5	1	2	5	4	0	2	7	0	4	0	14	11	4	4	0	0	7	4	0	0	13	4	1	0	7	6	3	5	3	298	0.0570	-0.3074	129.37	0.8351	0.4364	0.6460	0.6725	0.3053	0.6593	13034	13933	complement	FO488_RS00080	WP_149208650.1	xerC	tyrosine recombinase XerC	0	1
0	9	1	0	4	0	5	2	5	8	5	1	0	3	3	0	0	1	1	8	0	2	10	1	3	7	0	0	1	4	0	0	2	2	2	1	2	0	0	0	5	3	1	5	0	0	2	1	0	2	5	1	1	0	2	5	0	6	0	139	0.1079	-0.3763	133.67	0.8485	0.3939	0.6136	0.5206	0.5652	0.7406	14364	14786	complement	FO488_RS00085	WP_149208651.1		hypothetical protein	0	1
6	67	14	3	9	0	16	8	16	28	13	5	5	33	28	3	8	6	0	33	3	4	13	0	11	41	4	0	5	16	5	0	16	15	0	1	10	1	3	1	23	15	2	11	0	1	3	5	2	2	22	6	2	3	15	15	1	7	5	609	0.0509	+0.0138	123.60	0.8492	0.4186	0.6120	0.6470	0.3291	0.6885	14783	16615	complement	FO488_RS00090	WP_149208652.1		bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase	0	1
