"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"GMET_RS00005",449,0.0802,-0.3165,131.14,0.8246,0.4146,0.5,-0.755829994398824,-0.255540238580501,-0.303443689980296,"","chromosomal replication initiator protein DnaA",0
"GMET_RS00010",372,0.0699,-0.068,129.24,0.8663,0.4234,0.6034,-1.17566297470801,0.0125513728839587,-0.0538431179115585,"","DNA polymerase III subunit beta",0
"GMET_RS00015",364,0.0769,-0.2508,130.36,0.8418,0.4661,0.4712,-0.805476739980722,-0.452674533658078,0.851652534806939,"","DNA replication and repair protein RecF",0
"GMET_RS00020",794,0.073,-0.272,129.41,0.8623,0.4556,0.562,-1.0675563271721,0.21937225766071,0.365164498365566,"","DNA topoisomerase (ATP-hydrolyzing) subunit B",0
"GMET_RS00025",856,0.0572,-0.3356,129.93,0.9096,0.4084,0.5401,-1.37077183330218,-0.081054702627833,-0.362226683051442,"","DNA gyrase subunit A",0
"GMET_RS00030",522,0.0939,-0.2161,130.41,0.8532,0.4623,0.4113,-0.88758604394083,-0.859246824849327,1.23209520640095,"","HEAT repeat domain-containing protein",0
"GMET_RS00035",388,0.0876,-0.5351,133.24,0.5726,0.4435,0.5588,1.5091007145272,-1.36191558962878,-1.68558223312617,"","IS481 family transposase ISGme9",0
"GMET_RS00040",334,0.0449,0.2419,122.88,0.8639,0.4494,0.3516,-0.979854060654112,0.187469224996816,0.566988392044637,"gpsA","glycerol-3-phosphate dehydrogenase (NAD(P)(+))",0
"GMET_RS00045",762,0.0604,-0.1503,128.4,0.8091,0.4422,0.4933,-0.600911486029649,-0.113173676780325,0.442934417394307,"","PAS domain-containing sensor histidine kinase",0
"GMET_RS00050",507,0.0473,-0.0574,128.09,0.8604,0.4517,0.3469,-1.00699082692791,-0.435073191883339,0.470555995068403,"","hybrid sensor histidine kinase/response regulator",0
"GMET_RS00055",482,0.0768,-0.2838,131.49,0.7918,0.4764,0.5078,-0.537238309874669,-0.144408493017364,0.805911990129861,"","PAS domain-containing sensor histidine kinase",0
"GMET_RS00060",560,0.075,-0.2504,130.53,0.8862,0.4011,0.4886,-1.26355511053881,-0.28543498965581,0.0460890264150262,"","hybrid sensor histidine kinase/response regulator",0
"GMET_RS00065",307,0.0619,-0.1638,129.62,0.8993,0.4128,0.3511,-1.37808814567777,-0.152113558264485,0.459562192642509,"","daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein",0
"GMET_RS00070",250,0.124,0.8536,125.39,0.9538,0.3235,0.4947,-1.70119677926309,-0.474854118235928,-0.314850837861667,"","ABC transporter permease",0
