Agca	Agcc	Agcg	Agct	Ctgc	Ctgt	Dgac	Dgat	Egaa	Egag	Fttc	Fttt	Ggga	Gggc	Gggg	Gggt	Hcac	Hcat	Iata	Iatc	Iatt	Kaaa	Kaag	Lcta	Lctc	Lctg	Lctt	Ltta	Lttg	Naac	Naat	Pcca	Pccc	Pccg	Pcct	Qcaa	Qcag	Raga	Ragg	Rcga	Rcgc	Rcgg	Rcgt	Sagc	Sagt	Stca	Stcc	Stcg	Stct	Taca	Tacc	Tacg	Tact	Vgta	Vgtc	Vgtg	Vgtt	Ytac	Ytat	Laa	aroma	gravy	mmw	gcc3	gtc3	Hgc3	Ew	P2	cai	start	end	direction	locus_tag	protein_id	gene	product	highlyExpressed	leading
2	25	16	3	1	0	23	5	6	29	20	1	1	14	3	3	11	2	0	14	2	1	20	0	20	24	0	0	3	9	1	3	9	11	0	1	16	1	0	1	24	8	5	11	1	1	8	2	0	1	11	12	0	1	6	29	2	11	1	449	0.0824	-0.3125	131.29	0.8966	0.4575	0.4798	0.5436	0.4577	0.6927	87	1439	direct	MXAN_RS00015	WP_011550153.1	dnaA	chromosomal replication initiator protein DnaA	0	1
9	22	54	10	2	1	21	13	13	35	9	1	7	24	13	8	11	1	1	3	2	0	13	0	20	46	6	0	13	6	2	3	6	15	4	3	14	0	5	3	21	37	4	9	2	2	9	13	2	3	9	22	1	3	9	46	2	8	0	632	0.0332	-0.1388	124.95	0.8293	0.6200	0.6593	0.7053	0.4000	0.4988	1519	3420	direct	MXAN_RS00020	WP_011550154.1		hypothetical protein	0	1
0	3	11	1	0	1	13	3	1	11	1	0	1	4	2	1	1	0	0	7	1	0	12	0	3	7	0	0	3	2	0	0	4	1	1	1	2	0	0	0	4	3	1	3	0	1	3	0	0	0	2	5	0	1	5	10	0	1	0	144	0.0139	-0.1938	126.66	0.8978	0.5547	0.4759	0.4754	0.4839	0.6609	3553	3990	complement	MXAN_RS00025	WP_011550155.1		CBS domain-containing protein	0	0
2	13	11	1	2	2	8	0	2	19	3	0	1	9	5	0	4	0	1	1	0	0	11	0	6	11	3	0	2	4	1	1	7	3	1	1	7	1	1	1	6	8	2	3	1	1	2	3	0	0	5	3	0	0	5	8	1	1	1	202	0.0297	-0.4985	127.08	0.8769	0.5385	0.5381	0.5656	0.2600	0.5887	4009	4620	complement	MXAN_RS00030	WP_011550156.1		DUF2267 domain-containing protein	0	0
1	10	25	1	7	2	6	2	1	8	13	1	1	16	6	1	1	2	0	1	2	0	1	2	15	28	2	0	4	4	0	1	7	6	1	0	3	0	1	0	9	13	1	6	0	0	5	3	0	2	4	4	1	0	12	20	0	3	0	282	0.0887	+0.7730	125.92	0.9094	0.5208	0.4384	0.5508	0.3571	0.6104	4634	5485	complement	MXAN_RS00035	WP_011550157.1		hypothetical protein	0	0
3	27	26	1	0	0	25	1	5	28	16	0	0	23	3	1	13	1	0	9	2	1	17	0	16	29	1	0	2	13	0	2	14	15	0	1	20	0	0	0	23	9	0	10	0	0	9	6	0	3	14	12	0	0	17	27	0	13	2	469	0.0768	-0.2932	128.16	0.9478	0.4413	0.2956	0.4579	0.3681	0.7681	5632	7044	direct	MXAN_RS00040	WP_020478632.1		insulinase family protein	0	1
2	38	31	4	1	0	25	1	7	21	18	0	1	29	7	6	4	0	0	9	2	0	21	0	16	41	1	0	1	15	1	1	16	27	1	1	19	0	0	1	22	5	1	11	0	0	5	4	1	0	14	16	1	0	4	32	0	10	0	504	0.0575	-0.1030	123.42	0.9352	0.4939	0.3461	0.4563	0.3721	0.7852	7044	8561	direct	MXAN_RS00045	WP_020478633.1		insulinase family protein	0	1
0	4	5	0	0	0	13	0	2	14	1	0	2	4	0	0	0	0	0	3	0	0	4	0	0	5	0	0	0	2	0	0	4	4	0	0	1	0	1	1	9	3	0	1	1	0	4	0	0	0	3	1	0	0	2	2	0	4	1	101	0.0594	-1.5010	132.55	0.9307	0.4158	0.3633	0.3742	0.3125	0.7368	8667	8975	complement	MXAN_RS00050	WP_011550158.1		hypothetical protein	0	0
1	19	33	1	3	0	8	0	1	6	18	0	1	32	4	4	5	1	0	16	1	0	4	0	15	36	2	0	8	4	1	2	8	5	0	1	11	0	0	1	11	8	4	10	1	0	9	7	0	1	8	19	0	1	16	32	1	7	1	410	0.0854	+0.8371	123.53	0.9330	0.4897	0.3547	0.4914	0.4252	0.7121	9261	10496	complement	MXAN_RS00055	WP_011550159.1		MFS transporter	0	0
1	38	34	2	7	0	26	6	3	25	13	0	0	46	5	6	13	1	0	15	1	1	17	0	15	28	0	0	3	15	0	3	12	17	5	2	15	0	1	2	22	5	5	7	0	0	12	16	1	0	12	18	2	2	11	23	0	8	1	537	0.0503	-0.2605	122.72	0.9159	0.4532	0.4166	0.5121	0.3651	0.7353	10660	12276	complement	MXAN_RS00060	WP_011550160.1		capsular polysaccharide biosynthesis protein CapA	0	0
