"locus_tag","Laa","AROMA","GRAVY","MMW","GC3","GT3","P2","SCU1","SCU2","SCU3","gene","product","highlyExpressed"
"GsYM18_RS00005",444,0.0766,-0.2854,130.74,0.7143,0.4309,0.5669,0.104037415076335,0.0424756409197741,-0.839442802337637,"dnaA","chromosomal replication initiator protein DnaA",0
"GsYM18_RS00010",371,0.0755,-0.0677,129.18,0.7598,0.4218,0.5391,-0.164110919112131,-0.263578453729885,-0.62187533864411,"","DNA polymerase III subunit beta",0
"GsYM18_RS00015",364,0.0687,-0.2926,130.57,0.7175,0.4661,0.4,0.35555248043777,-0.368394032227917,0.780900842116034,"recF","DNA replication/repair protein RecF",0
"GsYM18_RS00020",794,0.073,-0.2883,129.55,0.8599,0.4396,0.5394,-0.974112295281379,-0.271535815012163,0.206045002019623,"gyrB","DNA topoisomerase (ATP-hydrolyzing) subunit B",0
"GsYM18_RS00025",856,0.0561,-0.3401,129.84,0.8916,0.4229,0.4823,-1.27378087505403,-0.659148739450229,-0.00870907184582067,"gyrA","DNA gyrase subunit A",0
"GsYM18_RS00030",521,0.094,-0.238,131.7,0.7515,0.5229,0.4539,-0.00448016302567563,0.795648173964438,0.855034397330894,"","HEAT repeat domain-containing protein",0
"GsYM18_RS00035",334,0.0449,0.2473,123.83,0.807,0.5127,0.4048,-0.438847145310902,1.0065174701954,0.815073968934317,"","NAD(P)-dependent glycerol-3-phosphate dehydrogenase",0
"GsYM18_RS00040",761,0.0631,-0.0524,128.57,0.7878,0.4797,0.4366,-0.283987423107157,0.340955579281504,0.538992281710475,"","HAMP domain-containing protein",0
"GsYM18_RS00045",515,0.0524,-0.059,128.1,0.7902,0.4542,0.381,-0.3681835710094,-0.0715592557123977,0.899692578906016,"","response regulator",0
"GsYM18_RS00050",498,0.0783,-0.3675,130.01,0.7578,0.4845,0.4679,-0.145055427521756,0.316976533042622,0.314151782406632,"","PAS domain S-box protein",0
"GsYM18_RS00055",726,0.0758,-0.1961,129.92,0.8216,0.4158,0.4583,-0.684674873025009,-0.230147970647821,-0.357214140607533,"","response regulator",0
"GsYM18_RS00060",307,0.0651,-0.2524,130.98,0.8182,0.4781,0.4022,-0.723232362715208,0.497709693060773,0.21006553920728,"","ATP-binding cassette domain-containing protein",0
"GsYM18_RS00065",468,0.0662,-0.0746,126.1,0.8,0.4111,0.3937,-0.491562991632414,-1.15304936730028,0.559952287363297,"hemG","protoporphyrinogen oxidase",0
"GsYM18_RS00070",141,0.0638,-0.1872,133.49,0.7926,0.4074,0.5217,-0.450993986297452,-0.41833610058678,-0.552298465132239,"","MarR family transcriptional regulator",0
"GsYM18_RS00075",293,0.0922,-0.5392,127.79,0.7465,0.4722,0.4835,-0.198590713819593,0.471037305904971,2.88871794787646e-05,"","J domain-containing protein",0
"GsYM18_RS00080",320,0.0563,-0.5075,131.59,0.7778,0.5048,0.5116,-0.298706600135145,0.0303138163584028,-0.0378692506584116,"","peptidylprolyl isomerase",0
"GsYM18_RS00085",312,0.0513,-0.4564,126.44,0.8084,0.4805,0.4787,-0.606326158318313,0.458542224366719,-1.48240292497966,"","peptidylprolyl isomerase",0
"GsYM18_RS00090",1156,0.0657,-0.1516,129.67,0.828,0.425,0.4277,-0.611275361710913,-0.923516193052608,0.0212061351956928,"mfd","transcription-repair coupling factor",0
"GsYM18_RS00095",477,0.065,0.0046,127.46,0.8253,0.4476,0.396,-0.605153697602632,-0.446718273333316,1.00958138468748,"","PLP-dependent aminotransferase family protein",0
"GsYM18_RS00100",297,0.0438,-0.1663,122.27,0.6575,0.5548,0.3708,0.753049906805625,1.58087261081788,0.498408892490385,"","pentapeptide repeat-containing protein",0
"GsYM18_RS00105",178,0.0674,-0.027,125.8,0.7647,0.3471,0.386,-0.46594214449864,-0.400872149322966,-0.985948921770712,"","gamma carbonic anhydrase family protein",0
"GsYM18_RS00110",303,0.0528,-3e-04,128.23,0.839,0.3973,0.4607,-0.619563441106686,-0.615215008740467,-0.380908119306684,"nadA","quinolinate synthase NadA",0
"GsYM18_RS00115",110,0.0364,-0.3664,124.58,0.8073,0.4954,0.4545,-0.329587026286421,-0.160580724180114,0.716956021787099,"","TatA/E family twin arginine-targeting protein translocase",0
"GsYM18_RS00120",277,0.0686,-0.5899,129.81,0.7941,0.4779,0.3611,-0.346372051008351,-0.229415303480115,0.407564104449374,"ybgF","tol-pal system protein YbgF",0
"GsYM18_RS00125",193,0.057,-0.2793,125.05,0.6772,0.4339,0.4,0.464705273471223,0.162710376891091,-1.48220293417889,"pal","peptidoglycan-associated lipoprotein Pal",0
"GsYM18_RS00130",431,0.0858,-0.5271,127.99,0.7373,0.3783,0.4054,0.157834589514564,-0.366998319252697,-0.829403100215159,"tolB","Tol-Pal system beta propeller repeat protein TolB",0
"GsYM18_RS00135",246,0.065,-0.422,125.29,0.6708,0.4042,0.4713,0.826961805071798,-0.532790492143238,-0.835718574161691,"","TonB C-terminal domain-containing protein",0
"GsYM18_RS00140",138,0.029,0.0986,124.33,0.7752,0.4264,0.5,-0.245916863778695,-0.215666852802607,-1.52818191921642,"tolR","protein TolR",0
"GsYM18_RS00145",224,0.1116,0.4018,126.81,0.8073,0.3624,0.6282,-0.515137136279328,-1.06545021759354,-0.159050053387176,"tolQ","protein TolQ",0
"GsYM18_RS00150",258,0.0891,-0.093,130.2,0.8219,0.3887,0.4286,-0.686070950254374,-0.67710988900078,-0.875447642864386,"","carbon-nitrogen family hydrolase",0
"GsYM18_RS00155",384,0.0885,-0.0714,127.64,0.76,0.4773,0.3282,-0.13557714265463,0.667885447141452,0.312647735440096,"hemW","radical SAM family heme chaperone HemW",0
